时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
0,随机搜索,随机搜索,0.0000,0.0000,99,97,否,否,3.00,600,400
1,随机搜索,随机搜索,0.0000,0.0000,99,94,否,否,6.00,600,400
2,随机搜索,随机搜索,0.0000,0.0000,99,91,否,否,9.00,600,400
3,随机搜索,随机搜索,0.0000,0.0000,98,88,否,否,12.00,600,400
4,随机搜索,随机搜索,0.0000,0.0000,98,85,否,否,15.00,600,400
5,随机搜索,随机搜索,0.0000,0.0000,98,82,否,否,18.00,600,400
6,随机搜索,随机搜索,0.0000,0.0000,98,79,否,否,21.00,600,400
7,随机搜索,随机搜索,0.0000,0.0000,98,76,否,否,24.00,600,400
8,随机搜索,随机搜索,0.0000,0.0000,98,73,否,否,27.00,600,400
9,随机搜索,随机搜索,0.0000,0.0000,98,70,否,否,30.00,600,400
10,随机搜索,随机搜索,0.0000,0.0000,98,67,否,否,33.00,600,400
11,随机搜索,随机搜索,0.0000,0.0000,98,64,否,否,36.00,600,400
12,随机搜索,随机搜索,0.0000,0.0000,98,61,否,否,39.00,600,400
13,随机搜索,随机搜索,0.0000,0.0000,98,58,否,否,42.00,600,400
14,随机搜索,随机搜索,0.0000,0.0000,98,55,否,否,45.00,600,400
15,随机搜索,随机搜索,0.0000,0.0000,98,52,否,否,48.00,600,400
16,随机搜索,随机搜索,0.0000,0.0000,98,49,否,否,51.00,600,400
17,随机搜索,随机搜索,0.0000,0.0000,98,46,否,否,54.00,600,400
18,随机搜索,随机搜索,0.0000,0.0000,99,43,否,否,57.00,600,400
19,随机搜索,随机搜索,0.0000,0.0000,99,40,否,否,60.00,600,400
20,随机搜索,随机搜索,0.0000,0.0000,99,37,否,否,63.00,600,400
21,随机搜索,随机搜索,0.0000,0.0000,99,34,否,否,66.00,600,400
22,随机搜索,随机搜索,0.0000,0.0000,99,31,否,否,69.00,600,400
23,随机搜索,随机搜索,0.0000,0.0000,99,28,否,否,72.00,600,400
24,随机搜索,随机搜索,0.0000,0.0000,99,25,否,否,75.00,600,400
25,随机搜索,随机搜索,0.0000,0.0000,98,22,否,否,78.00,600,400
26,随机搜索,随机搜索,0.0000,0.0000,98,19,否,否,81.00,600,400
27,随机搜索,随机搜索,0.0000,0.0000,97,16,否,否,84.00,600,400
28,随机搜索,随机搜索,0.0000,0.0000,97,13,否,否,87.00,600,400
29,随机搜索,随机搜索,0.0000,0.0000,97,10,否,否,90.00,600,400
30,随机搜索,随机搜索,0.0000,0.0000,96,7,否,否,93.00,600,400
31,随机搜索,随机搜索,0.0000,0.0000,96,4,否,否,96.00,600,400
32,随机搜索,随机搜索,0.0000,0.0000,95,1,否,否,99.00,600,400
33,随机搜索,随机搜索,0.0000,0.0000,95,4,否,否,102.00,600,400
34,随机搜索,随机搜索,0.0000,0.0000,94,7,否,否,105.00,600,400
35,随机搜索,随机搜索,0.0000,0.0000,94,10,否,否,108.00,600,400
36,随机搜索,随机搜索,0.0000,0.0000,93,13,否,否,111.00,600,400
37,随机搜索,随机搜索,0.0000,0.0000,93,16,否,否,114.00,600,400
38,随机搜索,随机搜索,0.0000,0.0000,92,19,否,否,117.00,600,400
39,随机搜索,随机搜索,0.0000,0.0000,92,22,否,否,120.00,600,400
40,随机搜索,随机搜索,0.0000,0.0000,92,25,否,否,123.00,600,400
41,随机搜索,随机搜索,0.0000,0.0000,91,28,否,否,126.00,600,400
