时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
158,随机搜索,随机搜索,0.0000,0.0000,34,277,否,否,477.00,600,400
159,随机搜索,随机搜索,0.0000,0.0000,35,280,否,否,480.00,600,400
160,随机搜索,随机搜索,0.0000,0.0000,36,283,否,否,483.00,600,400
161,随机搜索,随机搜索,0.0000,0.0000,36,286,否,否,486.00,600,400
162,随机搜索,随机搜索,0.0000,0.0000,37,289,否,否,489.00,600,400
163,随机搜索,随机搜索,0.0000,0.0000,38,291,否,否,492.00,600,400
164,随机搜索,随机搜索,0.0000,0.0000,39,294,否,否,495.00,600,400
165,随机搜索,随机搜索,0.0000,0.0000,40,297,否,否,498.00,600,400
166,随机搜索,随机搜索,0.0000,0.0000,40,300,否,否,501.00,600,400
167,随机搜索,随机搜索,0.0000,0.0000,41,303,否,否,504.00,600,400
168,随机搜索,随机搜索,0.0000,0.0000,42,306,否,否,507.00,600,400
169,随机搜索,随机搜索,0.0000,0.0000,43,309,否,否,510.00,600,400
170,随机搜索,随机搜索,0.0000,0.0000,43,312,否,否,513.00,600,400
171,随机搜索,随机搜索,0.0000,0.0000,44,315,否,否,516.00,600,400
172,随机搜索,随机搜索,0.0000,0.0000,45,318,否,否,519.00,600,400
173,随机搜索,随机搜索,0.0000,0.0000,46,320,否,否,522.00,600,400
174,随机搜索,随机搜索,0.0000,0.0000,47,323,否,否,525.00,600,400
175,随机搜索,随机搜索,0.0000,0.0000,47,326,否,否,528.00,600,400
176,随机搜索,随机搜索,0.0000,0.0000,48,329,否,否,531.00,600,400
177,随机搜索,随机搜索,0.0000,0.0000,49,332,否,否,534.00,600,400
178,随机搜索,随机搜索,0.0000,0.0000,50,335,否,否,537.00,600,400
179,随机搜索,随机搜索,0.0000,0.0000,50,338,否,否,540.00,600,400
180,随机搜索,随机搜索,0.0000,0.0000,51,341,否,否,543.00,600,400
181,随机搜索,随机搜索,0.0000,0.0000,52,344,否,否,546.00,600,400
182,随机搜索,随机搜索,0.0000,0.0000,53,346,否,否,549.00,600,400
183,随机搜索,随机搜索,0.0000,0.0000,54,349,否,否,552.00,600,400
184,随机搜索,随机搜索,0.0000,0.0000,54,352,否,否,555.00,600,400
185,随机搜索,随机搜索,0.0000,0.0000,55,355,否,否,558.00,600,400
186,随机搜索,随机搜索,0.0000,0.0000,56,358,否,否,561.00,600,400
187,随机搜索,随机搜索,0.0000,0.0000,57,361,否,否,564.00,600,400
188,随机搜索,随机搜索,0.0000,0.0000,57,364,否,否,567.00,600,400
189,随机搜索,随机搜索,0.0000,0.0000,58,367,否,否,570.00,600,400
190,随机搜索,随机搜索,0.0000,0.0000,59,370,否,否,573.00,600,400
191,随机搜索,随机搜索,0.0000,0.0000,60,373,否,否,576.00,600,400
192,随机搜索,随机搜索,0.0000,0.0000,61,375,否,否,579.00,600,400
193,随机搜索,随机搜索,0.0000,0.0000,61,378,否,否,582.00,600,400
194,随机搜索,随机搜索,0.0000,0.0000,62,381,否,否,585.00,600,400
195,随机搜索,随机搜索,0.0000,0.0000,63,384,否,否,588.00,600,400
196,随机搜索,随机搜索,0.0000,0.0000,64,387,否,否,591.00,600,400
197,随机搜索,随机搜索,0.0000,0.0000,65,390,否,否,594.00,600,400
198,随机搜索,随机搜索,0.0000,0.0000,65,393,否,否,597.00,600,400
199,随机搜索,随机搜索,0.0000,0.0000,66,396,否,否,600.00,600,400
200,随机搜索,随机搜索,0.0000,0.0000,67,399,否,否,603.00,600,400
201,随机搜索,随机搜索,0.0000,0.0000,68,402,否,否,606.00,600,400
202,随机搜索,随机搜索,0.0000,0.0000,68,404,否,否,609.00,600,400
203,随机搜索,随机搜索,0.0000,0.0000,69,407,否,否,612.00,600,400
204,随机搜索,随机搜索,0.0000,0.0000,70,410,否,否,615.00,600,400
205,随机搜索,随机搜索,0.0000,0.0000,71,413,否,否,618.00,600,400
206,随机搜索,随机搜索,0.0000,0.0000,72,416,否,否,621.00,600,400
207,随机搜索,随机搜索,0.0000,0.0000,72,419,否,否,624.00,600,400
208,随机搜索,随机搜索,0.0000,0.0000,73,422,否,否,627.00,600,400
209,随机搜索,随机搜索,0.0000,0.0000,74,425,否,否,630.00,600,400
210,随机搜索,随机搜索,0.0000,0.0000,75,428,否,否,633.00,600,400
211,随机搜索,随机搜索,0.0000,0.0000,75,430,否,否,636.00,600,400
212,随机搜索,随机搜索,0.0000,0.0000,76,433,否,否,639.00,600,400
213,随机搜索,随机搜索,0.0000,0.0000,77,436,否,否,642.00,600,400
214,随机搜索,随机搜索,0.0000,0.0000,78,439,否,否,645.00,600,400
215,随机搜索,随机搜索,0.0000,0.0000,79,442,否,否,648.00,600,400
216,随机搜索,随机搜索,0.0000,0.0000,79,445,否,否,651.00,600,400
217,随机搜索,随机搜索,0.0000,0.0000,80,448,否,否,654.00,600,400
218,随机搜索,随机搜索,0.0000,0.0000,81,451,否,否,657.00,600,400
219,随机搜索,随机搜索,0.0000,0.0000,82,454,否,否,660.00,600,400
220,随机搜索,随机搜索,0.0000,0.0000,82,457,否,否,663.00,600,400
221,随机搜索,随机搜索,0.0000,0.0000,83,459,否,否,666.00,600,400
222,随机搜索,随机搜索,0.0000,0.0000,84,462,否,否,669.00,600,400
223,随机搜索,随机搜索,0.0000,0.0000,85,465,否,否,672.00,600,400
224,随机搜索,随机搜索,0.0000,0.0000,86,468,否,否,675.00,600,400
225,随机搜索,随机搜索,0.0000,0.0000,86,471,否,否,678.00,600,400
226,随机搜索,随机搜索,0.0000,0.0000,87,474,否,否,681.00,600,400
227,随机搜索,随机搜索,0.0000,0.0000,88,477,否,否,684.00,600,400
228,随机搜索,随机搜索,0.0000,0.0000,89,480,否,否,687.00,600,400
229,随机搜索,随机搜索,0.0000,0.0000,89,483,否,否,690.00,600,400
230,随机搜索,随机搜索,0.0000,0.0000,90,486,否,否,693.00,600,400
231,随机搜索,随机搜索,0.0000,0.0000,91,488,否,否,696.00,600,400
232,随机搜索,随机搜索,0.0000,0.0000,92,491,否,否,699.00,600,400
233,随机搜索,随机搜索,0.0000,0.0000,94,493,否,否,702.00,600,400
234,随机搜索,随机搜索,0.0000,0.0000,96,495,否,否,705.00,600,400
235,随机搜索,随机搜索,0.0000,0.0000,99,497,否,否,708.00,600,400
236,随机搜索,随机搜索,0.0000,0.0000,101,499,否,否,711.00,600,400
237,随机搜索,随机搜索,0.0000,0.0000,103,501,否,否,714.00,600,400
238,随机搜索,随机搜索,0.0000,0.0000,105,503,否,否,717.00,600,400
239,随机搜索,随机搜索,0.0000,0.0000,108,505,否,否,720.00,600,400
240,随机搜索,随机搜索,0.0000,0.0000,110,507,否,否,723.00,600,400
241,随机搜索,随机搜索,0.0000,0.0000,112,509,否,否,726.00,600,400
242,随机搜索,随机搜索,0.0000,0.0000,114,511,否,否,729.00,600,400
243,随机搜索,随机搜索,0.0000,0.0000,117,513,否,否,732.00,600,400
244,随机搜索,随机搜索,0.0000,0.0000,119,515,否,否,735.00,600,400
245,随机搜索,随机搜索,0.0000,0.0000,121,517,否,否,738.00,600,400
246,随机搜索,随机搜索,0.0000,0.0000,123,519,否,否,741.00,600,400
247,随机搜索,随机搜索,0.0000,0.0000,126,521,否,否,744.00,600,400
248,随机搜索,随机搜索,0.0000,0.0000,128,523,否,否,747.00,600,400
249,随机搜索,随机搜索,0.0000,0.0000,130,525,否,否,750.00,600,400
250,随机搜索,随机搜索,0.0000,0.0000,132,527,否,否,753.00,600,400
251,随机搜索,随机搜索,0.0000,0.0000,135,529,否,否,756.00,600,400
252,随机搜索,随机搜索,0.0000,0.0000,137,531,否,否,759.00,600,400
253,随机搜索,随机搜索,0.0000,0.0000,139,533,否,否,762.00,600,400
254,随机搜索,随机搜索,0.0000,0.0000,142,534,否,否,765.00,600,400
255,随机搜索,随机搜索,0.0000,0.0000,144,536,否,否,768.00,600,400
256,随机搜索,随机搜索,0.0000,0.0000,147,537,否,否,771.00,600,400
257,随机搜索,随机搜索,0.0000,0.0000,150,538,否,否,774.00,600,400
258,随机搜索,随机搜索,0.0000,0.0000,152,540,否,否,777.00,600,400
259,随机搜索,随机搜索,0.0000,0.0000,155,541,否,否,780.00,600,400
260,随机搜索,随机搜索,0.0000,0.0000,158,543,否,否,783.00,600,400
261,随机搜索,随机搜索,0.0000,0.0000,160,544,否,否,786.00,600,400
262,随机搜索,随机搜索,0.0000,0.0000,163,546,否,否,789.00,600,400
263,随机搜索,随机搜索,0.0000,0.0000,166,547,否,否,792.00,600,400
264,随机搜索,随机搜索,0.0000,0.0000,168,548,否,否,795.00,600,400
265,随机搜索,随机搜索,0.0000,0.0000,171,550,否,否,798.00,600,400
266,随机搜索,随机搜索,0.0000,0.0000,174,551,否,否,801.00,600,400
267,随机搜索,随机搜索,0.0000,0.0000,176,553,否,否,804.00,600,400
268,随机搜索,随机搜索,0.0000,0.0000,179,554,否,否,807.00,600,400
269,随机搜索,随机搜索,0.0000,0.0000,182,555,否,否,810.00,600,400
270,随机搜索,随机搜索,0.0000,0.0000,184,557,否,否,813.00,600,400
271,随机搜索,随机搜索,0.0000,0.0000,187,558,否,否,816.00,600,400
272,随机搜索,随机搜索,0.0000,0.0000,189,560,否,否,819.00,600,400
273,随机搜索,随机搜索,0.0000,0.0000,192,561,否,否,822.00,600,400
274,随机搜索,随机搜索,0.0000,0.0000,195,563,否,否,825.00,600,400
275,随机搜索,随机搜索,0.0000,0.0000,197,564,否,否,828.00,600,400
276,随机搜索,随机搜索,0.0000,0.0000,200,565,否,否,831.00,600,400
277,随机搜索,随机搜索,0.0000,0.0000,203,567,否,否,834.00,600,400
278,随机搜索,随机搜索,0.0000,0.0000,205,568,否,否,837.00,600,400
279,随机搜索,随机搜索,0.0000,0.0000,208,570,否,否,840.00,600,400
280,随机搜索,随机搜索,0.0000,0.0000,211,571,否,否,843.00,600,400
281,随机搜索,随机搜索,0.0000,0.0000,213,572,否,否,846.00,600,400
282,随机搜索,随机搜索,0.0000,0.0000,216,574,否,否,849.00,600,400
283,随机搜索,随机搜索,0.0000,0.0000,219,575,否,否,852.00,600,400
284,随机搜索,随机搜索,0.0000,0.0000,221,577,否,否,855.00,600,400
285,随机搜索,随机搜索,0.0000,0.0000,224,578,否,否,858.00,600,400
286,随机搜索,随机搜索,0.0000,0.0000,226,580,否,否,861.00,600,400
287,随机搜索,随机搜索,0.0000,0.0000,229,581,否,否,864.00,600,400
288,随机搜索,随机搜索,0.0000,0.0000,232,582,否,否,867.00,600,400
289,随机搜索,随机搜索,0.0000,0.0000,234,584,否,否,870.00,600,400
290,随机搜索,随机搜索,0.0000,0.0000,237,585,否,否,873.00,600,400
291,随机搜索,随机搜索,0.0000,0.0000,240,587,否,否,876.00,600,400
292,随机搜索,随机搜索,0.0000,0.0000,242,588,否,否,879.00,600,400
293,随机搜索,随机搜索,0.0000,0.0000,245,589,否,否,882.00,600,400
294,随机搜索,随机搜索,0.0000,0.0000,248,591,否,否,885.00,600,400
295,随机搜索,随机搜索,0.0000,0.0000,250,592,否,否,888.00,600,400
296,随机搜索,随机搜索,0.0000,0.0000,253,594,否,否,891.00,600,400
297,随机搜索,随机搜索,0.0000,0.0000,256,595,否,否,894.00,600,400
298,随机搜索,随机搜索,0.0000,0.0000,258,597,否,否,897.00,600,400
299,随机搜索,随机搜索,0.0000,0.0000,261,598,否,否,900.00,600,400
300,随机搜索,随机搜索,0.0000,0.0000,264,599,否,否,903.00,600,400
301,随机搜索,随机搜索,0.0000,0.0000,266,601,否,否,906.00,600,400
302,随机搜索,随机搜索,0.0000,0.0000,269,602,否,否,909.00,600,400
303,随机搜索,随机搜索,0.0000,0.0000,271,604,否,否,912.00,600,400
304,随机搜索,随机搜索,0.0000,0.0000,274,605,否,否,915.00,600,400
305,随机搜索,随机搜索,0.0000,0.0000,277,606,否,否,918.00,600,400
306,随机搜索,随机搜索,0.0000,0.0000,279,608,否,否,921.00,600,400
307,随机搜索,随机搜索,0.0000,0.0000,282,609,否,否,924.00,600,400
308,随机搜索,随机搜索,0.0000,0.0000,285,611,否,否,927.00,600,400
309,随机搜索,随机搜索,0.0000,0.0000,287,612,否,否,930.00,600,400
310,随机搜索,随机搜索,0.0000,0.0000,290,614,否,否,933.00,600,400
311,随机搜索,随机搜索,0.0000,0.0000,293,615,否,否,936.00,600,400
312,随机搜索,随机搜索,0.0000,0.0000,295,616,否,否,939.00,600,400
313,随机搜索,随机搜索,0.0000,0.0000,298,618,否,否,942.00,600,400
314,随机搜索,随机搜索,0.0000,0.0000,301,619,否,否,945.00,600,400
315,随机搜索,随机搜索,0.0000,0.0000,303,621,否,否,948.00,600,400
316,随机搜索,随机搜索,0.0000,0.0000,306,622,否,否,951.00,600,400
317,随机搜索,随机搜索,0.0000,0.0000,308,623,否,否,954.00,600,400
318,随机搜索,随机搜索,0.0000,0.0000,311,625,否,否,957.00,600,400
319,随机搜索,随机搜索,0.0000,0.0000,314,626,否,否,960.00,600,400
320,随机搜索,随机搜索,0.0000,0.0000,316,628,否,否,963.00,600,400
321,随机搜索,随机搜索,0.0000,0.0000,319,627,否,否,966.00,600,400
322,随机搜索,随机搜索,0.0000,0.0000,322,627,否,否,969.00,600,400
323,随机搜索,随机搜索,0.0000,0.0000,325,626,否,否,972.00,600,400
324,随机搜索,随机搜索,0.0000,0.0000,328,626,否,否,975.00,600,400
325,随机搜索,随机搜索,0.0000,0.0000,331,626,否,否,978.00,600,400
326,随机搜索,随机搜索,0.0000,0.0000,334,625,否,否,981.00,600,400
327,随机搜索,随机搜索,0.0000,0.0000,337,625,否,否,984.00,600,400
328,随机搜索,随机搜索,0.0000,0.0000,340,624,否,否,987.00,600,400
329,随机搜索,随机搜索,0.0000,0.0000,343,624,否,否,990.00,600,400
330,随机搜索,随机搜索,0.0000,0.0000,346,623,否,否,993.00,600,400
331,随机搜索,随机搜索,0.0000,0.0000,349,623,否,否,996.00,600,400
332,随机搜索,随机搜索,0.0000,0.0000,352,623,否,否,999.00,600,400
333,随机搜索,随机搜索,0.0000,0.0000,355,622,否,否,1002.00,600,400
334,随机搜索,随机搜索,0.0000,0.0000,358,622,否,否,1005.00,600,400
335,随机搜索,随机搜索,0.0000,0.0000,361,621,否,否,1008.00,600,400
336,随机搜索,随机搜索,0.0000,0.0000,364,621,否,否,1011.00,600,400
337,随机搜索,随机搜索,0.0000,0.0000,367,621,否,否,1014.00,600,400
338,随机搜索,随机搜索,0.0000,0.0000,370,620,否,否,1017.00,600,400
339,随机搜索,随机搜索,0.0000,0.0000,373,619,否,否,1020.00,600,400
340,随机搜索,随机搜索,0.0000,0.0000,375,618,否,否,1023.00,600,400
341,随机搜索,随机搜索,0.0000,0.0000,378,617,否,否,1026.00,600,400
342,随机搜索,随机搜索,0.0000,0.0000,381,616,否,否,1029.00,600,400
343,随机搜索,随机搜索,0.0000,0.0000,384,615,否,否,1032.00,600,400
344,随机搜索,随机搜索,0.0000,0.0000,387,616,否,否,1035.00,600,400
345,随机搜索,随机搜索,0.0000,0.0000,390,616,否,否,1038.00,600,400
