时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,727,290,3.0,0,0
1,729,291,6.0,0,0
2,732,292,9.0,0,0
3,734,289,12.0,0,0
4,731,289,15.0,0,0
5,728,288,18.0,0,0
6,725,287,21.0,0,0
7,726,290,24.0,0,0
8,727,293,27.0,0,0
9,730,292,30.0,0,0
10,733,291,33.0,0,0
11,735,290,36.0,0,0
12,738,290,39.0,0,0
13,740,287,42.0,0,0
14,743,286,45.0,0,0
15,746,285,48.0,0,0
16,748,283,51.0,0,0
17,751,282,54.0,0,0
18,753,280,57.0,0,0
19,755,278,60.0,0,0
20,758,277,63.0,0,0
21,761,276,66.0,0,0
22,764,274,69.0,0,0
23,766,273,72.0,0,0
24,769,271,75.0,0,0
25,771,269,78.0,0,0
26,774,268,81.0,0,0
27,777,267,84.0,0,0
28,779,265,87.0,0,0
29,781,263,90.0,0,0
30,784,262,93.0,0,0
31,787,261,96.0,0,0
32,789,263,99.0,0,0
33,791,264,102.0,0,0
34,794,264,105.0,0,0
35,797,265,108.0,0,0
36,800,266,111.0,0,0
37,803,264,114.0,0,0
38,805,265,117.0,0,0
39,808,267,120.0,0,0
40,810,269,123.0,0,0
41,813,269,126.0,0,0
42,816,270,129.0,0,0
43,819,270,132.0,0,0
44,822,271,135.0,0,0
45,825,270,138.0,0,0
46,827,268,141.0,0,0
47,830,267,144.0,0,0
48,833,267,147.0,0,0
49,836,266,150.0,0,0
50,839,267,153.0,0,0
51,841,268,156.0,0,0
52,844,266,159.0,0,0
53,847,265,162.0,0,0
54,849,263,165.0,0,0
55,851,266,168.0,0,0
56,852,269,171.0,0,0
57,854,271,174.0,0,0
58,856,269,177.0,0,0
59,859,267,180.0,0,0
60,861,265,183.0,0,0
61,863,263,186.0,0,0
62,865,261,189.0,0,0
63,867,258,192.0,0,0
64,869,256,195.0,0,0
65,870,254,198.0,0,0
66,872,251,201.0,0,0
67,873,249,204.0,0,0
68,875,246,207.0,0,0
69,875,243,210.0,0,0
70,876,240,213.0,0,0
71,877,237,216.0,0,0
72,879,235,219.0,0,0
73,880,232,222.0,0,0
74,881,229,225.0,0,0
75,882,227,228.0,0,0
76,883,224,231.0,0,0
77,884,221,234.0,0,0
78,885,218,237.0,0,0
79,886,215,240.0,0,0
80,887,212,243.0,0,0
81,888,209,246.0,0,0
82,888,206,249.0,0,0
83,889,204,252.0,0,0
84,889,201,255.0,0,0
85,890,198,258.0,0,0
86,891,195,261.0,0,0
87,892,192,264.0,0,0
88,893,189,267.0,0,0
89,893,186,270.0,0,0
90,893,183,273.0,0,0
91,894,180,276.0,0,0
92,895,177,279.0,0,0
93,894,175,282.0,0,0
94,892,172,285.0,0,0
95,890,170,288.0,0,0
96,888,167,291.0,0,0
97,888,164,294.0,0,0
98,887,161,297.0,0,0
99,886,158,300.0,0,0
100,885,156,303.0,0,0
101,883,153,306.0,0,0
102,882,150,309.0,0,0
103,881,148,312.0,0,0
104,879,145,315.0,0,0
105,877,143,318.0,0,0
106,875,141,321.0,0,0
107,873,139,324.0,0,0
108,871,136,327.0,0,0
109,868,135,330.0,0,0
110,866,133,333.0,0,0
111,864,131,336.0,0,0
112,861,129,339.0,0,0
113,859,127,342.0,0,0
114,856,126,345.0,0,0
115,854,124,348.0,0,0
116,851,123,351.0,0,0
117,848,122,354.0,0,0
118,846,120,357.0,0,0
119,843,119,360.0,0,0
120,840,118,363.0,0,0
121,837,117,366.0,0,0
122,835,115,369.0,0,0
123,832,114,372.0,0,0
124,829,113,375.0,0,0
125,826,113,378.0,0,0
126,823,113,381.0,0,0
127,820,112,384.0,0,0
128,817,111,387.0,0,0
129,815,110,390.0,0,0
130,812,109,393.0,0,0
131,809,108,396.0,0,0
132,806,108,399.0,0,0
133,803,108,402.0,0,0
134,800,107,405.0,0,0
135,797,106,408.0,0,0
136,794,106,411.0,0,0
137,791,105,414.0,0,0
138,788,104,417.0,0,0
139,785,104,420.0,0,0
140,782,104,423.0,0,0
141,779,103,426.0,0,0
142,777,103,429.0,0,0
143,774,102,432.0,0,0
144,771,101,435.0,0,0
145,768,101,438.0,0,0
146,765,100,441.0,0,0
147,762,100,444.0,0,0
148,759,100,447.0,0,0
149,756,99,450.0,0,0
150,753,99,453.0,0,0
151,750,98,456.0,0,0
152,747,98,459.0,0,0
153,744,98,462.0,0,0
154,741,97,465.0,0,0
155,738,97,468.0,0,0
156,735,97,471.0,0,0
157,732,96,474.0,0,0
158,729,96,477.0,0,0
159,726,96,480.0,0,0
160,723,95,483.0,0,0
161,720,95,486.0,0,0
162,717,96,489.0,0,0
163,714,96,492.0,0,0
164,711,96,495.0,0,0
165,708,96,498.0,0,0
166,705,95,501.0,0,0
167,702,95,504.0,0,0
168,699,95,507.0,0,0
169,697,96,510.0,0,0
170,694,98,513.0,0,0
171,691,99,516.0,0,0
172,689,100,519.0,0,0
173,686,101,522.0,0,0
174,683,101,525.0,0,0
175,680,102,528.0,0,0
176,677,103,531.0,0,0
177,674,104,534.0,0,0
178,672,106,537.0,0,0
179,669,108,540.0,0,0
180,666,108,543.0,0,0
181,664,109,546.0,0,0
182,661,109,549.0,0,0
183,658,110,552.0,0,0
184,655,112,555.0,0,0
185,653,113,558.0,0,0
186,650,115,561.0,0,0
187,647,116,564.0,0,0
188,644,117,567.0,0,0
189,642,116,570.0,0,0
190,639,115,573.0,0,0
191,636,114,576.0,0,0
192,633,113,579.0,0,0
193,630,112,582.0,0,0
194,628,113,585.0,0,0
195,625,113,588.0,0,0
196,622,112,591.0,0,0
197,619,111,594.0,0,0
198,616,110,597.0,0,0
199,613,109,600.0,0,0
200,610,109,603.0,0,0
201,608,108,606.0,0,0
202,605,108,609.0,0,0
203,602,109,612.0,0,0
204,599,109,615.0,0,0
205,596,110,618.0,0,0
206,593,112,621.0,0,0
207,591,113,624.0,0,0
208,588,115,627.0,0,0
209,585,115,630.0,0,0
210,582,114,633.0,0,0
211,579,113,636.0,0,0
212,577,114,639.0,0,0
213,574,115,642.0,0,0
214,572,117,645.0,0,0
215,569,118,648.0,0,0
216,566,118,651.0,0,0
217,563,118,654.0,0,0
218,560,117,657.0,0,0
219,557,115,660.0,0,0
220,555,114,663.0,0,0
221,552,113,666.0,0,0
222,549,112,669.0,0,0
223,546,112,672.0,0,0
224,543,111,675.0,0,0
225,540,110,678.0,0,0
226,537,110,681.0,0,0
227,534,109,684.0,0,0
228,532,110,687.0,0,0
229,529,112,690.0,0,0
230,526,112,693.0,0,0
231,523,112,696.0,0,0
232,520,111,699.0,0,0
233,518,110,702.0,0,0
234,515,112,705.0,0,0
235,512,113,708.0,0,0
236,510,115,711.0,0,0
237,507,116,714.0,0,0
238,504,116,717.0,0,0
239,501,115,720.0,0,0
240,499,114,723.0,0,0
241,496,113,726.0,0,0
242,493,112,729.0,0,0
243,490,113,732.0,0,0
244,488,112,735.0,0,0
245,485,112,738.0,0,0
246,482,111,741.0,0,0
247,479,110,744.0,0,0
248,476,110,747.0,0,0
249,473,111,750.0,0,0
250,471,113,753.0,0,0
251,468,114,756.0,0,0
252,465,114,759.0,0,0
253,462,113,762.0,0,0
254,459,112,765.0,0,0
255,457,111,768.0,0,0
256,454,110,771.0,0,0
257,451,112,774.0,0,0
258,449,113,777.0,0,0
259,446,113,780.0,0,0
260,443,112,783.0,0,0
261,440,111,786.0,0,0
262,437,111,789.0,0,0
263,434,112,792.0,0,0
264,432,114,795.0,0,0
265,429,115,798.0,0,0
266,426,115,801.0,0,0
267,423,115,804.0,0,0
268,420,114,807.0,0,0
269,418,113,810.0,0,0
270,415,112,813.0,0,0
271,412,113,816.0,0,0
272,409,112,819.0,0,0
273,406,112,822.0,0,0
274,403,112,825.0,0,0
275,400,111,828.0,0,0
276,398,110,831.0,0,0
277,395,112,834.0,0,0
278,392,113,837.0,0,0
279,390,115,840.0,0,0
280,387,114,843.0,0,0
281,384,113,846.0,0,0
282,381,113,849.0,0,0
283,378,112,852.0,0,0
284,375,111,855.0,0,0
285,373,112,858.0,0,0
286,370,114,861.0,0,0
287,368,115,864.0,0,0
288,365,116,867.0,0,0
289,362,115,870.0,0,0
290,359,114,873.0,0,0
291,356,115,876.0,0,0
292,354,117,879.0,0,0
293,351,118,882.0,0,0
294,348,117,885.0,0,0
295,345,117,888.0,0,0
296,342,118,891.0,0,0
297,340,119,894.0,0,0
298,337,120,897.0,0,0
299,334,121,900.0,0,0
300,331,122,903.0,0,0
301,329,124,906.0,0,0
302,327,126,909.0,0,0
303,324,128,912.0,0,0
304,321,129,915.0,0,0
305,319,131,918.0,0,0
306,317,132,921.0,0,0
307,314,134,924.0,0,0
308,312,135,927.0,0,0
309,309,137,930.0,0,0
310,307,139,933.0,0,0
311,305,141,936.0,0,0
312,304,144,939.0,0,0
313,303,147,942.0,0,0
314,301,149,945.0,0,0
315,299,152,948.0,0,0
316,297,154,951.0,0,0
317,295,156,954.0,0,0
318,294,159,957.0,0,0
319,293,162,960.0,0,0
320,291,164,963.0,0,0
321,289,166,966.0,0,0
322,288,169,969.0,0,0
323,286,171,972.0,0,0
324,285,174,975.0,0,0
