时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,772,108,3.0,0,0
1,772,111,6.0,0,0
2,771,114,9.0,0,0
3,770,117,12.0,0,0
4,769,120,15.0,0,0
5,769,123,18.0,0,0
6,767,125,21.0,0,0
7,766,128,24.0,0,0
8,764,131,27.0,0,0
9,764,134,30.0,0,0
10,765,136,33.0,0,0
11,766,139,36.0,0,0
12,765,142,39.0,0,0
13,766,145,42.0,0,0
14,767,147,45.0,0,0
15,769,150,48.0,0,0
16,769,153,51.0,0,0
17,770,156,54.0,0,0
18,771,159,57.0,0,0
19,768,160,60.0,0,0
20,767,163,63.0,0,0
21,765,166,66.0,0,0
22,767,168,69.0,0,0
23,769,171,72.0,0,0
24,769,174,75.0,0,0
25,770,177,78.0,0,0
26,770,179,81.0,0,0
27,768,181,84.0,0,0
28,767,184,87.0,0,0
29,765,187,90.0,0,0
30,767,189,93.0,0,0
31,769,191,96.0,0,0
32,769,194,99.0,0,0
33,769,197,102.0,0,0
34,772,199,105.0,0,0
35,773,202,108.0,0,0
36,775,205,111.0,0,0
37,773,207,114.0,0,0
38,771,210,117.0,0,0
39,771,213,120.0,0,0
40,770,215,123.0,0,0
41,769,218,126.0,0,0
42,767,220,129.0,0,0
43,766,223,132.0,0,0
44,764,226,135.0,0,0
45,766,228,138.0,0,0
46,768,230,141.0,0,0
47,768,233,144.0,0,0
48,769,236,147.0,0,0
49,769,239,150.0,0,0
50,772,241,153.0,0,0
51,773,244,156.0,0,0
52,775,246,159.0,0,0
53,773,249,162.0,0,0
54,771,251,165.0,0,0
55,771,254,168.0,0,0
56,770,257,171.0,0,0
57,773,259,174.0,0,0
58,774,262,177.0,0,0
59,775,264,180.0,0,0
60,774,267,183.0,0,0
61,772,269,186.0,0,0
62,770,272,189.0,0,0
63,770,275,192.0,0,0
64,769,278,195.0,0,0
65,767,280,198.0,0,0
66,766,282,201.0,0,0
67,764,285,204.0,0,0
68,766,287,207.0,0,0
69,768,290,210.0,0,0
70,768,293,213.0,0,0
71,769,296,216.0,0,0
72,766,298,219.0,0,0
73,764,300,222.0,0,0
74,763,302,225.0,0,0
75,764,305,228.0,0,0
76,766,308,231.0,0,0
77,767,310,234.0,0,0
78,767,313,237.0,0,0
79,768,316,240.0,0,0
80,769,319,243.0,0,0
81,771,321,246.0,0,0
82,773,323,249.0,0,0
83,774,326,252.0,0,0
84,776,329,255.0,0,0
85,774,331,258.0,0,0
86,775,334,261.0,0,0
87,777,336,264.0,0,0
88,779,338,267.0,0,0
89,781,340,270.0,0,0
90,783,343,273.0,0,0
91,785,345,276.0,0,0
92,787,347,279.0,0,0
93,788,350,282.0,0,0
94,790,352,285.0,0,0
95,791,355,288.0,0,0
96,792,358,291.0,0,0
97,792,361,294.0,0,0
98,794,363,297.0,0,0
99,795,366,300.0,0,0
100,797,369,303.0,0,0
101,798,371,306.0,0,0
102,799,374,309.0,0,0
103,799,377,312.0,0,0
104,800,380,315.0,0,0
105,801,383,318.0,0,0
106,802,386,321.0,0,0
107,804,388,324.0,0,0
108,806,390,327.0,0,0
109,806,393,330.0,0,0
110,807,396,333.0,0,0
111,808,399,336.0,0,0
112,811,399,339.0,0,0
113,814,399,342.0,0,0
114,817,399,345.0,0,0
115,820,400,348.0,0,0
116,822,401,351.0,0,0
117,825,402,354.0,0,0
118,827,404,357.0,0,0
119,830,406,360.0,0,0
120,832,408,363.0,0,0
121,835,409,366.0,0,0
122,838,410,369.0,0,0
123,840,412,372.0,0,0
124,842,414,375.0,0,0
125,845,415,378.0,0,0
126,848,417,381.0,0,0
127,850,418,384.0,0,0
128,852,420,387.0,0,0
129,854,423,390.0,0,0
130,855,425,393.0,0,0
131,857,428,396.0,0,0
132,858,431,399.0,0,0
133,860,433,402.0,0,0
134,862,435,405.0,0,0
135,863,438,408.0,0,0
136,864,441,411.0,0,0
137,865,444,414.0,0,0
138,867,446,417.0,0,0
139,869,449,420.0,0,0
140,870,451,423.0,0,0
141,872,454,426.0,0,0
142,873,456,429.0,0,0
143,873,459,432.0,0,0
144,875,462,435.0,0,0
145,876,465,438.0,0,0
146,877,467,441.0,0,0
147,879,470,444.0,0,0
148,878,473,447.0,0,0
149,879,476,450.0,0,0
150,880,479,453.0,0,0
151,881,482,456.0,0,0
152,882,484,459.0,0,0
153,883,487,462.0,0,0
154,885,490,465.0,0,0
155,885,493,468.0,0,0
156,885,496,471.0,0,0
157,886,499,474.0,0,0
158,887,502,477.0,0,0
159,888,504,480.0,0,0
160,889,507,483.0,0,0
161,887,510,486.0,0,0
162,887,513,489.0,0,0
163,888,516,492.0,0,0
164,889,519,495.0,0,0
165,890,521,498.0,0,0
166,888,524,501.0,0,0
167,887,527,504.0,0,0
168,885,529,507.0,0,0
169,884,532,510.0,0,0
170,884,535,513.0,0,0
171,885,538,516.0,0,0
172,886,540,519.0,0,0
173,887,543,522.0,0,0
174,888,546,525.0,0,0
175,886,549,528.0,0,0
176,887,551,531.0,0,0
177,887,554,534.0,0,0
178,888,557,537.0,0,0
179,889,560,540.0,0,0
180,890,563,543.0,0,0
181,891,566,546.0,0,0
182,892,569,549.0,0,0
183,890,571,552.0,1,0
184,888,574,555.0,1,0
185,889,577,558.0,1,0
186,890,580,561.0,1,0
187,891,582,564.0,1,0
188,889,585,567.0,1,0
189,887,588,570.0,1,0
190,886,590,573.0,1,0
191,886,593,576.0,1,0
192,887,596,579.0,1,0
193,888,599,582.0,1,0
194,889,602,585.0,1,0
195,890,605,588.0,1,0
196,890,607,591.0,1,0
197,889,610,594.0,1,0
198,889,613,597.0,1,0
199,890,616,600.0,1,0
200,890,619,603.0,1,0
201,891,622,606.0,1,0
202,890,624,609.0,1,0
203,888,627,612.0,1,0
204,886,629,615.0,1,0
205,885,632,618.0,1,0
206,884,635,621.0,1,0
207,885,638,624.0,1,0
208,888,639,627.0,1,0
209,891,639,630.0,1,0
210,894,639,633.0,1,0
211,891,639,636.0,1,0
212,888,639,639.0,1,0
213,885,639,642.0,1,0
214,882,639,645.0,1,0
215,879,640,648.0,1,0
216,878,643,651.0,1,0
217,877,646,654.0,1,0
218,875,648,657.0,1,0
219,873,650,660.0,1,0
220,871,653,663.0,1,0
221,870,655,666.0,1,0
222,868,658,669.0,1,0
223,866,660,672.0,1,0
224,863,662,675.0,1,0
225,861,664,678.0,1,0
226,859,666,681.0,1,0
227,857,668,684.0,1,0
228,854,669,687.0,1,0
229,852,671,690.0,1,0
230,849,672,693.0,1,0
231,847,674,696.0,1,0
232,844,674,699.0,1,0
233,841,675,702.0,1,0
234,838,676,705.0,1,0
235,835,676,708.0,1,0
236,832,677,711.0,1,0
237,829,677,714.0,1,0
238,826,677,717.0,1,0
239,823,678,720.0,1,0
240,820,678,723.0,1,0
241,817,679,726.0,1,0
242,815,681,729.0,1,0
243,812,682,732.0,1,0
244,809,683,735.0,1,0
245,806,683,738.0,1,0
246,803,683,741.0,1,0
247,800,684,744.0,1,0
248,797,685,747.0,1,0
249,795,686,750.0,1,0
250,792,687,753.0,1,0
251,789,688,756.0,1,0
252,786,689,759.0,1,0
253,783,689,762.0,1,0
254,780,690,765.0,1,0
255,777,691,768.0,1,0
256,775,689,771.0,1,0
257,772,688,774.0,1,0
258,770,686,777.0,1,0
259,767,685,780.0,1,0
260,765,683,783.0,1,0
261,763,680,786.0,1,0
262,760,679,789.0,1,0
263,757,678,792.0,1,0
264,754,677,795.0,1,0
265,752,676,798.0,1,0
266,749,674,801.0,1,0
267,747,672,804.0,1,0
268,744,670,807.0,1,0
269,742,670,810.0,1,0
270,740,667,813.0,1,0
271,737,666,816.0,1,0
272,734,665,819.0,1,0
273,732,663,822.0,1,0
274,729,662,825.0,1,0
275,727,660,828.0,1,0
276,724,658,831.0,1,0
277,722,656,834.0,1,0
278,719,655,837.0,1,0
279,717,654,840.0,1,0
280,715,651,843.0,1,0
281,712,650,846.0,1,0
282,710,648,849.0,1,0
283,707,646,852.0,1,0
284,704,646,855.0,1,0
285,702,644,858.0,1,0
286,700,641,861.0,1,0
287,697,640,864.0,1,0
288,695,639,867.0,1,0
289,692,638,870.0,1,0
290,690,636,873.0,1,0
291,687,634,876.0,1,0
292,684,634,879.0,1,0
293,681,633,882.0,1,0
294,678,632,885.0,1,0
295,676,631,888.0,1,0
296,673,630,891.0,1,0
297,671,628,894.0,1,0
298,668,626,897.0,1,0
299,665,626,900.0,1,0
