时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
235,随机搜索,随机搜索,0.0000,0.0000,528,298,否,否,708.00,897,455
236,随机搜索,随机搜索,0.0000,0.0000,531,298,否,否,711.00,897,455
237,随机搜索,随机搜索,0.0000,0.0000,534,297,否,否,714.00,897,455
238,随机搜索,随机搜索,0.0000,0.0000,537,297,否,否,717.00,897,455
239,随机搜索,随机搜索,0.0000,0.0000,540,297,否,否,720.00,897,455
240,随机搜索,随机搜索,0.0000,0.0000,543,297,否,否,723.00,897,455
241,随机搜索,随机搜索,0.0000,0.0000,546,297,否,否,726.00,897,455
242,随机搜索,随机搜索,0.0000,0.0000,549,297,否,否,729.00,897,455
243,随机搜索,随机搜索,0.0000,0.0000,552,297,否,否,732.00,897,455
244,随机搜索,随机搜索,0.0000,0.0000,555,296,否,否,735.00,897,455
245,随机搜索,随机搜索,0.0000,0.0000,558,296,否,否,738.00,897,455
246,随机搜索,随机搜索,0.0000,0.0000,561,296,否,否,741.00,897,455
247,随机搜索,随机搜索,0.0000,0.0000,564,296,否,否,744.00,897,455
248,随机搜索,随机搜索,0.0000,0.0000,567,296,否,否,747.00,897,455
249,随机搜索,随机搜索,0.0000,0.0000,570,296,否,否,750.00,897,455
250,随机搜索,随机搜索,0.0000,0.0000,573,296,否,否,753.00,897,455
251,随机搜索,随机搜索,0.0000,0.0000,576,296,否,否,756.00,897,455
252,随机搜索,随机搜索,0.0000,0.0000,579,295,否,否,759.00,897,455
253,随机搜索,随机搜索,0.0000,0.0000,582,295,否,否,762.00,897,455
254,随机搜索,随机搜索,0.0000,0.0000,585,295,否,否,765.00,897,455
255,随机搜索,随机搜索,0.0000,0.0000,587,297,否,否,768.00,897,455
256,随机搜索,随机搜索,0.0000,0.0000,590,298,否,否,771.00,897,455
257,随机搜索,随机搜索,0.0000,0.0000,593,300,否,否,774.00,897,455
258,随机搜索,随机搜索,0.0000,0.0000,595,301,否,否,777.00,897,455
259,随机搜索,随机搜索,0.0000,0.0000,598,303,否,否,780.00,897,455
260,随机搜索,随机搜索,0.0000,0.0000,600,304,否,否,783.00,897,455
261,随机搜索,随机搜索,0.0000,0.0000,603,306,否,否,786.00,897,455
262,随机搜索,随机搜索,0.0000,0.0000,605,307,否,否,789.00,897,455
263,随机搜索,随机搜索,0.0000,0.0000,608,309,否,否,792.00,897,455
264,随机搜索,随机搜索,0.0000,0.0000,611,310,否,否,795.00,897,455
265,随机搜索,随机搜索,0.0000,0.0000,613,312,否,否,798.00,897,455
266,随机搜索,随机搜索,0.0000,0.0000,616,313,否,否,801.00,897,455
267,随机搜索,随机搜索,0.0000,0.0000,618,315,否,否,804.00,897,455
268,随机搜索,随机搜索,0.0000,0.0000,621,316,否,否,807.00,897,455
269,随机搜索,随机搜索,0.0000,0.0000,624,318,否,否,810.00,897,455
270,随机搜索,随机搜索,0.0000,0.0000,626,319,否,否,813.00,897,455
271,随机搜索,随机搜索,0.0000,0.0000,629,321,否,否,816.00,897,455
272,随机搜索,随机搜索,0.0000,0.0000,631,322,否,否,819.00,897,455
273,随机搜索,随机搜索,0.0000,0.0000,634,324,否,否,822.00,897,455
274,随机搜索,随机搜索,0.0000,0.0000,637,324,否,否,825.00,897,455
275,随机搜索,随机搜索,0.0000,0.0000,640,325,否,否,828.00,897,455
276,随机搜索,随机搜索,0.0000,0.0000,643,325,否,否,831.00,897,455
277,随机搜索,随机搜索,0.0000,0.0000,646,325,否,否,834.00,897,455
278,随机搜索,随机搜索,0.0000,0.0000,649,326,否,否,837.00,897,455
279,随机搜索,随机搜索,0.0000,0.0000,652,326,否,否,840.00,897,455
280,随机搜索,随机搜索,0.0000,0.0000,655,326,否,否,843.00,897,455
281,随机搜索,随机搜索,0.0000,0.0000,658,327,否,否,846.00,897,455
282,随机搜索,随机搜索,0.0000,0.0000,661,327,否,否,849.00,897,455
283,随机搜索,随机搜索,0.0000,0.0000,664,327,否,否,852.00,897,455
284,随机搜索,随机搜索,0.0000,0.0000,667,328,否,否,855.00,897,455
285,随机搜索,随机搜索,0.0000,0.0000,670,328,否,否,858.00,897,455
286,随机搜索,随机搜索,0.0000,0.0000,673,328,否,否,861.00,897,455
287,随机搜索,随机搜索,0.0000,0.0000,676,329,否,否,864.00,897,455
288,随机搜索,随机搜索,0.0000,0.0000,679,329,否,否,867.00,897,455
289,随机搜索,随机搜索,0.0000,0.0000,682,330,否,否,870.00,897,455
290,随机搜索,随机搜索,0.0000,0.0000,685,330,否,否,873.00,897,455
291,随机搜索,随机搜索,0.0000,0.0000,688,330,否,否,876.00,897,455
292,随机搜索,随机搜索,0.0000,0.0000,691,331,否,否,879.00,897,455
293,随机搜索,随机搜索,0.0000,0.0000,694,331,否,否,882.00,897,455
294,随机搜索,随机搜索,0.0000,0.0000,697,331,否,否,885.00,897,455
295,随机搜索,随机搜索,0.0000,0.0000,699,332,否,否,888.00,897,455
296,随机搜索,随机搜索,0.0000,0.0000,702,332,否,否,891.00,897,455
297,随机搜索,随机搜索,0.0000,0.0000,705,334,否,否,894.00,897,455
298,随机搜索,随机搜索,0.0000,0.0000,707,336,否,否,897.00,897,455
299,随机搜索,随机搜索,0.0000,0.0000,710,338,否,否,900.00,897,455
300,随机搜索,随机搜索,0.0000,0.0000,712,339,否,否,903.00,897,455
301,随机搜索,随机搜索,0.0000,0.0000,715,340,否,否,906.00,897,455
302,随机搜索,随机搜索,0.0000,0.0000,718,341,否,否,909.00,897,455
303,随机搜索,随机搜索,0.0000,0.0000,721,342,否,否,912.00,897,455
304,随机搜索,随机搜索,0.0000,0.0000,723,343,否,否,915.00,897,455
305,随机搜索,随机搜索,0.0000,0.0000,726,344,否,否,918.00,897,455
306,随机搜索,随机搜索,0.0000,0.0000,729,346,否,否,921.00,897,455
307,随机搜索,随机搜索,0.0000,0.0000,732,347,否,否,924.00,897,455
308,随机搜索,随机搜索,0.0000,0.0000,734,348,否,否,927.00,897,455
309,随机搜索,随机搜索,0.0000,0.0000,737,349,否,否,930.00,897,455
310,随机搜索,随机搜索,0.0000,0.0000,740,350,否,否,933.00,897,455
311,随机搜索,随机搜索,0.0000,0.0000,743,351,否,否,936.00,897,455
312,随机搜索,随机搜索,0.0000,0.0000,746,352,否,否,939.00,897,455
313,随机搜索,随机搜索,0.0000,0.0000,748,354,否,否,942.00,897,455
314,随机搜索,随机搜索,0.0000,0.0000,751,355,否,否,945.00,897,455
315,随机搜索,随机搜索,0.0000,0.0000,754,356,否,否,948.00,897,455
316,随机搜索,随机搜索,0.0000,0.0000,757,357,否,否,951.00,897,455
317,随机搜索,随机搜索,0.0000,0.0000,759,358,否,否,954.00,897,455
318,随机搜索,随机搜索,0.0000,0.0000,762,359,否,否,957.00,897,455
319,随机搜索,随机搜索,0.0000,0.0000,765,360,否,否,960.00,897,455
320,随机搜索,随机搜索,0.0000,0.0000,768,362,否,否,963.00,897,455
321,随机搜索,随机搜索,0.0000,0.0000,771,363,否,否,966.00,897,455
322,随机搜索,随机搜索,0.0000,0.0000,773,364,否,否,969.00,897,455
323,随机搜索,随机搜索,0.0000,0.0000,776,365,否,否,972.00,897,455
324,随机搜索,随机搜索,0.0000,0.0000,779,366,否,否,975.00,897,455
325,随机搜索,随机搜索,0.0000,0.0000,782,367,否,否,978.00,897,455
326,随机搜索,随机搜索,0.0000,0.0000,784,368,否,否,981.00,897,455
327,随机搜索,随机搜索,0.0000,0.0000,787,370,否,否,984.00,897,455
328,随机搜索,随机搜索,0.0000,0.0000,790,371,否,否,987.00,897,455
329,随机搜索,随机搜索,0.0000,0.0000,793,372,否,否,990.00,897,455
330,随机搜索,随机搜索,0.0000,0.0000,796,373,否,否,993.00,897,455
331,随机搜索,随机搜索,0.0000,0.0000,798,374,否,否,996.00,897,455
332,随机搜索,随机搜索,0.0000,0.0000,801,375,否,否,999.00,897,455
333,随机搜索,随机搜索,0.0000,0.0000,804,376,否,否,1002.00,897,455
334,随机搜索,随机搜索,0.0000,0.0000,807,378,否,否,1005.00,897,455
335,随机搜索,随机搜索,0.0000,0.0000,809,379,否,否,1008.00,897,455
336,随机搜索,随机搜索,0.0000,0.0000,812,380,否,否,1011.00,897,455
337,随机搜索,随机搜索,0.0000,0.0000,815,381,否,否,1014.00,897,455
338,随机搜索,随机搜索,0.0000,0.0000,818,382,否,否,1017.00,897,455
339,随机搜索,随机搜索,0.0000,0.0000,820,383,否,否,1020.00,897,455
340,随机搜索,随机搜索,0.0000,0.0000,823,384,否,否,1023.00,897,455
341,随机搜索,随机搜索,0.0000,0.0000,826,386,否,否,1026.00,897,455
342,随机搜索,随机搜索,0.0000,0.0000,829,387,否,否,1029.00,897,455
343,随机搜索,随机搜索,0.0000,0.0000,832,388,否,否,1032.00,897,455
344,随机搜索,随机搜索,0.0000,0.0000,834,389,否,否,1035.00,897,455
345,随机搜索,随机搜索,0.0000,0.0000,837,390,否,否,1038.00,897,455
