时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,893,10,3.0,0,0
1,896,10,6.0,0,0
2,899,10,9.0,0,0
3,902,10,12.0,0,0
4,905,10,15.0,0,0
5,908,10,18.0,0,0
6,911,10,21.0,0,0
7,914,10,24.0,0,0
8,917,10,27.0,0,0
9,920,10,30.0,0,0
10,923,10,33.0,0,0
11,926,10,36.0,0,0
12,929,10,39.0,0,0
13,932,10,42.0,0,0
14,935,10,45.0,0,0
15,938,10,48.0,0,0
16,941,10,51.0,0,0
17,944,10,54.0,0,0
18,947,10,57.0,0,0
19,950,10,60.0,0,0
20,953,10,63.0,0,0
21,956,10,66.0,0,0
22,959,10,69.0,0,0
23,962,10,72.0,0,0
24,965,10,75.0,0,0
25,968,10,78.0,0,0
26,971,10,81.0,0,0
27,974,10,84.0,0,0
28,974,13,87.0,0,0
29,974,16,90.0,0,0
30,974,19,93.0,0,0
31,974,22,96.0,0,0
32,974,25,99.0,0,0
33,974,28,102.0,0,0
34,974,31,105.0,0,0
35,974,34,108.0,0,0
36,971,34,111.0,0,0
37,968,34,114.0,0,0
38,965,34,117.0,0,0
39,962,34,120.0,0,0
40,959,34,123.0,0,0
41,956,34,126.0,0,0
42,953,34,129.0,0,0
43,950,34,132.0,0,0
44,947,34,135.0,0,0
45,944,34,138.0,0,0
46,941,34,141.0,0,0
47,938,34,144.0,0,0
48,935,34,147.0,0,0
49,932,34,150.0,0,0
50,929,34,153.0,0,0
51,926,34,156.0,0,0
52,923,34,159.0,0,0
53,920,34,162.0,0,0
54,917,34,165.0,0,0
55,914,34,168.0,0,0
56,911,34,171.0,0,0
57,908,34,174.0,0,0
58,905,34,177.0,0,0
59,902,34,180.0,0,0
60,899,34,183.0,0,0
61,896,34,186.0,0,0
62,893,34,189.0,0,0
63,890,34,192.0,0,0
64,887,34,195.0,0,0
65,884,34,198.0,0,0
66,881,34,201.0,0,0
67,878,34,204.0,0,0
68,875,34,207.0,0,0
69,872,34,210.0,0,0
70,869,34,213.0,0,0
71,866,34,216.0,0,0
72,863,34,219.0,0,0
73,860,34,222.0,0,0
74,857,34,225.0,0,0
75,854,34,228.0,0,0
76,851,34,231.0,0,0
77,848,34,234.0,0,0
78,845,34,237.0,0,0
79,842,34,240.0,0,0
80,839,34,243.0,0,0
81,836,34,246.0,0,0
82,833,34,249.0,0,0
