时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
78,模板匹配引导搜索,巡航模式,0.1880,0.1875,78,283,否,否,237.00,261,569
79,模板匹配引导搜索,巡航模式,0.1880,0.1877,81,283,否,否,240.00,261,569
80,模板匹配引导搜索,巡航模式,0.1880,0.1879,84,283,否,否,243.00,261,569
81,模板匹配引导搜索,巡航模式,0.1880,0.1879,87,283,否,否,246.00,261,569
82,模板匹配引导搜索,巡航模式,0.1880,0.1880,90,283,否,否,249.00,261,569
83,模板匹配引导搜索,巡航模式,0.1880,0.1880,93,283,否,否,252.00,261,569
84,模板匹配引导搜索,巡航模式,0.1880,0.1880,96,283,否,否,255.00,261,569
85,模板匹配引导搜索,巡航模式,0.1880,0.1880,99,283,否,否,258.00,261,569
86,模板匹配引导搜索,巡航模式,0.1880,0.1880,102,283,否,否,261.00,261,569
87,模板匹配引导搜索,巡航模式,0.1880,0.1880,105,283,否,否,264.00,261,569
88,模板匹配引导搜索,巡航模式,0.1880,0.1880,108,283,否,否,267.00,261,569
89,模板匹配引导搜索,巡航模式,0.1880,0.1880,111,284,否,否,270.00,261,569
90,模板匹配引导搜索,巡航模式,0.1880,0.1880,114,284,否,否,273.00,261,569
91,模板匹配引导搜索,巡航模式,0.1880,0.1880,117,284,否,否,276.00,261,569
92,模板匹配引导搜索,巡航模式,0.1880,0.1880,120,284,否,否,279.00,261,569
93,模板匹配引导搜索,巡航模式,0.1880,0.1880,123,284,否,否,282.00,261,569
94,模板匹配引导搜索,巡航模式,0.1880,0.1880,126,284,否,否,285.00,261,569
95,模板匹配引导搜索,巡航模式,0.1880,0.1880,129,284,否,否,288.00,261,569
96,模板匹配引导搜索,巡航模式,0.1880,0.1880,132,284,否,否,291.00,261,569
97,模板匹配引导搜索,巡航模式,0.1880,0.1880,135,284,否,否,294.00,261,569
98,模板匹配引导搜索,巡航模式,0.1880,0.1880,138,284,否,否,297.00,261,569
99,模板匹配引导搜索,巡航模式,0.1880,0.1880,141,284,否,否,300.00,261,569
100,模板匹配引导搜索,巡航模式,0.1880,0.1880,144,284,否,否,303.00,261,569
101,模板匹配引导搜索,巡航模式,0.1880,0.1880,147,284,否,否,306.00,261,569
102,模板匹配引导搜索,巡航模式,0.1880,0.1880,150,284,否,否,309.00,261,569
103,模板匹配引导搜索,巡航模式,0.1880,0.1880,153,284,否,否,312.00,261,569
104,模板匹配引导搜索,巡航模式,0.1880,0.1880,156,284,否,否,315.00,261,569
105,模板匹配引导搜索,巡航模式,0.1880,0.1880,159,284,否,否,318.00,261,569
106,模板匹配引导搜索,巡航模式,0.1880,0.1880,162,284,否,否,321.00,261,569
107,模板匹配引导搜索,巡航模式,0.1880,0.1880,165,284,否,否,324.00,261,569
108,模板匹配引导搜索,巡航模式,0.1880,0.1880,168,284,否,否,327.00,261,569
109,模板匹配引导搜索,巡航模式,0.1880,0.1880,171,284,否,否,330.00,261,569
110,模板匹配引导搜索,巡航模式,0.1880,0.1880,174,284,否,否,333.00,261,569
111,模板匹配引导搜索,巡航模式,0.1880,0.1880,177,284,否,否,336.00,261,569
112,模板匹配引导搜索,巡航模式,0.1880,0.1880,180,284,否,否,339.00,261,569
113,模板匹配引导搜索,巡航模式,0.1880,0.1880,183,284,否,否,342.00,261,569
114,模板匹配引导搜索,巡航模式,0.1880,0.1880,186,284,否,否,345.00,261,569
115,模板匹配引导搜索,巡航模式,0.1880,0.1880,189,284,否,否,348.00,261,569
116,模板匹配引导搜索,巡航模式,0.1880,0.1880,192,284,否,否,351.00,261,569
117,模板匹配引导搜索,巡航模式,0.1880,0.1880,195,284,否,否,354.00,261,569
118,模板匹配引导搜索,巡航模式,0.1880,0.1880,198,284,否,否,357.00,261,569
119,模板匹配引导搜索,巡航模式,0.1880,0.1880,201,284,否,否,360.00,261,569
120,模板匹配引导搜索,巡航模式,0.1880,0.1880,204,284,否,否,363.00,261,569
121,模板匹配引导搜索,巡航模式,0.1880,0.1880,207,284,否,否,366.00,261,569
122,模板匹配引导搜索,巡航模式,0.1880,0.1880,210,284,否,否,369.00,261,569
123,模板匹配引导搜索,巡航模式,0.1880,0.1880,213,284,否,否,372.00,261,569
124,模板匹配引导搜索,巡航模式,0.1880,0.1880,216,284,否,否,375.00,261,569
125,模板匹配引导搜索,巡航模式,0.1880,0.1880,219,284,否,否,378.00,261,569
126,模板匹配引导搜索,巡航模式,0.1880,0.1880,222,284,否,否,381.00,261,569
127,模板匹配引导搜索,巡航模式,0.1880,0.1880,225,284,否,否,384.00,261,569
128,模板匹配引导搜索,巡航模式,0.1880,0.1880,228,284,否,否,387.00,261,569
129,模板匹配引导搜索,巡航模式,0.1880,0.1880,231,284,否,否,390.00,261,569
130,模板匹配引导搜索,巡航模式,0.1880,0.1880,234,284,否,否,393.00,261,569
131,模板匹配引导搜索,巡航模式,0.1880,0.1880,237,284,否,否,396.00,261,569
132,模板匹配引导搜索,巡航模式,0.1880,0.1880,240,284,否,否,399.00,261,569
133,模板匹配引导搜索,巡航模式,0.1880,0.1880,243,284,否,否,402.00,261,569
134,模板匹配引导搜索,巡航模式,0.1880,0.1880,246,284,否,否,405.00,261,569
135,模板匹配引导搜索,巡航模式,0.1880,0.1880,249,284,否,否,408.00,261,569
136,模板匹配引导搜索,巡航模式,0.1650,0.1788,252,284,否,否,411.00,261,569
137,模板匹配引导搜索,巡航模式,0.1456,0.1655,255,284,否,否,414.00,261,569
138,模板匹配引导搜索,巡航模式,0.1487,0.1588,258,284,否,否,417.00,261,569
139,模板匹配引导搜索,巡航模式,0.1487,0.1548,261,284,否,否,420.00,261,569
140,模板匹配引导搜索,巡航模式,0.1487,0.1523,264,284,否,否,423.00,261,569
141,模板匹配引导搜索,巡航模式,0.1487,0.1509,267,284,否,否,426.00,261,569
142,模板匹配引导搜索,巡航模式,0.1487,0.1500,270,284,否,否,429.00,261,569
143,模板匹配引导搜索,巡航模式,0.1487,0.1495,273,284,否,否,432.00,261,569
144,模板匹配引导搜索,巡航模式,0.1487,0.1492,276,284,否,否,435.00,261,569
145,模板匹配引导搜索,巡航模式,0.1487,0.1490,279,284,否,否,438.00,261,569
146,模板匹配引导搜索,巡航模式,0.1487,0.1489,282,284,否,否,441.00,261,569
147,模板匹配引导搜索,巡航模式,0.1487,0.1488,285,285,否,否,444.00,261,569
148,模板匹配引导搜索,巡航模式,0.1487,0.1488,288,285,否,否,447.00,261,569
149,模板匹配引导搜索,巡航模式,0.1487,0.1487,291,285,否,否,450.00,261,569
150,模板匹配引导搜索,巡航模式,0.1487,0.1487,294,285,否,否,453.00,261,569
151,模板匹配引导搜索,巡航模式,0.1487,0.1487,297,285,否,否,456.00,261,569
152,模板匹配引导搜索,巡航模式,0.1487,0.1487,300,285,否,否,459.00,261,569
153,模板匹配引导搜索,巡航模式,0.1487,0.1487,303,285,否,否,462.00,261,569
154,模板匹配引导搜索,巡航模式,0.1487,0.1487,306,285,否,否,465.00,261,569
155,模板匹配引导搜索,巡航模式,0.1487,0.1487,309,285,否,否,468.00,261,569
156,模板匹配引导搜索,巡航模式,0.1487,0.1487,312,285,否,否,471.00,261,569
157,模板匹配引导搜索,巡航模式,0.1487,0.1487,315,285,否,否,474.00,261,569
158,模板匹配引导搜索,巡航模式,0.1487,0.1487,318,285,否,否,477.00,261,569
159,模板匹配引导搜索,巡航模式,0.1487,0.1487,321,285,否,否,480.00,261,569
160,模板匹配引导搜索,巡航模式,0.1487,0.1487,324,285,否,否,483.00,261,569
161,模板匹配引导搜索,巡航模式,0.1487,0.1487,327,285,否,否,486.00,261,569
162,模板匹配引导搜索,巡航模式,0.1487,0.1487,330,285,否,否,489.00,261,569
163,模板匹配引导搜索,巡航模式,0.1487,0.1487,333,285,否,否,492.00,261,569
164,模板匹配引导搜索,巡航模式,0.1487,0.1487,336,285,否,否,495.00,261,569
165,模板匹配引导搜索,巡航模式,0.1487,0.1487,339,285,否,否,498.00,261,569
166,模板匹配引导搜索,巡航模式,0.1487,0.1487,342,285,否,否,501.00,261,569
167,模板匹配引导搜索,巡航模式,0.1487,0.1487,345,285,否,否,504.00,261,569
168,模板匹配引导搜索,巡航模式,0.1487,0.1487,348,285,否,否,507.00,261,569
169,模板匹配引导搜索,巡航模式,0.1487,0.1487,351,285,否,否,510.00,261,569
170,模板匹配引导搜索,巡航模式,0.1487,0.1487,354,285,否,否,513.00,261,569
171,模板匹配引导搜索,巡航模式,0.1487,0.1487,357,285,否,否,516.00,261,569
172,模板匹配引导搜索,巡航模式,0.1487,0.1487,360,285,否,否,519.00,261,569
173,模板匹配引导搜索,巡航模式,0.1487,0.1487,363,285,否,否,522.00,261,569
174,模板匹配引导搜索,巡航模式,0.1487,0.1487,366,285,否,否,525.00,261,569
175,模板匹配引导搜索,巡航模式,0.1487,0.1487,369,285,否,否,528.00,261,569
176,模板匹配引导搜索,巡航模式,0.1487,0.1487,372,285,否,否,531.00,261,569
177,模板匹配引导搜索,巡航模式,0.1487,0.1487,375,285,否,否,534.00,261,569
178,模板匹配引导搜索,巡航模式,0.1487,0.1487,378,285,否,否,537.00,261,569
179,模板匹配引导搜索,巡航模式,0.1487,0.1487,381,285,否,否,540.00,261,569
180,模板匹配引导搜索,巡航模式,0.1487,0.1487,384,285,否,否,543.00,261,569
181,模板匹配引导搜索,巡航模式,0.1487,0.1487,387,285,否,否,546.00,261,569
182,模板匹配引导搜索,巡航模式,0.1487,0.1487,390,285,否,否,549.00,261,569
183,模板匹配引导搜索,巡航模式,0.1487,0.1487,393,285,否,否,552.00,261,569
184,模板匹配引导搜索,巡航模式,0.1487,0.1487,396,285,否,否,555.00,261,569
185,模板匹配引导搜索,巡航模式,0.1487,0.1487,399,285,否,否,558.00,261,569
186,模板匹配引导搜索,巡航模式,0.1487,0.1487,402,285,否,否,561.00,261,569
187,模板匹配引导搜索,巡航模式,0.1487,0.1487,405,285,否,否,564.00,261,569
188,模板匹配引导搜索,巡航模式,0.1487,0.1487,408,285,否,否,567.00,261,569
189,模板匹配引导搜索,巡航模式,0.1487,0.1487,411,285,否,否,570.00,261,569
190,模板匹配引导搜索,巡航模式,0.1487,0.1487,414,285,否,否,573.00,261,569
191,模板匹配引导搜索,巡航模式,0.1434,0.1466,417,285,否,否,576.00,261,569
192,模板匹配引导搜索,巡航模式,0.1404,0.1441,420,285,否,否,579.00,261,569
193,模板匹配引导搜索,巡航模式,0.1404,0.1426,423,285,否,否,582.00,261,569
194,模板匹配引导搜索,巡航模式,0.1404,0.1417,426,285,否,否,585.00,261,569
195,模板匹配引导搜索,巡航模式,0.1404,0.1412,429,285,否,否,588.00,261,569
196,模板匹配引导搜索,巡航模式,0.1404,0.1408,432,285,否,否,591.00,261,569
197,模板匹配引导搜索,巡航模式,0.1404,0.1406,435,285,否,否,594.00,261,569
198,模板匹配引导搜索,巡航模式,0.1404,0.1405,438,285,否,否,597.00,261,569
199,模板匹配引导搜索,巡航模式,0.1403,0.1405,441,285,否,否,600.00,261,569
200,模板匹配引导搜索,巡航模式,0.1404,0.1404,444,285,否,否,603.00,261,569
201,模板匹配引导搜索,巡航模式,0.1404,0.1404,447,285,否,否,606.00,261,569
202,模板匹配引导搜索,巡航模式,0.1404,0.1404,450,285,否,否,609.00,261,569
203,模板匹配引导搜索,巡航模式,0.1404,0.1404,453,285,否,否,612.00,261,569
204,模板匹配引导搜索,巡航模式,0.1403,0.1404,456,285,否,否,615.00,261,569
205,模板匹配引导搜索,巡航模式,0.1404,0.1404,459,286,否,否,618.00,261,569
206,模板匹配引导搜索,巡航模式,0.1403,0.1404,462,286,否,否,621.00,261,569
207,模板匹配引导搜索,巡航模式,0.1403,0.1404,465,286,否,否,624.00,261,569
208,模板匹配引导搜索,巡航模式,0.1403,0.1404,468,286,否,否,627.00,261,569
209,模板匹配引导搜索,巡航模式,0.1404,0.1404,471,286,否,否,630.00,261,569
210,模板匹配引导搜索,巡航模式,0.1403,0.1404,474,286,否,否,633.00,261,569
211,模板匹配引导搜索,巡航模式,0.1404,0.1404,477,286,否,否,636.00,261,569
212,模板匹配引导搜索,巡航模式,0.1255,0.1344,480,286,否,否,639.00,261,569
213,模板匹配引导搜索,巡航模式,0.1255,0.1308,483,286,否,否,642.00,261,569
214,模板匹配引导搜索,巡航模式,0.1255,0.1287,486,286,否,否,645.00,261,569
215,模板匹配引导搜索,巡航模式,0.1255,0.1274,489,286,否,否,648.00,261,569
216,模板匹配引导搜索,巡航模式,0.1255,0.1266,492,286,否,否,651.00,261,569
217,模板匹配引导搜索,巡航模式,0.1255,0.1262,495,286,否,否,654.00,261,569
218,模板匹配引导搜索,巡航模式,0.1255,0.1259,498,286,否,否,657.00,261,569
219,模板匹配引导搜索,巡航模式,0.1255,0.1257,501,286,否,否,660.00,261,569
220,模板匹配引导搜索,巡航模式,0.1255,0.1256,504,286,否,否,663.00,261,569
221,模板匹配引导搜索,巡航模式,0.1255,0.1256,507,286,否,否,666.00,261,569
222,模板匹配引导搜索,巡航模式,0.1255,0.1255,510,286,否,否,669.00,261,569
223,模板匹配引导搜索,巡航模式,0.1255,0.1255,513,286,否,否,672.00,261,569
224,模板匹配引导搜索,巡航模式,0.1255,0.1255,516,286,否,否,675.00,261,569
225,模板匹配引导搜索,巡航模式,0.1255,0.1255,519,286,否,否,678.00,261,569
226,模板匹配引导搜索,巡航模式,0.1255,0.1255,522,286,否,否,681.00,261,569
227,模板匹配引导搜索,巡航模式,0.1255,0.1255,525,286,否,否,684.00,261,569
228,模板匹配引导搜索,巡航模式,0.1255,0.1255,528,286,否,否,687.00,261,569
229,模板匹配引导搜索,巡航模式,0.1255,0.1255,531,286,否,否,690.00,261,569
230,模板匹配引导搜索,巡航模式,0.1364,0.1299,534,286,否,否,693.00,261,569
231,模板匹配引导搜索,巡航模式,0.1563,0.1404,537,286,否,否,696.00,261,569
232,模板匹配引导搜索,巡航模式,0.1795,0.1561,540,286,否,否,699.00,261,569
233,模板匹配引导搜索,巡航模式,0.1789,0.1652,543,286,否,否,702.00,261,569
234,模板匹配引导搜索,巡航模式,0.1789,0.1707,546,286,否,否,705.00,261,569
235,模板匹配引导搜索,巡航模式,0.1789,0.1740,549,286,否,否,708.00,261,569
236,模板匹配引导搜索,巡航模式,0.1789,0.1760,552,286,否,否,711.00,261,569
237,模板匹配引导搜索,巡航模式,0.1789,0.1772,555,286,否,否,714.00,261,569
238,模板匹配引导搜索,巡航模式,0.1946,0.1841,558,286,否,否,717.00,261,569
239,模板匹配引导搜索,巡航模式,0.1971,0.1893,561,286,否,否,720.00,261,569
240,模板匹配引导搜索,巡航模式,0.1971,0.1925,564,286,否,否,723.00,261,569
241,模板匹配引导搜索,巡航模式,0.1971,0.1943,567,286,否,否,726.00,261,569
242,模板匹配引导搜索,巡航模式,0.1971,0.1954,570,286,否,否,729.00,261,569
243,模板匹配引导搜索,巡航模式,0.1971,0.1961,573,286,否,否,732.00,261,569
244,模板匹配引导搜索,巡航模式,0.1971,0.1965,576,286,否,否,735.00,261,569
245,模板匹配引导搜索,巡航模式,0.1971,0.1968,579,286,否,否,738.00,261,569
246,模板匹配引导搜索,巡航模式,0.1971,0.1969,582,286,否,否,741.00,261,569
247,模板匹配引导搜索,巡航模式,0.1971,0.1970,585,286,否,否,744.00,261,569
248,模板匹配引导搜索,巡航模式,0.1999,0.1981,588,286,否,否,747.00,261,569
249,模板匹配引导搜索,巡航模式,0.1999,0.1988,591,286,否,否,750.00,261,569
250,模板匹配引导搜索,巡航模式,0.1999,0.1993,594,286,否,否,753.00,261,569
251,模板匹配引导搜索,巡航模式,0.1999,0.1995,597,286,否,否,756.00,261,569
252,模板匹配引导搜索,巡航模式,0.1999,0.1997,600,286,否,否,759.00,261,569
253,模板匹配引导搜索,巡航模式,0.1999,0.1997,603,286,否,否,762.00,261,569
254,模板匹配引导搜索,巡航模式,0.1999,0.1998,606,286,否,否,765.00,261,569
255,模板匹配引导搜索,巡航模式,0.1999,0.1998,609,286,否,否,768.00,261,569
256,模板匹配引导搜索,巡航模式,0.1999,0.1998,612,286,否,否,771.00,261,569
257,模板匹配引导搜索,巡航模式,0.1999,0.1999,615,286,否,否,774.00,261,569
258,模板匹配引导搜索,巡航模式,0.1999,0.1999,618,286,否,否,777.00,261,569
259,模板匹配引导搜索,巡航模式,0.1999,0.1999,621,286,否,否,780.00,261,569
260,模板匹配引导搜索,巡航模式,0.1999,0.1999,624,286,否,否,783.00,261,569
261,模板匹配引导搜索,巡航模式,0.1999,0.1999,627,286,否,否,786.00,261,569
262,模板匹配引导搜索,巡航模式,0.1999,0.1999,630,287,否,否,789.00,261,569
263,模板匹配引导搜索,巡航模式,0.1999,0.1999,633,287,否,否,792.00,261,569
264,模板匹配引导搜索,巡航模式,0.1999,0.1999,636,287,否,否,795.00,261,569
265,模板匹配引导搜索,巡航模式,0.1999,0.1999,639,287,否,否,798.00,261,569
266,模板匹配引导搜索,巡航模式,0.1999,0.1999,642,287,否,否,801.00,261,569
267,模板匹配引导搜索,巡航模式,0.1999,0.1999,645,287,否,否,804.00,261,569
268,模板匹配引导搜索,巡航模式,0.1999,0.1999,648,287,否,否,807.00,261,569
269,模板匹配引导搜索,巡航模式,0.1999,0.1999,651,287,否,否,810.00,261,569
270,模板匹配引导搜索,巡航模式,0.1999,0.1999,654,287,否,否,813.00,261,569
271,模板匹配引导搜索,巡航模式,0.1999,0.1999,657,287,否,否,816.00,261,569
272,模板匹配引导搜索,巡航模式,0.1999,0.1999,660,287,否,否,819.00,261,569
273,模板匹配引导搜索,巡航模式,0.1999,0.1999,663,287,否,否,822.00,261,569
274,模板匹配引导搜索,巡航模式,0.1999,0.1999,666,287,否,否,825.00,261,569
275,模板匹配引导搜索,巡航模式,0.1999,0.1999,669,287,否,否,828.00,261,569
276,模板匹配引导搜索,巡航模式,0.1999,0.1999,672,287,否,否,831.00,261,569
277,模板匹配引导搜索,巡航模式,0.1999,0.1999,675,287,否,否,834.00,261,569
278,模板匹配引导搜索,巡航模式,0.1999,0.1999,678,287,否,否,837.00,261,569
279,模板匹配引导搜索,巡航模式,0.1999,0.1999,681,287,否,否,840.00,261,569
280,模板匹配引导搜索,巡航模式,0.1999,0.1999,684,287,否,否,843.00,261,569
281,模板匹配引导搜索,巡航模式,0.1999,0.1999,687,287,否,否,846.00,261,569
282,模板匹配引导搜索,巡航模式,0.1999,0.1999,690,287,否,否,849.00,261,569
283,模板匹配引导搜索,巡航模式,0.1999,0.1999,693,287,否,否,852.00,261,569
284,模板匹配引导搜索,巡航模式,0.1999,0.1999,696,287,否,否,855.00,261,569
285,模板匹配引导搜索,巡航模式,0.1999,0.1999,699,287,否,否,858.00,261,569
286,模板匹配引导搜索,巡航模式,0.1999,0.1999,702,287,否,否,861.00,261,569
287,模板匹配引导搜索,巡航模式,0.1999,0.1999,705,287,否,否,864.00,261,569
288,模板匹配引导搜索,巡航模式,0.1999,0.1999,708,287,否,否,867.00,261,569
289,模板匹配引导搜索,巡航模式,0.1999,0.1999,711,287,否,否,870.00,261,569
290,模板匹配引导搜索,巡航模式,0.1999,0.1999,714,287,否,否,873.00,261,569
291,模板匹配引导搜索,巡航模式,0.1999,0.1999,717,287,否,否,876.00,261,569
292,模板匹配引导搜索,巡航模式,0.1999,0.1999,720,287,否,否,879.00,261,569
293,模板匹配引导搜索,巡航模式,0.1999,0.1999,723,287,否,否,882.00,261,569
294,模板匹配引导搜索,巡航模式,0.1999,0.1999,726,287,否,否,885.00,261,569
295,模板匹配引导搜索,巡航模式,0.1999,0.1999,729,287,否,否,888.00,261,569
296,模板匹配引导搜索,巡航模式,0.1999,0.1999,732,287,否,否,891.00,261,569
297,模板匹配引导搜索,巡航模式,0.1999,0.1999,735,287,否,否,894.00,261,569
298,模板匹配引导搜索,巡航模式,0.1999,0.1999,738,287,否,否,897.00,261,569
299,模板匹配引导搜索,巡航模式,0.1999,0.1999,741,287,否,否,900.00,261,569
300,模板匹配引导搜索,巡航模式,0.1999,0.1999,744,287,否,否,903.00,261,569
301,模板匹配引导搜索,巡航模式,0.1999,0.1999,747,287,否,否,906.00,261,569
302,模板匹配引导搜索,巡航模式,0.1999,0.1999,750,287,否,否,909.00,261,569
303,模板匹配引导搜索,巡航模式,0.1999,0.1999,753,287,否,否,912.00,261,569
304,模板匹配引导搜索,巡航模式,0.1999,0.1999,756,287,否,否,915.00,261,569
305,模板匹配引导搜索,巡航模式,0.1999,0.1999,759,287,否,否,918.00,261,569
306,模板匹配引导搜索,巡航模式,0.1999,0.1999,762,287,否,否,921.00,261,569
307,模板匹配引导搜索,巡航模式,0.1999,0.1999,765,287,否,否,924.00,261,569
