时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,102,101,3.0,0,0
1,105,103,6.0,0,0
2,107,104,9.0,0,0
3,110,106,12.0,0,0
4,112,108,15.0,0,0
5,115,109,18.0,0,0
6,117,111,21.0,0,0
7,120,112,24.0,0,0
8,122,114,27.0,0,0
9,125,116,30.0,0,0
10,127,117,33.0,0,0
11,130,119,36.0,0,0
12,132,121,39.0,1,0
13,135,122,42.0,1,0
14,137,124,45.0,1,0
15,140,125,48.0,1,0
16,142,127,51.0,1,0
17,145,129,54.0,1,0
18,147,130,57.0,1,0
19,149,133,60.0,1,0
20,151,135,63.0,1,0
21,152,138,66.0,1,0
22,154,140,69.0,1,0
23,155,143,72.0,1,0
24,157,146,75.0,1,0
25,159,148,78.0,1,0
26,160,151,81.0,1,0
27,162,153,84.0,1,0
28,163,156,87.0,1,0
29,165,158,90.0,1,0
30,167,161,93.0,1,0
31,168,163,96.0,1,0
32,170,166,99.0,1,0
33,171,168,102.0,1,0
34,173,171,105.0,1,0
35,173,174,108.0,1,0
36,173,177,111.0,1,0
37,173,180,114.0,1,0
38,174,183,117.0,1,0
39,174,186,120.0,1,0
40,174,189,123.0,1,0
41,174,192,126.0,1,0
42,174,195,129.0,1,0
43,174,198,132.0,1,0
44,175,201,135.0,1,0
45,175,204,138.0,1,0
46,175,207,141.0,1,0
47,175,210,144.0,1,0
48,175,213,147.0,1,0
49,176,216,150.0,1,0
50,176,219,153.0,1,0
51,176,222,156.0,1,0
52,176,225,159.0,1,0
53,176,228,162.0,1,0
54,176,231,165.0,1,0
55,177,234,168.0,1,0
56,177,237,171.0,1,0
57,177,240,174.0,1,0
58,177,243,177.0,1,0
59,177,246,180.0,1,0
60,177,249,183.0,1,0
61,178,252,186.0,1,0
62,178,255,189.0,1,0
63,179,258,192.0,1,0
64,179,261,195.0,1,0
65,180,264,198.0,1,0
66,180,267,201.0,1,0
67,181,270,204.0,1,0
68,181,273,207.0,1,0
69,182,275,210.0,1,0
70,182,278,213.0,1,0
71,183,281,216.0,1,0
72,183,284,219.0,1,0
73,184,287,222.0,1,0
74,184,290,225.0,1,0
75,185,293,228.0,1,0
76,186,296,231.0,1,0
77,186,299,234.0,1,0
78,187,302,237.0,1,0
79,187,305,240.0,1,0
80,188,308,243.0,1,0
81,188,311,246.0,1,0
82,189,314,249.0,1,0
83,189,317,252.0,1,0
84,190,320,255.0,1,0
85,190,323,258.0,1,0
86,191,326,261.0,1,0
87,191,329,264.0,1,0
88,192,332,267.0,1,0
89,192,335,270.0,1,0
90,193,338,273.0,1,0
91,193,340,276.0,1,0
92,194,343,279.0,1,0
93,194,346,282.0,1,0
94,195,349,285.0,1,0
95,195,352,288.0,1,0
96,196,355,291.0,1,0
97,197,358,294.0,1,0
98,198,361,297.0,1,0
99,200,363,300.0,1,0
100,201,366,303.0,1,0
101,203,368,306.0,1,0
102,204,371,309.0,1,0
103,206,373,312.0,1,0
104,208,376,315.0,1,0
105,209,379,318.0,1,0
106,211,381,321.0,1,0
107,212,384,324.0,1,0
108,214,386,327.0,1,0
109,216,389,330.0,1,0
110,217,391,333.0,1,0
111,219,394,336.0,1,0
112,221,396,339.0,1,0
113,222,399,342.0,1,0
114,224,401,345.0,1,0
115,226,403,348.0,1,0
116,228,406,351.0,1,0
117,229,408,354.0,1,0
118,231,411,357.0,1,0
119,233,413,360.0,1,0
120,235,416,363.0,1,0
121,237,418,366.0,1,0
122,238,420,369.0,1,0
123,240,423,372.0,1,0
124,241,426,375.0,1,0
125,241,429,378.0,1,0
126,242,432,381.0,1,0
127,242,435,384.0,1,0
128,243,438,387.0,1,0
129,243,441,390.0,1,0
130,244,444,393.0,1,0
131,244,447,396.0,1,0
132,245,449,399.0,1,0
133,245,452,402.0,1,0
134,246,455,405.0,1,0
135,246,458,408.0,1,0
136,247,461,411.0,1,0
137,247,464,414.0,1,0
138,248,467,417.0,1,0
139,248,470,420.0,1,0
140,251,472,423.0,1,0
141,253,474,426.0,1,0
142,256,476,429.0,1,0
143,258,477,432.0,1,0
144,260,479,435.0,1,0
145,263,481,438.0,1,0
146,265,483,441.0,1,0
147,268,485,444.0,1,0
148,270,486,447.0,1,0
149,272,488,450.0,1,0
150,275,490,453.0,1,0
151,277,492,456.0,1,0
152,279,494,459.0,1,0
153,282,495,462.0,1,0
154,284,497,465.0,1,0
155,287,499,468.0,1,0
156,289,501,471.0,1,0
157,291,503,474.0,1,0
158,294,504,477.0,1,0
159,296,506,480.0,1,0
160,299,508,483.0,1,0
161,301,510,486.0,1,0
162,303,512,489.0,1,0
163,306,513,492.0,1,0
164,308,515,495.0,1,0
165,311,517,498.0,1,0
166,313,519,501.0,1,0
167,315,521,504.0,1,0
168,318,522,507.0,1,0
169,320,524,510.0,1,0
170,323,526,513.0,1,0
171,325,528,516.0,1,0
172,327,530,519.0,1,0
173,330,531,522.0,1,0
174,332,533,525.0,1,0
175,335,535,528.0,1,0
176,337,537,531.0,1,0
177,339,539,534.0,1,0
178,342,541,537.0,1,0
179,344,542,540.0,1,0
180,345,545,543.0,1,0
181,346,548,546.0,1,0
182,347,551,549.0,1,0
183,348,554,552.0,1,0
184,349,557,555.0,1,0
185,350,559,558.0,1,0
186,351,562,561.0,1,0
187,352,565,564.0,1,0
188,353,568,567.0,1,0
189,354,571,570.0,1,0
190,355,574,573.0,1,0
191,356,576,576.0,1,0
192,355,579,579.0,1,0
193,354,582,582.0,1,0
194,354,585,585.0,1,0
195,353,588,588.0,1,0
196,353,591,591.0,1,0
197,353,594,594.0,1,0
198,353,597,597.0,1,0
199,354,600,600.0,1,0
200,354,603,603.0,1,0
201,354,606,606.0,1,0
202,356,608,609.0,1,0
203,358,610,612.0,1,0
204,360,613,615.0,1,0
205,362,615,618.0,1,0
206,363,618,621.0,1,0
207,363,621,624.0,1,0
208,364,624,627.0,1,0
209,364,627,630.0,1,0
210,365,630,633.0,1,0
211,365,633,636.0,1,0
212,366,636,639.0,1,0
213,366,639,642.0,1,0
214,366,641,645.0,1,0
215,367,644,648.0,1,0
216,367,647,651.0,1,0
217,368,650,654.0,1,0
218,368,653,657.0,1,0
219,369,656,660.0,1,0
220,369,659,663.0,1,0
221,369,662,666.0,1,0
222,368,665,669.0,1,0
223,367,668,672.0,1,0
224,366,670,675.0,1,0
225,364,673,678.0,1,0
226,363,676,681.0,1,0
227,362,679,684.0,1,0
228,361,681,687.0,1,0
229,360,684,690.0,1,0
230,358,687,693.0,1,0
231,357,690,696.0,1,0
232,356,692,699.0,1,0
233,355,695,702.0,1,0
234,353,698,705.0,1,0
235,352,701,708.0,1,0
236,351,703,711.0,1,0
237,350,706,714.0,1,0
238,349,709,717.0,1,0
239,347,712,720.0,1,0
240,346,714,723.0,1,0
241,345,717,726.0,1,0
242,344,720,729.0,1,0
243,342,723,732.0,1,0
244,341,725,735.0,1,0
245,340,728,738.0,1,0
246,340,731,741.0,1,0
247,340,734,744.0,1,0
248,342,736,747.0,1,0
249,344,738,750.0,1,0
250,346,740,753.0,1,0
251,348,743,756.0,1,0
252,350,745,759.0,1,0
253,352,747,762.0,1,0
254,354,749,765.0,1,0
255,357,751,768.0,1,0
256,359,753,771.0,1,0
257,361,756,774.0,1,0
258,363,758,777.0,1,0
259,365,760,780.0,1,0
260,367,762,783.0,1,0
261,369,764,786.0,1,0
262,371,766,789.0,1,0
263,373,769,792.0,1,0
264,375,771,795.0,1,0
265,377,773,798.0,1,0
266,379,775,801.0,1,0
267,381,777,804.0,1,0
268,383,779,807.0,1,0
269,386,782,810.0,1,0
270,388,784,813.0,1,0
271,390,786,816.0,1,0
272,392,788,819.0,1,0
273,394,790,822.0,1,0
274,396,792,825.0,1,0
275,398,795,828.0,1,0
276,400,797,831.0,1,0
277,402,799,834.0,1,0
278,404,797,837.0,1,0
279,406,795,840.0,1,0
280,408,792,843.0,1,0
281,410,790,846.0,1,0
282,413,788,849.0,1,0
283,415,786,852.0,1,0
284,417,784,855.0,1,0
285,419,782,858.0,1,0
286,421,779,861.0,1,0
287,421,777,864.0,1,0
288,422,774,867.0,1,0
289,423,771,870.0,1,0
290,423,768,873.0,1,0
291,424,765,876.0,1,0
292,424,762,879.0,1,0
293,425,759,882.0,1,0
294,426,756,885.0,1,0
295,426,753,888.0,1,0
296,427,750,891.0,1,0
297,427,747,894.0,1,0
298,428,744,897.0,1,0
299,429,741,900.0,1,0
300,429,738,903.0,1,0
301,430,735,906.0,1,0
302,430,732,909.0,1,0
303,431,730,912.0,1,0
304,432,727,915.0,1,0
305,432,724,918.0,1,0
306,433,721,921.0,1,0
307,433,718,924.0,1,0
308,434,715,927.0,1,0
309,434,712,930.0,1,0
310,435,709,933.0,1,0
311,436,706,936.0,1,0
312,436,703,939.0,1,0
313,437,700,942.0,1,0
314,437,697,945.0,1,0
315,438,694,948.0,1,0
316,439,691,951.0,1,0
317,439,688,954.0,1,0
318,440,685,957.0,1,0
319,441,683,960.0,1,0
320,443,680,963.0,1,0
321,444,678,966.0,1,0
322,446,675,969.0,1,0
323,447,672,972.0,1,0
324,449,670,975.0,1,0
325,450,667,978.0,1,0
326,452,665,981.0,1,0
327,453,662,984.0,1,0
328,455,659,987.0,1,0
329,456,657,990.0,1,0
330,458,654,993.0,1,0
331,459,652,996.0,1,0
332,461,649,999.0,1,0
333,462,646,1002.0,1,0
334,464,644,1005.0,1,0
335,465,641,1008.0,1,0
336,467,639,1011.0,1,0
337,468,636,1014.0,1,0
338,470,633,1017.0,1,0
339,471,631,1020.0,1,0
340,473,628,1023.0,1,0
341,474,626,1026.0,1,0
342,476,623,1029.0,1,0
343,477,620,1032.0,1,0
344,479,618,1035.0,1,0
345,480,615,1038.0,1,0
346,482,613,1041.0,1,0
347,483,610,1044.0,1,0
348,485,607,1047.0,1,0
349,486,605,1050.0,1,0
350,488,602,1053.0,1,0
351,489,600,1056.0,1,0
352,491,597,1059.0,1,0
353,492,594,1062.0,1,0
354,494,592,1065.0,1,0
355,495,589,1068.0,1,0
356,497,587,1071.0,1,0
357,498,584,1074.0,1,0
358,500,582,1077.0,1,0
359,501,579,1080.0,1,0
360,503,576,1083.0,1,0
361,504,574,1086.0,1,0
362,506,571,1089.0,1,0
363,507,569,1092.0,1,0
364,509,566,1095.0,1,0
365,510,563,1098.0,1,0
366,512,561,1101.0,1,0
367,513,558,1104.0,1,0
368,515,556,1107.0,1,0
369,516,553,1110.0,1,0
370,518,550,1113.0,1,0
371,519,548,1116.0,1,0
372,521,545,1119.0,1,0
373,522,543,1122.0,1,0
374,524,540,1125.0,1,0
375,525,537,1128.0,1,0
376,527,535,1131.0,1,0
377,528,532,1134.0,1,0
378,530,530,1137.0,1,0
379,531,527,1140.0,1,0
380,533,524,1143.0,1,0
381,534,522,1146.0,1,0
382,536,519,1149.0,1,0
383,537,517,1152.0,1,0
384,539,514,1155.0,1,0
385,540,511,1158.0,1,0
386,542,509,1161.0,1,0
387,543,506,1164.0,1,0
388,545,504,1167.0,1,0
389,546,501,1170.0,1,0
390,548,498,1173.0,1,0
391,549,496,1176.0,1,0
392,549,493,1179.0,1,0
393,549,490,1182.0,1,0
394,548,487,1185.0,1,0
395,548,484,1188.0,1,0
396,547,481,1191.0,1,0
397,547,478,1194.0,1,0
398,546,475,1197.0,1,0
399,545,472,1200.0,1,0
400,543,470,1203.0,1,0
401,542,467,1206.0,1,0
402,540,465,1209.0,1,0
403,539,462,1212.0,1,0
404,537,460,1215.0,1,0
405,536,457,1218.0,1,0
406,534,454,1221.0,1,0
407,533,452,1224.0,1,0
408,531,449,1227.0,1,0
409,530,447,1230.0,1,0
410,528,444,1233.0,1,0
411,526,442,1236.0,1,0
412,525,439,1239.0,1,0
413,523,436,1242.0,1,0
414,522,434,1245.0,1,0
415,520,431,1248.0,1,0
416,519,429,1251.0,1,0
417,517,426,1254.0,1,0
418,516,423,1257.0,1,0
419,514,421,1260.0,1,0
420,513,418,1263.0,1,0
421,511,416,1266.0,1,0
422,510,413,1269.0,1,0
423,507,411,1272.0,1,0
424,505,409,1275.0,1,0
425,503,407,1278.0,1,0
426,501,405,1281.0,1,0
427,499,403,1284.0,1,0
428,497,401,1287.0,1,0
429,494,399,1290.0,1,0
430,492,397,1293.0,1,0
431,490,395,1296.0,1,0
432,488,392,1299.0,1,0
433,486,390,1302.0,1,0
434,483,388,1305.0,1,0
435,481,386,1308.0,1,0
436,479,384,1311.0,1,0
437,477,382,1314.0,1,0
438,477,379,1317.0,1,0
439,477,376,1320.0,1,0
440,477,373,1323.0,1,0
441,476,370,1326.0,1,0
442,476,367,1329.0,1,0
443,476,364,1332.0,1,0
444,476,361,1335.0,1,0
445,476,358,1338.0,1,0
446,476,355,1341.0,1,0
447,475,352,1344.0,1,0
448,475,349,1347.0,1,0
449,475,346,1350.0,1,0
450,475,343,1353.0,1,0
451,475,340,1356.0,1,0
452,475,337,1359.0,1,0
453,475,334,1362.0,1,0
454,474,331,1365.0,1,0
455,474,328,1368.0,1,0
456,474,325,1371.0,1,0
457,473,322,1374.0,1,0
458,472,320,1377.0,1,0
459,471,317,1380.0,1,0
460,469,314,1383.0,1,0
461,468,312,1386.0,1,0
462,467,309,1389.0,1,0
463,466,306,1392.0,1,0
464,465,303,1395.0,1,0
465,464,300,1398.0,1,0
