时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,772,108,3.0,0,0
1,775,107,6.0,0,0
2,778,106,9.0,0,0
3,781,105,12.0,0,0
4,784,104,15.0,0,0
5,786,103,18.0,0,0
6,789,102,21.0,0,0
7,792,101,24.0,0,0
8,795,102,27.0,0,0
9,798,103,30.0,0,0
10,798,103,30.0,0,0
11,798,103,30.0,0,0
12,798,103,30.0,0,0
13,796,105,33.0,0,0
14,795,108,36.0,0,0
15,794,111,39.0,0,0
16,792,113,42.0,0,0
17,791,116,45.0,0,0
18,790,119,48.0,0,0
19,788,121,51.0,0,0
20,786,123,54.0,0,0
21,783,125,57.0,0,0
22,781,127,60.0,0,0
23,778,128,63.0,0,0
24,776,130,66.0,0,0
25,773,132,69.0,0,0
26,771,133,72.0,0,0
27,768,135,75.0,0,0
28,766,137,78.0,0,0
29,763,138,81.0,0,0
30,761,140,84.0,0,0
31,758,142,87.0,0,0
32,756,143,90.0,0,0
33,754,145,93.0,0,0
34,751,147,96.0,0,0
35,749,149,99.0,0,0
36,746,150,102.0,0,0
37,744,152,105.0,0,0
38,741,154,108.0,0,0
39,739,155,111.0,0,0
40,736,157,114.0,0,0
41,734,159,117.0,0,0
42,731,160,120.0,0,0
43,729,162,123.0,0,0
44,726,164,126.0,0,0
45,723,165,129.0,0,0
46,721,166,132.0,0,0
47,718,167,135.0,0,0
48,715,168,138.0,0,0
49,712,168,141.0,0,0
50,709,169,144.0,0,0
51,706,170,147.0,0,0
52,704,171,150.0,0,0
53,701,172,153.0,0,0
54,698,173,156.0,0,0
55,695,174,159.0,0,0
56,692,175,162.0,0,0
57,689,176,165.0,0,0
58,686,177,168.0,0,0
59,684,178,171.0,0,0
60,681,179,174.0,0,0
61,678,180,177.0,0,0
62,675,181,180.0,0,0
63,672,182,183.0,0,0
64,669,182,186.0,0,0
65,666,183,189.0,0,0
66,664,184,192.0,0,0
67,661,185,195.0,0,0
68,658,186,198.0,0,0
69,655,187,201.0,0,0
70,652,188,204.0,0,0
71,649,189,207.0,0,0
72,646,190,210.0,0,0
73,644,191,213.0,0,0
74,641,192,216.0,0,0
75,638,193,219.0,0,0
76,635,194,222.0,0,0
77,632,195,225.0,0,0
78,629,195,228.0,0,0
79,627,196,231.0,0,0
80,624,197,234.0,0,0
81,621,198,237.0,0,0
82,618,199,240.0,0,0
83,615,200,243.0,0,0
84,612,201,246.0,0,0
85,609,202,249.0,0,0
86,607,203,252.0,0,0
87,604,204,255.0,0,0
88,601,205,258.0,0,0
89,598,206,261.0,0,0
90,595,207,264.0,0,0
91,592,208,267.0,0,0
92,589,209,270.0,0,0
93,587,209,273.0,0,0
94,584,210,276.0,0,0
95,581,211,279.0,0,0
96,578,212,282.0,0,0
97,575,213,285.0,0,0
98,572,214,288.0,0,0
99,569,215,291.0,0,0
100,567,216,294.0,0,0
101,564,217,297.0,0,0
102,561,218,300.0,0,0
103,558,219,303.0,0,0
104,555,220,306.0,0,0
105,552,221,309.0,0,0
106,551,223,312.0,0,0
107,549,226,315.0,0,0
108,547,228,318.0,0,0
109,546,231,321.0,0,0
110,544,233,324.0,0,0
111,543,236,327.0,0,0
112,542,239,330.0,0,0
113,541,241,333.0,0,0
114,540,244,336.0,0,0
115,540,247,339.0,0,0
116,539,250,342.0,0,0
117,539,253,345.0,0,0
118,538,256,348.0,0,0
119,538,259,351.0,0,0
120,538,262,354.0,0,0
121,537,265,357.0,0,0
122,537,268,360.0,0,0
123,536,271,363.0,0,0
124,536,274,366.0,0,0
125,535,277,369.0,0,0
