时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
76,随机搜索,随机搜索,0.0000,0.0000,119,126,否,否,231.00,261,569
77,随机搜索,随机搜索,0.0000,0.0000,117,128,否,否,234.00,261,569
78,随机搜索,随机搜索,0.0000,0.0000,115,131,否,否,237.00,261,569
79,随机搜索,随机搜索,0.0000,0.0000,113,133,否,否,240.00,261,569
80,随机搜索,随机搜索,0.0000,0.0000,112,135,否,否,243.00,261,569
81,随机搜索,随机搜索,0.0000,0.0000,110,137,否,否,246.00,261,569
82,随机搜索,随机搜索,0.0000,0.0000,108,140,否,否,249.00,261,569
83,随机搜索,随机搜索,0.0000,0.0000,106,142,否,否,252.00,261,569
84,随机搜索,随机搜索,0.0000,0.0000,104,144,否,否,255.00,261,569
85,随机搜索,随机搜索,0.0000,0.0000,102,147,否,否,258.00,261,569
86,随机搜索,随机搜索,0.0000,0.0000,100,149,否,否,261.00,261,569
87,随机搜索,随机搜索,0.0000,0.0000,98,151,否,否,264.00,261,569
88,随机搜索,随机搜索,0.0000,0.0000,95,152,否,否,267.00,261,569
89,随机搜索,随机搜索,0.0000,0.0000,92,153,否,否,270.00,261,569
90,随机搜索,随机搜索,0.0000,0.0000,89,154,否,否,273.00,261,569
91,随机搜索,随机搜索,0.0000,0.0000,86,155,否,否,276.00,261,569
92,随机搜索,随机搜索,0.0000,0.0000,84,156,否,否,279.00,261,569
93,随机搜索,随机搜索,0.0000,0.0000,81,157,否,否,282.00,261,569
94,随机搜索,随机搜索,0.0000,0.0000,78,158,否,否,285.00,261,569
95,随机搜索,随机搜索,0.0000,0.0000,75,159,否,否,288.00,261,569
96,随机搜索,随机搜索,0.0000,0.0000,72,160,否,否,291.00,261,569
97,随机搜索,随机搜索,0.0000,0.0000,69,161,否,否,294.00,261,569
98,随机搜索,随机搜索,0.0000,0.0000,67,162,否,否,297.00,261,569
99,随机搜索,随机搜索,0.0000,0.0000,64,163,否,否,300.00,261,569
100,随机搜索,随机搜索,0.0000,0.0000,61,164,否,否,303.00,261,569
101,随机搜索,随机搜索,0.0000,0.0000,58,165,否,否,306.00,261,569
102,随机搜索,随机搜索,0.0000,0.0000,55,166,否,否,309.00,261,569
103,随机搜索,随机搜索,0.0000,0.0000,52,167,否,否,312.00,261,569
104,随机搜索,随机搜索,0.0000,0.0000,50,168,否,否,315.00,261,569
105,随机搜索,随机搜索,0.0000,0.0000,47,168,否,否,318.00,261,569
106,随机搜索,随机搜索,0.0000,0.0000,44,169,否,否,321.00,261,569
107,随机搜索,随机搜索,0.0000,0.0000,41,170,否,否,324.00,261,569
108,随机搜索,随机搜索,0.0000,0.0000,38,171,否,否,327.00,261,569
109,随机搜索,随机搜索,0.0000,0.0000,35,172,否,否,330.00,261,569
110,随机搜索,随机搜索,0.0000,0.0000,32,173,否,否,333.00,261,569
111,随机搜索,随机搜索,0.0000,0.0000,30,174,否,否,336.00,261,569
112,随机搜索,随机搜索,0.0000,0.0000,27,175,否,否,339.00,261,569
113,随机搜索,随机搜索,0.0000,0.0000,24,176,否,否,342.00,261,569
114,随机搜索,随机搜索,0.0000,0.0000,21,177,否,否,345.00,261,569
115,随机搜索,随机搜索,0.0000,0.0000,18,178,否,否,348.00,261,569
116,随机搜索,随机搜索,0.0000,0.0000,15,179,否,否,351.00,261,569
117,随机搜索,随机搜索,0.0000,0.0000,13,180,否,否,354.00,261,569
118,随机搜索,随机搜索,0.0000,0.0000,10,182,否,否,357.00,261,569
119,随机搜索,随机搜索,0.0000,0.0000,8,184,否,否,360.00,261,569
120,随机搜索,随机搜索,0.0000,0.0000,6,186,否,否,363.00,261,569
121,随机搜索,随机搜索,0.0000,0.0000,4,188,否,否,366.00,261,569
122,随机搜索,随机搜索,0.0000,0.0000,2,190,否,否,369.00,261,569
123,随机搜索,随机搜索,0.0000,0.0000,0,193,否,否,372.00,261,569
124,随机搜索,随机搜索,0.0000,0.0000,2,195,否,否,375.00,261,569
125,随机搜索,随机搜索,0.0000,0.0000,4,197,否,否,378.00,261,569
126,随机搜索,随机搜索,0.0000,0.0000,6,199,否,否,381.00,261,569
127,随机搜索,随机搜索,0.0000,0.0000,8,201,否,否,384.00,261,569
128,随机搜索,随机搜索,0.0000,0.0000,10,203,否,否,387.00,261,569
129,随机搜索,随机搜索,0.0000,0.0000,13,205,否,否,390.00,261,569
130,随机搜索,随机搜索,0.0000,0.0000,15,207,否,否,393.00,261,569
131,随机搜索,随机搜索,0.0000,0.0000,17,209,否,否,396.00,261,569
132,随机搜索,随机搜索,0.0000,0.0000,19,211,否,否,399.00,261,569
133,随机搜索,随机搜索,0.0000,0.0000,21,213,否,否,402.00,261,569
134,随机搜索,随机搜索,0.0000,0.0000,23,215,否,否,405.00,261,569
135,随机搜索,随机搜索,0.0000,0.0000,26,217,否,否,408.00,261,569
136,随机搜索,随机搜索,0.0000,0.0000,28,219,否,否,411.00,261,569
137,随机搜索,随机搜索,0.0000,0.0000,30,222,否,否,414.00,261,569
138,随机搜索,随机搜索,0.0000,0.0000,32,224,否,否,417.00,261,569
139,随机搜索,随机搜索,0.0000,0.0000,34,226,否,否,420.00,261,569
140,随机搜索,随机搜索,0.0000,0.0000,36,228,否,否,423.00,261,569
141,随机搜索,随机搜索,0.0000,0.0000,39,230,否,否,426.00,261,569
142,随机搜索,随机搜索,0.0000,0.0000,41,232,否,否,429.00,261,569
143,随机搜索,随机搜索,0.0000,0.0000,43,234,否,否,432.00,261,569
144,随机搜索,随机搜索,0.0000,0.0000,45,236,否,否,435.00,261,569
145,随机搜索,随机搜索,0.0000,0.0000,47,238,否,否,438.00,261,569
146,随机搜索,随机搜索,0.0000,0.0000,49,240,否,否,441.00,261,569
147,随机搜索,随机搜索,0.0000,0.0000,52,242,否,否,444.00,261,569
148,随机搜索,随机搜索,0.0000,0.0000,54,244,否,否,447.00,261,569
149,随机搜索,随机搜索,0.0000,0.0000,56,246,否,否,450.00,261,569
150,随机搜索,随机搜索,0.0000,0.0000,58,248,否,否,453.00,261,569
151,随机搜索,随机搜索,0.0000,0.0000,60,251,否,否,456.00,261,569
152,随机搜索,随机搜索,0.0000,0.0000,62,253,否,否,459.00,261,569
153,随机搜索,随机搜索,0.0000,0.0000,65,255,否,否,462.00,261,569
154,随机搜索,随机搜索,0.0000,0.0000,67,257,否,否,465.00,261,569
155,随机搜索,随机搜索,0.0000,0.0000,69,259,否,否,468.00,261,569
156,随机搜索,随机搜索,0.0000,0.0000,71,261,否,否,471.00,261,569
157,随机搜索,随机搜索,0.0000,0.0000,73,263,否,否,474.00,261,569
158,随机搜索,随机搜索,0.0000,0.0000,75,265,否,否,477.00,261,569
159,随机搜索,随机搜索,0.0000,0.0000,78,267,否,否,480.00,261,569
160,随机搜索,随机搜索,0.0000,0.0000,80,269,否,否,483.00,261,569
161,随机搜索,随机搜索,0.0000,0.0000,82,271,否,否,486.00,261,569
162,随机搜索,随机搜索,0.0000,0.0000,84,273,否,否,489.00,261,569
163,随机搜索,随机搜索,0.0000,0.0000,86,275,否,否,492.00,261,569
164,随机搜索,随机搜索,0.0000,0.0000,88,278,否,否,495.00,261,569
165,随机搜索,随机搜索,0.0000,0.0000,91,280,否,否,498.00,261,569
166,随机搜索,随机搜索,0.0000,0.0000,93,282,否,否,501.00,261,569
167,随机搜索,随机搜索,0.0000,0.0000,95,284,否,否,504.00,261,569
168,随机搜索,随机搜索,0.0000,0.0000,97,286,否,否,507.00,261,569
169,随机搜索,随机搜索,0.0000,0.0000,99,288,否,否,510.00,261,569
170,随机搜索,随机搜索,0.0000,0.0000,101,290,否,否,513.00,261,569
171,随机搜索,随机搜索,0.0000,0.0000,104,292,否,否,516.00,261,569
172,随机搜索,随机搜索,0.0000,0.0000,106,294,否,否,519.00,261,569
173,随机搜索,随机搜索,0.0000,0.0000,108,296,否,否,522.00,261,569
174,随机搜索,随机搜索,0.0000,0.0000,110,298,否,否,525.00,261,569
175,随机搜索,随机搜索,0.0000,0.0000,112,300,否,否,528.00,261,569
176,随机搜索,随机搜索,0.0000,0.0000,114,302,否,否,531.00,261,569
177,随机搜索,随机搜索,0.0000,0.0000,117,304,否,否,534.00,261,569
178,随机搜索,随机搜索,0.0000,0.0000,119,307,否,否,537.00,261,569
179,随机搜索,随机搜索,0.0000,0.0000,121,309,否,否,540.00,261,569
180,随机搜索,随机搜索,0.0000,0.0000,123,311,否,否,543.00,261,569
181,随机搜索,随机搜索,0.0000,0.0000,125,313,否,否,546.00,261,569
182,随机搜索,随机搜索,0.0000,0.0000,128,315,否,否,549.00,261,569
183,随机搜索,随机搜索,0.0000,0.0000,130,317,否,否,552.00,261,569
184,随机搜索,随机搜索,0.0000,0.0000,132,319,否,否,555.00,261,569
185,随机搜索,随机搜索,0.0000,0.0000,134,321,否,否,558.00,261,569
186,随机搜索,随机搜索,0.0000,0.0000,136,323,否,否,561.00,261,569
187,随机搜索,随机搜索,0.0000,0.0000,138,325,否,否,564.00,261,569
188,随机搜索,随机搜索,0.0000,0.0000,141,327,否,否,567.00,261,569
189,随机搜索,随机搜索,0.0000,0.0000,143,329,否,否,570.00,261,569
190,随机搜索,随机搜索,0.0000,0.0000,145,331,否,否,573.00,261,569
191,随机搜索,随机搜索,0.0000,0.0000,147,333,否,否,576.00,261,569
192,随机搜索,随机搜索,0.0000,0.0000,149,336,否,否,579.00,261,569
193,随机搜索,随机搜索,0.0000,0.0000,151,338,否,否,582.00,261,569
194,随机搜索,随机搜索,0.0000,0.0000,154,340,否,否,585.00,261,569
195,随机搜索,随机搜索,0.0000,0.0000,156,342,否,否,588.00,261,569
196,随机搜索,随机搜索,0.0000,0.0000,158,344,否,否,591.00,261,569
197,随机搜索,随机搜索,0.0000,0.0000,160,346,否,否,594.00,261,569
198,随机搜索,随机搜索,0.0000,0.0000,162,348,否,否,597.00,261,569
199,随机搜索,随机搜索,0.0000,0.0000,164,350,否,否,600.00,261,569
200,随机搜索,随机搜索,0.0000,0.0000,167,352,否,否,603.00,261,569
201,随机搜索,随机搜索,0.0000,0.0000,169,354,否,否,606.00,261,569
202,随机搜索,随机搜索,0.0000,0.0000,171,356,否,否,609.00,261,569
203,随机搜索,随机搜索,0.0000,0.0000,173,358,否,否,612.00,261,569
204,随机搜索,随机搜索,0.0000,0.0000,175,360,否,否,615.00,261,569
205,随机搜索,随机搜索,0.0000,0.0000,176,363,否,否,618.00,261,569
206,随机搜索,随机搜索,0.0000,0.0000,178,366,否,否,621.00,261,569
207,随机搜索,随机搜索,0.0000,0.0000,179,369,否,否,624.00,261,569
208,随机搜索,随机搜索,0.0000,0.0000,180,371,否,否,627.00,261,569
209,随机搜索,随机搜索,0.0000,0.0000,182,374,否,否,630.00,261,569
210,随机搜索,随机搜索,0.0000,0.0000,183,377,否,否,633.00,261,569
211,随机搜索,随机搜索,0.0000,0.0000,184,379,否,否,636.00,261,569
212,随机搜索,随机搜索,0.0000,0.0000,186,382,否,否,639.00,261,569
213,随机搜索,随机搜索,0.0000,0.0000,187,385,否,否,642.00,261,569
214,随机搜索,随机搜索,0.0000,0.0000,188,388,否,否,645.00,261,569
215,随机搜索,随机搜索,0.0000,0.0000,189,390,否,否,648.00,261,569
216,随机搜索,随机搜索,0.0000,0.0000,191,393,否,否,651.00,261,569
217,随机搜索,随机搜索,0.0000,0.0000,192,396,否,否,654.00,261,569
218,随机搜索,随机搜索,0.0000,0.0000,193,398,否,否,657.00,261,569
219,随机搜索,随机搜索,0.0000,0.0000,195,401,否,否,660.00,261,569
220,随机搜索,随机搜索,0.0000,0.0000,196,404,否,否,663.00,261,569
221,随机搜索,随机搜索,0.0000,0.0000,197,406,否,否,666.00,261,569
222,随机搜索,随机搜索,0.0000,0.0000,198,409,否,否,669.00,261,569
223,随机搜索,随机搜索,0.0000,0.0000,200,412,否,否,672.00,261,569
224,随机搜索,随机搜索,0.0000,0.0000,201,415,否,否,675.00,261,569
225,随机搜索,随机搜索,0.0000,0.0000,202,417,否,否,678.00,261,569
226,随机搜索,随机搜索,0.0000,0.0000,204,420,否,否,681.00,261,569
227,随机搜索,随机搜索,0.0000,0.0000,205,423,否,否,684.00,261,569
228,随机搜索,随机搜索,0.0000,0.0000,207,424,否,否,687.00,261,569
229,随机搜索,随机搜索,0.0000,0.0000,210,426,否,否,690.00,261,569
230,随机搜索,随机搜索,0.0000,0.0000,212,428,否,否,693.00,261,569
231,随机搜索,随机搜索,0.0000,0.0000,215,429,否,否,696.00,261,569
232,随机搜索,随机搜索,0.0000,0.0000,216,432,否,否,699.00,261,569
233,随机搜索,随机搜索,0.0000,0.0000,218,435,否,否,702.00,261,569
234,随机搜索,随机搜索,0.0000,0.0000,219,437,否,否,705.00,261,569
235,随机搜索,随机搜索,0.0000,0.0000,220,440,否,否,708.00,261,569
236,随机搜索,随机搜索,0.0000,0.0000,221,443,否,否,711.00,261,569
237,随机搜索,随机搜索,0.0000,0.0000,223,445,否,否,714.00,261,569
238,随机搜索,随机搜索,0.0000,0.0000,224,448,否,否,717.00,261,569
239,随机搜索,随机搜索,0.0000,0.0000,225,451,否,否,720.00,261,569
240,随机搜索,随机搜索,0.0000,0.0000,227,454,否,否,723.00,261,569
241,随机搜索,随机搜索,0.0000,0.0000,228,456,否,否,726.00,261,569
242,随机搜索,随机搜索,0.0000,0.0000,229,459,否,否,729.00,261,569
243,随机搜索,随机搜索,0.0000,0.0000,230,462,否,否,732.00,261,569
244,随机搜索,随机搜索,0.0000,0.0000,232,464,否,否,735.00,261,569
245,随机搜索,随机搜索,0.0000,0.0000,233,467,否,否,738.00,261,569
246,随机搜索,随机搜索,0.0000,0.0000,235,470,否,否,741.00,261,569
247,随机搜索,随机搜索,0.0000,0.0000,236,472,否,否,744.00,261,569
248,随机搜索,随机搜索,0.0000,0.0000,238,474,否,否,747.00,261,569
249,随机搜索,随机搜索,0.0000,0.0000,240,477,否,否,750.00,261,569
250,随机搜索,随机搜索,0.0000,0.0000,242,479,否,否,753.00,261,569
251,随机搜索,随机搜索,0.0000,0.0000,243,482,否,否,756.00,261,569
252,随机搜索,随机搜索,0.0000,0.0000,245,484,否,否,759.00,261,569
253,随机搜索,随机搜索,0.0000,0.0000,247,487,否,否,762.00,261,569
254,随机搜索,随机搜索,0.0000,0.0000,249,489,否,否,765.00,261,569
255,随机搜索,随机搜索,0.0000,0.0000,250,492,否,是,768.00,261,569
