时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,732,169,3.0,0,0
1,735,169,6.0,0,0
2,738,169,9.0,0,0
3,741,169,12.0,0,0
4,744,169,15.0,0,0
5,747,169,18.0,0,0
6,750,169,21.0,0,0
7,753,169,24.0,0,0
8,756,169,27.0,0,0
9,759,169,30.0,0,0
10,762,168,33.0,0,0
11,765,168,36.0,0,0
12,768,168,39.0,0,0
13,771,168,42.0,0,0
14,774,168,45.0,0,0
15,777,168,48.0,0,0
16,780,168,51.0,0,0
17,783,168,54.0,0,0
18,786,168,57.0,0,0
19,789,168,60.0,0,0
20,792,168,63.0,0,0
21,795,167,66.0,0,0
22,798,167,69.0,0,0
23,801,167,72.0,0,0
24,804,167,75.0,0,0
25,807,167,78.0,0,0
26,810,167,81.0,0,0
27,813,167,84.0,0,0
28,816,167,87.0,0,0
29,819,167,90.0,0,0
30,822,167,93.0,0,0
31,825,167,96.0,0,0
32,828,166,99.0,0,0
33,831,166,102.0,0,0
34,834,166,105.0,0,0
35,837,166,108.0,0,0
36,840,166,111.0,0,0
37,843,166,114.0,0,0
38,846,166,117.0,0,0
39,849,166,120.0,0,0
40,852,166,123.0,0,0
41,855,166,126.0,0,0
42,858,166,129.0,0,0
43,861,165,132.0,0,0
44,864,165,135.0,0,0
45,867,165,138.0,0,0
46,870,165,141.0,0,0
47,873,165,144.0,0,0
48,876,165,147.0,0,0
49,879,165,150.0,0,0
50,882,165,153.0,0,0
51,885,165,156.0,0,0
52,888,165,159.0,0,0
53,891,165,162.0,0,0
54,894,164,165.0,0,0
55,897,163,168.0,0,0
56,900,162,171.0,0,0
57,903,161,174.0,0,0
58,905,159,177.0,0,0
59,908,158,180.0,0,0
60,911,156,183.0,0,0
61,913,155,186.0,0,0
62,916,154,189.0,0,0
63,919,152,192.0,0,0
64,921,151,195.0,0,0
65,924,150,198.0,0,0
66,927,148,201.0,0,0
67,929,147,204.0,0,0
68,932,146,207.0,0,0
69,935,144,210.0,0,0
70,937,143,213.0,0,0
71,940,141,216.0,0,0
72,943,140,219.0,0,0
73,945,139,222.0,0,0
74,948,137,225.0,0,0
75,951,136,228.0,0,0
76,953,135,231.0,0,0
77,956,133,234.0,0,0
78,957,131,237.0,0,0
79,959,128,240.0,0,0
80,960,125,243.0,0,0
81,962,123,246.0,0,0
82,963,120,249.0,0,0
83,965,118,252.0,0,0
84,966,115,255.0,0,0
85,968,112,258.0,0,0
86,969,110,261.0,0,0
87,971,107,264.0,0,0
88,972,104,267.0,0,0
89,973,102,270.0,0,0
90,975,99,273.0,0,0
91,976,97,276.0,0,0
92,978,94,279.0,0,0
93,979,91,282.0,0,0
94,981,89,285.0,0,0
95,982,86,288.0,0,0
96,984,83,291.0,0,0
97,985,81,294.0,0,0
98,987,78,297.0,0,0
99,988,76,300.0,0,0
100,989,73,303.0,0,0
101,991,70,306.0,0,0
102,992,68,309.0,0,0
103,994,65,312.0,0,0
104,995,62,315.0,0,0
105,997,60,318.0,0,0
106,998,57,321.0,0,0
107,997,55,324.0,0,0
108,995,52,327.0,0,0
109,994,49,330.0,0,0
110,992,47,333.0,0,0
111,991,44,336.0,0,0
112,989,42,339.0,0,0
113,988,39,342.0,0,0
114,987,36,345.0,0,0
115,985,34,348.0,0,0
116,984,31,351.0,0,0
117,982,28,354.0,0,0
118,981,26,357.0,0,0
119,979,23,360.0,0,0
120,978,21,363.0,0,0
121,976,18,366.0,0,0
122,975,15,369.0,0,0
123,973,13,372.0,0,0
124,972,10,375.0,0,0
125,971,7,378.0,0,0
126,969,5,381.0,0,0
127,968,2,384.0,0,0
128,966,0,387.0,0,0
129,965,2,390.0,0,0
130,963,5,393.0,0,0
131,960,6,396.0,0,0
132,958,7,399.0,0,0
133,955,8,402.0,0,0
134,952,9,405.0,0,0
135,950,11,408.0,0,0
136,947,12,411.0,0,0
137,944,14,414.0,0,0
138,942,15,417.0,0,0
139,939,16,420.0,0,0
140,936,18,423.0,0,0
141,934,19,426.0,0,0
142,931,21,429.0,0,0
143,928,22,432.0,0,0
144,926,23,435.0,0,0
145,923,24,438.0,0,0
146,920,25,441.0,0,0
147,917,26,444.0,0,0
148,914,27,447.0,0,0
149,911,27,450.0,0,0
150,908,28,453.0,0,0
151,905,29,456.0,0,0
