时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,102,101,3.0,0,0
1,105,102,6.0,0,0
2,108,103,9.0,0,0
3,110,104,12.0,0,0
4,113,106,15.0,0,0
5,116,107,18.0,0,0
6,119,108,21.0,0,0
7,121,109,24.0,0,0
8,124,111,27.0,0,0
9,127,112,30.0,0,0
10,130,113,33.0,1,0
11,132,115,36.0,1,0
12,135,116,39.0,1,0
13,137,118,42.0,1,0
14,140,119,45.0,1,0
15,142,121,48.0,1,0
16,145,122,51.0,1,0
17,148,124,54.0,1,0
18,150,125,57.0,1,0
19,153,127,60.0,1,0
20,155,128,63.0,1,0
21,158,130,66.0,1,0
22,160,132,69.0,1,0
23,163,133,72.0,1,0
24,166,135,75.0,1,0
25,168,136,78.0,1,0
26,171,138,81.0,1,0
27,173,139,84.0,1,0
28,176,141,87.0,1,0
29,179,142,90.0,1,0
30,182,143,93.0,1,0
31,184,144,96.0,1,0
32,187,145,99.0,1,0
33,190,144,102.0,1,0
34,193,144,105.0,1,0
35,196,144,108.0,1,0
36,199,144,111.0,1,0
37,202,143,114.0,1,0
38,205,143,117.0,1,0
39,208,143,120.0,1,0
40,211,142,123.0,1,0
41,213,144,126.0,1,0
42,216,146,129.0,1,0
43,218,148,132.0,1,0
44,220,150,135.0,1,0
45,222,152,138.0,1,0
46,224,154,141.0,1,0
47,226,157,144.0,1,0
48,228,159,147.0,1,0
49,230,161,150.0,1,0
50,233,163,153.0,1,0
51,235,165,156.0,1,0
52,237,168,159.0,1,0
53,239,170,162.0,1,0
54,241,172,165.0,1,0
55,243,174,168.0,1,0
56,245,176,171.0,1,0
57,247,179,174.0,1,0
58,249,181,177.0,1,0
59,251,183,180.0,1,0
60,253,185,183.0,1,0
61,255,187,186.0,1,0
62,257,190,189.0,1,0
63,259,192,192.0,1,0
64,261,194,195.0,1,0
65,263,196,198.0,1,0
66,265,198,201.0,1,0
67,267,201,204.0,1,0
68,269,203,207.0,1,0
69,271,205,210.0,1,0
70,273,207,213.0,1,0
71,276,209,216.0,1,0
72,278,210,219.0,1,0
73,281,211,222.0,1,0
74,284,212,225.0,1,0
75,287,213,228.0,1,0
76,290,214,231.0,1,0
77,293,215,234.0,1,0
78,295,216,237.0,1,0
79,298,217,240.0,1,0
80,301,218,243.0,1,0
81,304,219,246.0,1,0
82,307,220,249.0,1,0
83,310,221,252.0,1,0
84,312,222,255.0,1,0
85,315,223,258.0,1,0
86,318,224,261.0,1,0
87,321,225,264.0,1,0
88,324,226,267.0,1,0
89,327,227,270.0,1,0
90,329,228,273.0,1,0
91,332,229,276.0,1,0
92,335,230,279.0,1,0
93,338,231,282.0,1,0
94,341,232,285.0,1,0
95,344,233,288.0,1,0
96,346,234,291.0,1,0
97,349,235,294.0,1,0
98,352,236,297.0,1,0
99,355,237,300.0,1,0
100,358,238,303.0,1,0
101,361,238,306.0,1,0
102,362,241,309.0,1,0
103,364,244,312.0,1,0
104,365,246,315.0,1,0
105,367,249,318.0,1,0
106,368,251,321.0,1,0
107,370,254,324.0,1,0
108,371,257,327.0,1,0
109,373,259,330.0,1,0
110,374,262,333.0,1,0
111,376,264,336.0,1,0
112,377,267,339.0,1,0
113,379,270,342.0,1,0
114,381,272,345.0,1,0
115,382,275,348.0,1,0
116,384,277,351.0,1,0
117,386,280,354.0,1,0
118,387,282,357.0,1,0
119,389,285,360.0,1,0
120,390,287,363.0,1,0
121,392,290,366.0,1,0
122,394,292,369.0,1,0
123,395,295,372.0,1,0
124,397,297,375.0,1,0
125,399,300,378.0,1,0
126,400,302,381.0,1,0
127,402,305,384.0,1,0
128,404,307,387.0,1,0
129,405,310,390.0,1,0
130,407,312,393.0,1,0
131,409,315,396.0,1,0
132,410,317,399.0,1,0
133,412,320,402.0,1,0
134,414,322,405.0,1,0
135,417,323,408.0,1,0
136,419,324,411.0,1,0
137,422,325,414.0,1,0
138,425,326,417.0,1,0
139,428,327,420.0,1,0
140,431,329,423.0,1,0
141,433,330,426.0,1,0
142,436,331,429.0,1,0
143,439,332,432.0,1,0
144,442,333,435.0,1,0
145,445,334,438.0,1,0
146,447,335,441.0,1,0
147,450,336,444.0,1,0
148,453,337,447.0,1,0
149,456,338,450.0,1,0
150,459,339,453.0,1,0
151,461,340,456.0,1,0
152,464,342,459.0,1,0
153,466,344,462.0,1,0
154,469,345,465.0,1,0
155,472,347,468.0,1,0
156,474,348,471.0,1,0
157,477,350,474.0,1,0
158,479,351,477.0,1,0
159,482,353,480.0,1,0
160,484,354,483.0,1,0
161,487,356,486.0,1,0
162,490,357,489.0,1,0
163,492,359,492.0,1,0
164,495,360,495.0,1,0
165,497,362,498.0,1,0
166,500,364,501.0,1,0
167,503,365,504.0,1,0
168,505,367,507.0,1,0
169,508,368,510.0,1,0
170,511,369,513.0,1,0
171,513,370,516.0,1,0
172,516,371,519.0,1,0
173,519,373,522.0,1,0
174,521,375,525.0,1,0
175,523,377,528.0,1,0
176,526,378,531.0,2,0
177,528,380,534.0,2,0
178,530,382,537.0,2,0
179,533,384,540.0,2,0
180,535,386,543.0,2,0
181,537,388,546.0,2,0
182,540,390,549.0,2,0
183,542,391,552.0,2,0
184,545,393,555.0,2,0
185,547,395,558.0,2,0
186,549,397,561.0,2,0
187,552,399,564.0,2,0
188,554,401,567.0,2,0
189,556,402,570.0,2,0
190,559,404,573.0,2,0
191,561,406,576.0,2,0
192,564,408,579.0,2,0
193,566,410,582.0,2,0
194,568,412,585.0,2,0
195,571,413,588.0,2,0
196,573,415,591.0,2,0
197,575,417,594.0,2,0
198,578,419,597.0,2,0
199,580,421,600.0,2,0
200,582,423,603.0,2,0
