时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
31,模板匹配引导搜索,巡航模式,0.1395,0.1441,64,162,否,否,96.00,897,455
32,模板匹配引导搜索,巡航模式,0.1395,0.1423,63,164,否,否,99.00,897,455
33,模板匹配引导搜索,巡航模式,0.1395,0.1412,62,167,否,否,102.00,897,455
34,模板匹配引导搜索,巡航模式,0.1395,0.1405,61,170,否,否,105.00,897,455
35,模板匹配引导搜索,巡航模式,0.1364,0.1389,61,173,否,否,108.00,897,455
36,模板匹配引导搜索,巡航模式,0.1364,0.1379,61,176,否,否,111.00,897,455
37,模板匹配引导搜索,巡航模式,0.1364,0.1373,61,179,否,否,114.00,897,455
38,模板匹配引导搜索,巡航模式,0.1229,0.1316,60,182,否,否,117.00,897,455
39,模板匹配引导搜索,巡航模式,0.1084,0.1223,60,185,否,否,120.00,897,455
40,模板匹配引导搜索,巡航模式,0.1084,0.1167,60,188,否,否,123.00,897,455
41,模板匹配引导搜索,巡航模式,0.1084,0.1134,59,191,否,否,126.00,897,455
42,模板匹配引导搜索,巡航模式,0.1084,0.1114,59,194,否,否,129.00,897,455
43,模板匹配引导搜索,巡航模式,0.1084,0.1102,59,197,否,否,132.00,897,455
44,模板匹配引导搜索,巡航模式,0.1084,0.1094,58,200,否,否,135.00,897,455
45,模板匹配引导搜索,巡航模式,0.1084,0.1090,58,203,否,否,138.00,897,455
46,模板匹配引导搜索,巡航模式,0.1084,0.1088,58,206,否,否,141.00,897,455
47,模板匹配引导搜索,巡航模式,0.1084,0.1086,58,209,否,否,144.00,897,455
48,模板匹配引导搜索,巡航模式,0.1070,0.1079,57,212,否,否,147.00,897,455
49,模板匹配引导搜索,巡航模式,0.0904,0.1009,57,215,否,否,150.00,897,455
50,模板匹配引导搜索,巡航模式,0.0904,0.0967,57,218,否,否,153.00,897,455
51,模板匹配引导搜索,巡航模式,0.0904,0.0942,56,221,否,否,156.00,897,455
52,模板匹配引导搜索,巡航模式,0.0904,0.0926,56,224,否,否,159.00,897,455
53,模板匹配引导搜索,巡航模式,0.0904,0.0917,56,227,否,否,162.00,897,455
54,模板匹配引导搜索,巡航模式,0.1015,0.0956,55,230,否,否,165.00,897,455
55,模板匹配引导搜索,巡航模式,0.1178,0.1045,55,233,否,否,168.00,897,455
56,模板匹配引导搜索,巡航模式,0.1259,0.1131,55,236,否,否,171.00,897,455
57,模板匹配引导搜索,巡航模式,0.1268,0.1186,55,239,否,否,174.00,897,455
58,模板匹配引导搜索,巡航模式,0.1310,0.1235,54,242,否,否,177.00,897,455
59,模板匹配引导搜索,巡航模式,0.1310,0.1265,54,245,否,否,180.00,897,455
60,模板匹配引导搜索,巡航模式,0.1310,0.1283,54,248,否,否,183.00,897,455
61,模板匹配引导搜索,巡航模式,0.1310,0.1294,53,251,否,否,186.00,897,455
62,模板匹配引导搜索,巡航模式,0.1435,0.1350,53,254,否,否,189.00,897,455
63,模板匹配引导搜索,巡航模式,0.1514,0.1416,53,257,否,否,192.00,897,455
64,模板匹配引导搜索,巡航模式,0.1646,0.1508,52,260,否,否,195.00,897,455
65,模板匹配引导搜索,巡航模式,0.1814,0.1630,52,263,否,否,198.00,897,455
66,模板匹配引导搜索,巡航模式,0.1814,0.1704,52,266,否,否,201.00,897,455
67,模板匹配引导搜索,巡航模式,0.1814,0.1748,52,269,否,否,204.00,897,455
68,模板匹配引导搜索,巡航模式,0.1824,0.1778,53,272,否,否,207.00,897,455
69,模板匹配引导搜索,巡航模式,0.1824,0.1796,54,274,否,否,210.00,897,455
70,模板匹配引导搜索,巡航模式,0.1824,0.1807,56,277,否,否,213.00,897,455
71,模板匹配引导搜索,巡航模式,0.1814,0.1810,58,279,否,否,216.00,897,455
72,模板匹配引导搜索,巡航模式,0.1712,0.1771,60,281,否,否,219.00,897,455
73,模板匹配引导搜索,巡航模式,0.1880,0.1814,63,282,否,否,222.00,897,455
74,模板匹配引导搜索,巡航模式,0.1880,0.1840,66,283,否,否,225.00,897,455
75,模板匹配引导搜索,巡航模式,0.1880,0.1856,69,283,否,否,228.00,897,455
76,模板匹配引导搜索,巡航模式,0.1880,0.1866,72,283,否,否,231.00,897,455
77,模板匹配引导搜索,巡航模式,0.1880,0.1871,75,283,否,否,234.00,897,455
78,模板匹配引导搜索,巡航模式,0.1880,0.1875,78,283,否,否,237.00,897,455
79,模板匹配引导搜索,巡航模式,0.1880,0.1877,81,283,否,否,240.00,897,455
80,模板匹配引导搜索,巡航模式,0.1880,0.1878,84,283,否,否,243.00,897,455
81,模板匹配引导搜索,巡航模式,0.1880,0.1879,87,283,否,否,246.00,897,455
82,模板匹配引导搜索,巡航模式,0.1880,0.1879,90,283,否,否,249.00,897,455
83,模板匹配引导搜索,巡航模式,0.1880,0.1879,93,283,否,否,252.00,897,455
84,模板匹配引导搜索,巡航模式,0.1880,0.1879,96,283,否,否,255.00,897,455
85,模板匹配引导搜索,巡航模式,0.1880,0.1880,99,283,否,否,258.00,897,455
86,模板匹配引导搜索,巡航模式,0.1880,0.1880,102,283,否,否,261.00,897,455
87,模板匹配引导搜索,巡航模式,0.1880,0.1880,105,283,否,否,264.00,897,455
88,模板匹配引导搜索,巡航模式,0.1880,0.1880,108,283,否,否,267.00,897,455
89,模板匹配引导搜索,巡航模式,0.1880,0.1880,111,284,否,否,270.00,897,455
90,模板匹配引导搜索,巡航模式,0.1880,0.1880,114,284,否,否,273.00,897,455
91,模板匹配引导搜索,巡航模式,0.1880,0.1880,117,284,否,否,276.00,897,455
92,模板匹配引导搜索,巡航模式,0.1880,0.1880,120,284,否,否,279.00,897,455
93,模板匹配引导搜索,巡航模式,0.1880,0.1880,123,284,否,否,282.00,897,455
94,模板匹配引导搜索,巡航模式,0.1880,0.1880,126,284,否,否,285.00,897,455
95,模板匹配引导搜索,巡航模式,0.1880,0.1880,129,284,否,否,288.00,897,455
96,模板匹配引导搜索,巡航模式,0.1880,0.1880,132,284,否,否,291.00,897,455
97,模板匹配引导搜索,巡航模式,0.1880,0.1880,135,284,否,否,294.00,897,455
98,模板匹配引导搜索,巡航模式,0.1880,0.1880,138,284,否,否,297.00,897,455
99,模板匹配引导搜索,巡航模式,0.1880,0.1880,141,284,否,否,300.00,897,455
100,模板匹配引导搜索,巡航模式,0.1880,0.1880,144,284,否,否,303.00,897,455
101,模板匹配引导搜索,巡航模式,0.1880,0.1880,147,284,否,否,306.00,897,455
102,模板匹配引导搜索,巡航模式,0.1880,0.1880,150,284,否,否,309.00,897,455
103,模板匹配引导搜索,巡航模式,0.1880,0.1880,153,284,否,否,312.00,897,455
104,模板匹配引导搜索,巡航模式,0.1880,0.1880,156,284,否,否,315.00,897,455
105,模板匹配引导搜索,巡航模式,0.1880,0.1880,159,284,否,否,318.00,897,455
106,模板匹配引导搜索,巡航模式,0.1880,0.1880,162,284,否,否,321.00,897,455
107,模板匹配引导搜索,巡航模式,0.1880,0.1880,165,284,否,否,324.00,897,455
108,模板匹配引导搜索,巡航模式,0.1880,0.1880,168,284,否,否,327.00,897,455
109,模板匹配引导搜索,巡航模式,0.1880,0.1880,171,284,否,否,330.00,897,455
110,模板匹配引导搜索,巡航模式,0.1880,0.1880,174,284,否,否,333.00,897,455
111,模板匹配引导搜索,巡航模式,0.1880,0.1880,177,284,否,否,336.00,897,455
112,模板匹配引导搜索,巡航模式,0.1880,0.1880,180,284,否,否,339.00,897,455
113,模板匹配引导搜索,巡航模式,0.1880,0.1880,183,284,否,否,342.00,897,455
114,模板匹配引导搜索,巡航模式,0.1880,0.1880,186,284,否,否,345.00,897,455
115,模板匹配引导搜索,巡航模式,0.1880,0.1880,189,284,否,否,348.00,897,455
116,模板匹配引导搜索,巡航模式,0.1880,0.1880,192,284,否,否,351.00,897,455
117,模板匹配引导搜索,巡航模式,0.1880,0.1880,195,284,否,否,354.00,897,455
118,模板匹配引导搜索,巡航模式,0.1880,0.1880,198,284,否,否,357.00,897,455
119,模板匹配引导搜索,巡航模式,0.1880,0.1880,201,284,否,否,360.00,897,455
120,模板匹配引导搜索,巡航模式,0.1880,0.1880,204,284,否,否,363.00,897,455
121,模板匹配引导搜索,巡航模式,0.1880,0.1880,207,284,否,否,366.00,897,455
122,模板匹配引导搜索,巡航模式,0.1880,0.1880,210,284,否,否,369.00,897,455
123,模板匹配引导搜索,巡航模式,0.1880,0.1880,213,284,否,否,372.00,897,455
124,模板匹配引导搜索,巡航模式,0.1880,0.1880,216,284,否,否,375.00,897,455
125,模板匹配引导搜索,巡航模式,0.1880,0.1880,219,284,否,否,378.00,897,455
126,模板匹配引导搜索,巡航模式,0.1880,0.1880,222,284,否,否,381.00,897,455
127,模板匹配引导搜索,巡航模式,0.1880,0.1880,225,284,否,否,384.00,897,455
128,模板匹配引导搜索,巡航模式,0.1880,0.1880,228,284,否,否,387.00,897,455
129,模板匹配引导搜索,巡航模式,0.1880,0.1880,231,284,否,否,390.00,897,455
130,模板匹配引导搜索,巡航模式,0.1880,0.1880,234,284,否,否,393.00,897,455
131,模板匹配引导搜索,巡航模式,0.1880,0.1880,237,284,否,否,396.00,897,455
132,模板匹配引导搜索,巡航模式,0.1880,0.1880,240,284,否,否,399.00,897,455
133,模板匹配引导搜索,巡航模式,0.1880,0.1880,243,284,否,否,402.00,897,455
134,模板匹配引导搜索,巡航模式,0.1880,0.1880,246,284,否,否,405.00,897,455
135,模板匹配引导搜索,巡航模式,0.1880,0.1880,249,284,否,否,408.00,897,455
136,模板匹配引导搜索,巡航模式,0.1649,0.1788,252,284,否,否,411.00,897,455
137,模板匹配引导搜索,巡航模式,0.1456,0.1655,255,284,否,否,414.00,897,455
138,模板匹配引导搜索,巡航模式,0.1487,0.1588,258,284,否,否,417.00,897,455
139,模板匹配引导搜索,巡航模式,0.1487,0.1547,261,284,否,否,420.00,897,455
140,模板匹配引导搜索,巡航模式,0.1487,0.1523,264,284,否,否,423.00,897,455
141,模板匹配引导搜索,巡航模式,0.1487,0.1508,267,284,否,否,426.00,897,455
142,模板匹配引导搜索,巡航模式,0.1487,0.1500,270,284,否,否,429.00,897,455
143,模板匹配引导搜索,巡航模式,0.1487,0.1494,273,284,否,否,432.00,897,455
144,模板匹配引导搜索,巡航模式,0.1487,0.1491,276,284,否,否,435.00,897,455
145,模板匹配引导搜索,巡航模式,0.1487,0.1489,279,284,否,否,438.00,897,455
146,模板匹配引导搜索,巡航模式,0.1487,0.1488,282,284,否,否,441.00,897,455
147,模板匹配引导搜索,巡航模式,0.1487,0.1488,285,285,否,否,444.00,897,455
148,模板匹配引导搜索,巡航模式,0.1487,0.1487,288,285,否,否,447.00,897,455
149,模板匹配引导搜索,巡航模式,0.1487,0.1487,291,285,否,否,450.00,897,455
150,模板匹配引导搜索,巡航模式,0.1487,0.1487,294,285,否,否,453.00,897,455
151,模板匹配引导搜索,巡航模式,0.1487,0.1487,297,285,否,否,456.00,897,455
152,模板匹配引导搜索,巡航模式,0.1487,0.1487,300,285,否,否,459.00,897,455
153,模板匹配引导搜索,巡航模式,0.1487,0.1487,303,285,否,否,462.00,897,455
154,模板匹配引导搜索,巡航模式,0.1487,0.1487,306,285,否,否,465.00,897,455
155,模板匹配引导搜索,巡航模式,0.1487,0.1487,309,285,否,否,468.00,897,455
156,模板匹配引导搜索,巡航模式,0.1487,0.1487,312,285,否,否,471.00,897,455
157,模板匹配引导搜索,巡航模式,0.1487,0.1487,315,285,否,否,474.00,897,455
158,模板匹配引导搜索,巡航模式,0.1487,0.1487,318,285,否,否,477.00,897,455
159,模板匹配引导搜索,巡航模式,0.1487,0.1487,321,285,否,否,480.00,897,455
160,模板匹配引导搜索,巡航模式,0.1487,0.1487,324,285,否,否,483.00,897,455
161,模板匹配引导搜索,巡航模式,0.1487,0.1487,327,285,否,否,486.00,897,455
162,模板匹配引导搜索,巡航模式,0.1487,0.1487,330,285,否,否,489.00,897,455
163,模板匹配引导搜索,巡航模式,0.1487,0.1487,333,285,否,否,492.00,897,455
164,模板匹配引导搜索,巡航模式,0.1487,0.1487,336,285,否,否,495.00,897,455
165,模板匹配引导搜索,巡航模式,0.1487,0.1487,339,285,否,否,498.00,897,455
166,模板匹配引导搜索,巡航模式,0.1487,0.1487,342,285,否,否,501.00,897,455
167,模板匹配引导搜索,巡航模式,0.1487,0.1487,345,285,否,否,504.00,897,455
168,模板匹配引导搜索,巡航模式,0.1487,0.1487,348,285,否,否,507.00,897,455
169,模板匹配引导搜索,巡航模式,0.1487,0.1487,351,285,否,否,510.00,897,455
170,模板匹配引导搜索,巡航模式,0.1487,0.1487,354,285,否,否,513.00,897,455
171,模板匹配引导搜索,巡航模式,0.1487,0.1487,357,285,否,否,516.00,897,455
172,模板匹配引导搜索,巡航模式,0.1487,0.1487,360,285,否,否,519.00,897,455
173,模板匹配引导搜索,巡航模式,0.1487,0.1487,363,285,否,否,522.00,897,455
174,模板匹配引导搜索,巡航模式,0.1487,0.1487,366,285,否,否,525.00,897,455
175,模板匹配引导搜索,巡航模式,0.1487,0.1487,369,285,否,否,528.00,897,455
176,模板匹配引导搜索,巡航模式,0.1487,0.1487,372,285,否,否,531.00,897,455
177,模板匹配引导搜索,巡航模式,0.1487,0.1487,375,285,否,否,534.00,897,455
178,模板匹配引导搜索,巡航模式,0.1487,0.1487,378,285,否,否,537.00,897,455
179,模板匹配引导搜索,巡航模式,0.1487,0.1487,381,285,否,否,540.00,897,455
180,模板匹配引导搜索,巡航模式,0.1487,0.1487,384,285,否,否,543.00,897,455
181,模板匹配引导搜索,巡航模式,0.1487,0.1487,387,285,否,否,546.00,897,455
182,模板匹配引导搜索,巡航模式,0.1487,0.1487,390,285,否,否,549.00,897,455
183,模板匹配引导搜索,巡航模式,0.1487,0.1487,393,285,否,否,552.00,897,455
184,模板匹配引导搜索,巡航模式,0.1487,0.1487,396,285,否,否,555.00,897,455
185,模板匹配引导搜索,巡航模式,0.1487,0.1487,399,285,否,否,558.00,897,455
186,模板匹配引导搜索,巡航模式,0.1487,0.1487,402,285,否,否,561.00,897,455
187,模板匹配引导搜索,巡航模式,0.1487,0.1487,405,285,否,否,564.00,897,455
188,模板匹配引导搜索,巡航模式,0.1487,0.1487,408,285,否,否,567.00,897,455
189,模板匹配引导搜索,巡航模式,0.1487,0.1487,411,285,否,否,570.00,897,455
190,模板匹配引导搜索,巡航模式,0.1487,0.1487,414,285,否,否,573.00,897,455
191,模板匹配引导搜索,巡航模式,0.1434,0.1465,417,285,否,否,576.00,897,455
192,模板匹配引导搜索,巡航模式,0.1403,0.1441,420,285,否,否,579.00,897,455
193,模板匹配引导搜索,巡航模式,0.1403,0.1426,423,285,否,否,582.00,897,455
194,模板匹配引导搜索,巡航模式,0.1403,0.1417,426,285,否,否,585.00,897,455
195,模板匹配引导搜索,巡航模式,0.1403,0.1411,429,285,否,否,588.00,897,455
196,模板匹配引导搜索,巡航模式,0.1403,0.1408,432,285,否,否,591.00,897,455
197,模板匹配引导搜索,巡航模式,0.1403,0.1406,435,285,否,否,594.00,897,455
198,模板匹配引导搜索,巡航模式,0.1403,0.1405,438,285,否,否,597.00,897,455
199,模板匹配引导搜索,巡航模式,0.1403,0.1404,441,285,否,否,600.00,897,455
200,模板匹配引导搜索,巡航模式,0.1403,0.1404,444,285,否,否,603.00,897,455
201,模板匹配引导搜索,巡航模式,0.1403,0.1403,447,285,否,否,606.00,897,455
202,模板匹配引导搜索,巡航模式,0.1403,0.1403,450,285,否,否,609.00,897,455
203,模板匹配引导搜索,巡航模式,0.1403,0.1403,453,285,否,否,612.00,897,455
204,模板匹配引导搜索,巡航模式,0.1403,0.1403,456,285,否,否,615.00,897,455
205,模板匹配引导搜索,巡航模式,0.1403,0.1403,459,286,否,否,618.00,897,455
206,模板匹配引导搜索,巡航模式,0.1403,0.1403,462,286,否,否,621.00,897,455
207,模板匹配引导搜索,巡航模式,0.1403,0.1403,465,286,否,否,624.00,897,455
208,模板匹配引导搜索,巡航模式,0.1403,0.1403,468,286,否,否,627.00,897,455
209,模板匹配引导搜索,巡航模式,0.1403,0.1403,471,286,否,否,630.00,897,455
210,模板匹配引导搜索,巡航模式,0.1403,0.1403,474,286,否,否,633.00,897,455
211,模板匹配引导搜索,巡航模式,0.1403,0.1403,477,286,否,否,636.00,897,455
212,模板匹配引导搜索,巡航模式,0.1255,0.1344,480,286,否,否,639.00,897,455
213,模板匹配引导搜索,巡航模式,0.1255,0.1308,483,286,否,否,642.00,897,455
214,模板匹配引导搜索,巡航模式,0.1255,0.1287,486,286,否,否,645.00,897,455
215,模板匹配引导搜索,巡航模式,0.1255,0.1274,489,286,否,否,648.00,897,455
216,模板匹配引导搜索,巡航模式,0.1255,0.1267,492,286,否,否,651.00,897,455
217,模板匹配引导搜索,巡航模式,0.1255,0.1262,495,286,否,否,654.00,897,455
218,模板匹配引导搜索,巡航模式,0.1255,0.1259,498,286,否,否,657.00,897,455
219,模板匹配引导搜索,巡航模式,0.1255,0.1257,501,286,否,否,660.00,897,455
220,模板匹配引导搜索,巡航模式,0.1255,0.1256,504,286,否,否,663.00,897,455
221,模板匹配引导搜索,巡航模式,0.1255,0.1256,507,286,否,否,666.00,897,455
222,模板匹配引导搜索,巡航模式,0.1255,0.1256,510,286,否,否,669.00,897,455
223,模板匹配引导搜索,巡航模式,0.1255,0.1255,513,286,否,否,672.00,897,455
224,模板匹配引导搜索,巡航模式,0.1255,0.1255,516,286,否,否,675.00,897,455
225,模板匹配引导搜索,巡航模式,0.1255,0.1255,519,286,否,否,678.00,897,455
226,模板匹配引导搜索,巡航模式,0.1255,0.1255,522,286,否,否,681.00,897,455
227,模板匹配引导搜索,巡航模式,0.1255,0.1255,525,286,否,否,684.00,897,455
228,模板匹配引导搜索,巡航模式,0.1255,0.1255,528,286,否,否,687.00,897,455
229,模板匹配引导搜索,巡航模式,0.1255,0.1255,531,286,否,否,690.00,897,455
230,模板匹配引导搜索,巡航模式,0.1366,0.1299,534,286,否,否,693.00,897,455
231,模板匹配引导搜索,巡航模式,0.1564,0.1405,537,286,否,否,696.00,897,455
232,模板匹配引导搜索,巡航模式,0.1795,0.1561,540,286,否,否,699.00,897,455
233,模板匹配引导搜索,巡航模式,0.1789,0.1652,543,286,否,否,702.00,897,455
234,模板匹配引导搜索,巡航模式,0.1789,0.1707,546,286,否,否,705.00,897,455
235,模板匹配引导搜索,巡航模式,0.1789,0.1740,549,286,否,否,708.00,897,455
236,模板匹配引导搜索,巡航模式,0.1789,0.1760,552,286,否,否,711.00,897,455
237,模板匹配引导搜索,巡航模式,0.1789,0.1772,555,286,否,否,714.00,897,455
238,模板匹配引导搜索,巡航模式,0.1948,0.1842,558,286,否,否,717.00,897,455
239,模板匹配引导搜索,巡航模式,0.1973,0.1894,561,286,否,否,720.00,897,455
240,模板匹配引导搜索,巡航模式,0.1973,0.1926,564,286,否,否,723.00,897,455
241,模板匹配引导搜索,巡航模式,0.1973,0.1944,567,286,否,否,726.00,897,455
242,模板匹配引导搜索,巡航模式,0.1973,0.1956,570,286,否,否,729.00,897,455
243,模板匹配引导搜索,巡航模式,0.1973,0.1963,573,286,否,否,732.00,897,455
244,模板匹配引导搜索,巡航模式,0.1973,0.1967,576,286,否,否,735.00,897,455
245,模板匹配引导搜索,巡航模式,0.1973,0.1969,579,286,否,否,738.00,897,455
246,模板匹配引导搜索,巡航模式,0.1973,0.1970,582,286,否,否,741.00,897,455
247,模板匹配引导搜索,巡航模式,0.1973,0.1971,585,286,否,否,744.00,897,455
248,模板匹配引导搜索,巡航模式,0.1999,0.1983,588,286,否,否,747.00,897,455
249,模板匹配引导搜索,巡航模式,0.1999,0.1989,591,286,否,否,750.00,897,455
250,模板匹配引导搜索,巡航模式,0.1999,0.1993,594,286,否,否,753.00,897,455
251,模板匹配引导搜索,巡航模式,0.1999,0.1996,597,286,否,否,756.00,897,455
252,模板匹配引导搜索,巡航模式,0.1999,0.1997,600,286,否,否,759.00,897,455
253,模板匹配引导搜索,巡航模式,0.1999,0.1998,603,286,否,否,762.00,897,455
254,模板匹配引导搜索,巡航模式,0.1999,0.1999,606,286,否,否,765.00,897,455
255,模板匹配引导搜索,巡航模式,0.1999,0.1999,609,286,否,否,768.00,897,455
256,模板匹配引导搜索,巡航模式,0.1999,0.1999,612,286,否,否,771.00,897,455
257,模板匹配引导搜索,巡航模式,0.1999,0.1999,615,286,否,否,774.00,897,455
258,模板匹配引导搜索,巡航模式,0.1999,0.1999,618,286,否,否,777.00,897,455
259,模板匹配引导搜索,巡航模式,0.1999,0.1999,621,286,否,否,780.00,897,455
260,模板匹配引导搜索,巡航模式,0.1999,0.1999,624,286,否,否,783.00,897,455
261,模板匹配引导搜索,巡航模式,0.1999,0.1999,627,286,否,否,786.00,897,455
262,模板匹配引导搜索,巡航模式,0.1999,0.1999,630,287,否,否,789.00,897,455
263,模板匹配引导搜索,巡航模式,0.1999,0.1999,633,287,否,否,792.00,897,455
264,模板匹配引导搜索,巡航模式,0.1999,0.1999,636,287,否,否,795.00,897,455
265,模板匹配引导搜索,巡航模式,0.1999,0.1999,639,287,否,否,798.00,897,455
266,模板匹配引导搜索,巡航模式,0.1999,0.1999,642,287,否,否,801.00,897,455
267,模板匹配引导搜索,巡航模式,0.1999,0.1999,645,287,否,否,804.00,897,455
268,模板匹配引导搜索,巡航模式,0.1999,0.1999,648,287,否,否,807.00,897,455
269,模板匹配引导搜索,巡航模式,0.1999,0.1999,651,287,否,否,810.00,897,455
270,模板匹配引导搜索,巡航模式,0.1999,0.1999,654,287,否,否,813.00,897,455
271,模板匹配引导搜索,巡航模式,0.1999,0.1999,657,287,否,否,816.00,897,455
272,模板匹配引导搜索,巡航模式,0.1999,0.1999,660,287,否,否,819.00,897,455
273,模板匹配引导搜索,巡航模式,0.1999,0.1999,663,287,否,否,822.00,897,455
274,模板匹配引导搜索,巡航模式,0.1999,0.1999,666,287,否,否,825.00,897,455
275,模板匹配引导搜索,巡航模式,0.1999,0.1999,669,287,否,否,828.00,897,455
276,模板匹配引导搜索,巡航模式,0.1999,0.1999,672,287,否,否,831.00,897,455
277,模板匹配引导搜索,巡航模式,0.1999,0.1999,675,287,否,否,834.00,897,455
278,模板匹配引导搜索,巡航模式,0.1999,0.1999,678,287,否,否,837.00,897,455
279,模板匹配引导搜索,巡航模式,0.1999,0.1999,681,287,否,否,840.00,897,455
280,模板匹配引导搜索,巡航模式,0.1999,0.1999,684,287,否,否,843.00,897,455
281,模板匹配引导搜索,巡航模式,0.1999,0.1999,687,287,否,否,846.00,897,455
282,模板匹配引导搜索,巡航模式,0.1999,0.1999,690,287,否,否,849.00,897,455
283,模板匹配引导搜索,巡航模式,0.1999,0.1999,693,287,否,否,852.00,897,455
284,模板匹配引导搜索,巡航模式,0.1999,0.1999,696,287,否,否,855.00,897,455
285,模板匹配引导搜索,巡航模式,0.1999,0.1999,699,287,否,否,858.00,897,455
286,模板匹配引导搜索,巡航模式,0.1999,0.1999,702,287,否,否,861.00,897,455
287,模板匹配引导搜索,巡航模式,0.1999,0.1999,705,287,否,否,864.00,897,455
288,模板匹配引导搜索,巡航模式,0.1999,0.1999,708,287,否,否,867.00,897,455
289,模板匹配引导搜索,巡航模式,0.1999,0.1999,711,287,否,否,870.00,897,455
290,模板匹配引导搜索,巡航模式,0.1999,0.1999,714,287,否,否,873.00,897,455
291,模板匹配引导搜索,巡航模式,0.1999,0.1999,717,287,否,否,876.00,897,455
292,模板匹配引导搜索,巡航模式,0.1999,0.1999,720,287,否,否,879.00,897,455
293,模板匹配引导搜索,巡航模式,0.1999,0.1999,723,287,否,否,882.00,897,455
294,模板匹配引导搜索,巡航模式,0.1999,0.1999,726,287,否,否,885.00,897,455
295,模板匹配引导搜索,巡航模式,0.1999,0.1999,729,287,否,否,888.00,897,455
296,模板匹配引导搜索,巡航模式,0.1999,0.1999,732,287,否,否,891.00,897,455
297,模板匹配引导搜索,巡航模式,0.1999,0.1999,735,287,否,否,894.00,897,455
298,模板匹配引导搜索,巡航模式,0.1999,0.1999,738,287,否,否,897.00,897,455
299,模板匹配引导搜索,巡航模式,0.1999,0.1999,741,287,否,否,900.00,897,455
300,模板匹配引导搜索,巡航模式,0.1999,0.1999,744,287,否,否,903.00,897,455
301,模板匹配引导搜索,巡航模式,0.1999,0.1999,747,287,否,否,906.00,897,455
302,模板匹配引导搜索,巡航模式,0.1999,0.1999,750,287,否,否,909.00,897,455
303,模板匹配引导搜索,巡航模式,0.1999,0.1999,753,287,否,否,912.00,897,455
304,模板匹配引导搜索,巡航模式,0.1999,0.1999,756,287,否,否,915.00,897,455
305,模板匹配引导搜索,巡航模式,0.1999,0.1999,759,287,否,否,918.00,897,455
306,模板匹配引导搜索,巡航模式,0.1999,0.1999,762,287,否,否,921.00,897,455
307,模板匹配引导搜索,巡航模式,0.1999,0.1999,765,287,否,否,924.00,897,455
