时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,732,291,3.0,0,0
1,735,292,6.0,0,0
2,738,293,9.0,0,0
3,741,294,12.0,0,0
4,743,295,15.0,0,0
5,746,296,18.0,0,0
6,749,298,21.0,0,0
7,752,299,24.0,0,0
8,754,300,27.0,0,0
9,757,301,30.0,0,0
10,760,302,33.0,0,0
11,763,303,36.0,0,0
12,766,304,39.0,0,0
13,768,306,42.0,0,0
14,771,307,45.0,0,0
15,774,308,48.0,0,0
16,777,309,51.0,0,0
17,779,310,54.0,0,0
18,782,311,57.0,0,0
19,785,312,60.0,0,0
20,788,314,63.0,0,0
21,790,315,66.0,0,0
22,793,316,69.0,0,0
23,796,317,72.0,0,0
24,799,318,75.0,0,0
25,802,319,78.0,0,0
26,804,320,81.0,0,0
27,807,322,84.0,0,0
28,810,323,87.0,0,0
29,813,324,90.0,0,0
30,815,325,93.0,0,0
31,818,326,96.0,0,0
32,821,327,99.0,0,0
33,824,329,102.0,0,0
34,827,330,105.0,0,0
35,829,331,108.0,0,0
36,832,332,111.0,0,0
37,835,333,114.0,0,0
38,838,334,117.0,0,0
39,840,335,120.0,0,0
40,843,337,123.0,0,0
41,846,338,126.0,0,0
42,849,339,129.0,0,0
43,851,340,132.0,0,0
44,854,341,135.0,0,0
45,857,342,138.0,0,0
46,860,343,141.0,0,0
47,863,345,144.0,0,0
48,865,346,147.0,0,0
49,868,347,150.0,0,0
50,871,348,153.0,0,0
51,874,349,156.0,0,0
52,876,350,159.0,0,0
53,879,351,162.0,0,0
54,882,353,165.0,0,0
55,884,355,168.0,0,0
56,886,357,171.0,0,0
57,888,359,174.0,0,0
58,890,361,177.0,0,0
59,893,363,180.0,0,0
60,895,365,183.0,0,0
61,897,367,186.0,0,0
62,899,370,189.0,0,0
63,901,372,192.0,0,0
64,903,374,195.0,0,0
65,905,376,198.0,0,0
66,905,379,201.0,0,0
67,905,382,204.0,0,0
68,905,385,207.0,0,0
69,905,388,210.0,0,0
70,905,391,213.0,0,0
71,905,394,216.0,0,0
72,905,397,219.0,0,0
73,905,400,222.0,0,0
74,905,403,225.0,0,0
75,905,406,228.0,0,0
76,905,409,231.0,0,0
77,905,412,234.0,0,0
78,905,415,237.0,0,0
79,905,418,240.0,0,0
80,905,421,243.0,0,0
