时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
0,随机搜索,随机搜索,0.0000,0.0000,97,100,否,否,3.00,291,430
1,随机搜索,随机搜索,0.0000,0.0000,94,101,否,否,6.00,291,430
2,随机搜索,随机搜索,0.0000,0.0000,91,101,否,否,9.00,291,430
3,随机搜索,随机搜索,0.0000,0.0000,88,102,否,否,12.00,291,430
4,随机搜索,随机搜索,0.0000,0.0000,85,102,否,否,15.00,291,430
5,随机搜索,随机搜索,0.0000,0.0000,82,103,否,否,18.00,291,430
6,随机搜索,随机搜索,0.0000,0.0000,79,104,否,否,21.00,291,430
7,随机搜索,随机搜索,0.0000,0.0000,76,104,否,否,24.00,291,430
8,随机搜索,随机搜索,0.0000,0.0000,73,105,否,否,27.00,291,430
9,随机搜索,随机搜索,0.0000,0.0000,70,105,否,否,30.00,291,430
10,随机搜索,随机搜索,0.0000,0.0000,67,106,否,否,33.00,291,430
11,随机搜索,随机搜索,0.0000,0.0000,64,107,否,否,36.00,291,430
12,随机搜索,随机搜索,0.0000,0.0000,61,107,否,否,39.00,291,430
13,随机搜索,随机搜索,0.0000,0.0000,59,109,否,否,42.00,291,430
14,随机搜索,随机搜索,0.0000,0.0000,56,110,否,否,45.00,291,430
15,随机搜索,随机搜索,0.0000,0.0000,54,112,否,否,48.00,291,430
16,随机搜索,随机搜索,0.0000,0.0000,51,114,否,否,51.00,291,430
17,随机搜索,随机搜索,0.0000,0.0000,48,115,否,否,54.00,291,430
18,随机搜索,随机搜索,0.0000,0.0000,45,116,否,否,57.00,291,430
19,随机搜索,随机搜索,0.0000,0.0000,43,117,否,否,60.00,291,430
20,随机搜索,随机搜索,0.0000,0.0000,40,118,否,否,63.00,291,430
21,随机搜索,随机搜索,0.0000,0.0000,37,119,否,否,66.00,291,430
22,随机搜索,随机搜索,0.0000,0.0000,34,120,否,否,69.00,291,430
23,随机搜索,随机搜索,0.0000,0.0000,31,121,否,否,72.00,291,430
24,随机搜索,随机搜索,0.0000,0.0000,29,122,否,否,75.00,291,430
25,随机搜索,随机搜索,0.0000,0.0000,26,123,否,否,78.00,291,430
26,随机搜索,随机搜索,0.0000,0.0000,23,124,否,否,81.00,291,430
27,随机搜索,随机搜索,0.0000,0.0000,20,125,否,否,84.00,291,430
28,随机搜索,随机搜索,0.0000,0.0000,17,126,否,否,87.00,291,430
29,随机搜索,随机搜索,0.0000,0.0000,14,127,否,否,90.00,291,430
30,随机搜索,随机搜索,0.0000,0.0000,12,128,否,否,93.00,291,430
31,随机搜索,随机搜索,0.0000,0.0000,9,129,否,否,96.00,291,430
32,随机搜索,随机搜索,0.0000,0.0000,6,130,否,否,99.00,291,430
33,随机搜索,随机搜索,0.0000,0.0000,3,131,否,否,102.00,291,430
34,随机搜索,随机搜索,0.0000,0.0000,0,132,否,否,105.00,291,430
35,随机搜索,随机搜索,0.0000,0.0000,3,133,否,否,108.00,291,430
36,随机搜索,随机搜索,0.0000,0.0000,6,134,否,否,111.00,291,430
37,随机搜索,随机搜索,0.0000,0.0000,9,135,否,否,114.00,291,430
38,随机搜索,随机搜索,0.0000,0.0000,12,136,否,否,117.00,291,430
39,随机搜索,随机搜索,0.0000,0.0000,14,137,否,否,120.00,291,430
40,随机搜索,随机搜索,0.0000,0.0000,17,138,否,否,123.00,291,430
41,随机搜索,随机搜索,0.0000,0.0000,20,139,否,否,126.00,291,430
42,随机搜索,随机搜索,0.0000,0.0000,23,140,否,否,129.00,291,430
43,随机搜索,随机搜索,0.0000,0.0000,26,140,否,否,132.00,291,430
44,随机搜索,随机搜索,0.0000,0.0000,29,140,否,否,135.00,291,430
45,随机搜索,随机搜索,0.0000,0.0000,32,140,否,否,138.00,291,430
46,随机搜索,随机搜索,0.0000,0.0000,35,141,否,否,141.00,291,430
47,随机搜索,随机搜索,0.0000,0.0000,38,141,否,否,144.00,291,430
48,随机搜索,随机搜索,0.0000,0.0000,41,141,否,否,147.00,291,430
49,随机搜索,随机搜索,0.0000,0.0000,44,141,否,否,150.00,291,430
50,随机搜索,随机搜索,0.0000,0.0000,47,142,否,否,153.00,291,430
51,随机搜索,随机搜索,0.0000,0.0000,50,142,否,否,156.00,291,430
52,随机搜索,随机搜索,0.0000,0.0000,53,142,否,否,159.00,291,430
53,随机搜索,随机搜索,0.0000,0.0000,56,142,否,否,162.00,291,430
54,随机搜索,随机搜索,0.0000,0.0000,59,143,否,否,165.00,291,430
55,随机搜索,随机搜索,0.0000,0.0000,62,143,否,否,168.00,291,430
56,随机搜索,随机搜索,0.0000,0.0000,65,143,否,否,171.00,291,430
57,随机搜索,随机搜索,0.0000,0.0000,68,144,否,否,174.00,291,430
58,随机搜索,随机搜索,0.0000,0.0000,71,144,否,否,177.00,291,430
59,随机搜索,随机搜索,0.0000,0.0000,74,144,否,否,180.00,291,430
60,随机搜索,随机搜索,0.0000,0.0000,77,144,否,否,183.00,291,430
61,随机搜索,随机搜索,0.0000,0.0000,80,145,否,否,186.00,291,430
62,随机搜索,随机搜索,0.0000,0.0000,83,145,否,否,189.00,291,430
63,随机搜索,随机搜索,0.0000,0.0000,86,145,否,否,192.00,291,430
64,随机搜索,随机搜索,0.0000,0.0000,89,145,否,否,195.00,291,430
65,随机搜索,随机搜索,0.0000,0.0000,92,146,否,否,198.00,291,430
66,随机搜索,随机搜索,0.0000,0.0000,95,146,否,否,201.00,291,430
67,随机搜索,随机搜索,0.0000,0.0000,98,146,否,否,204.00,291,430
68,随机搜索,随机搜索,0.0000,0.0000,101,146,否,否,207.00,291,430
69,随机搜索,随机搜索,0.0000,0.0000,104,147,否,否,210.00,291,430
70,随机搜索,随机搜索,0.0000,0.0000,107,147,否,否,213.00,291,430
71,随机搜索,随机搜索,0.0000,0.0000,110,147,否,否,216.00,291,430
72,随机搜索,随机搜索,0.0000,0.0000,113,148,否,否,219.00,291,430
73,随机搜索,随机搜索,0.0000,0.0000,116,148,否,否,222.00,291,430
74,随机搜索,随机搜索,0.0000,0.0000,119,148,否,否,225.00,291,430
75,随机搜索,随机搜索,0.0000,0.0000,122,148,否,否,228.00,291,430
76,随机搜索,随机搜索,0.0000,0.0000,125,149,否,否,231.00,291,430
