时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,727,290,3.0,0,0
1,724,291,6.0,0,0
2,721,291,9.0,0,0
3,718,292,12.0,0,0
4,715,292,15.0,0,0
5,712,293,18.0,0,0
6,709,293,21.0,0,0
7,706,294,24.0,0,0
8,703,295,27.0,0,0
9,700,295,30.0,0,0
10,697,296,33.0,0,0
11,694,296,36.0,0,0
12,691,297,39.0,0,0
13,688,297,42.0,0,0
14,685,298,45.0,0,0
15,682,298,48.0,0,0
16,679,299,51.0,0,0
17,676,300,54.0,0,0
18,673,300,57.0,0,0
19,671,301,60.0,0,0
20,668,301,63.0,0,0
21,665,302,66.0,0,0
22,662,302,69.0,0,0
23,659,303,72.0,0,0
24,656,303,75.0,0,0
25,653,304,78.0,0,0
26,650,305,81.0,0,0
27,647,305,84.0,0,0
28,644,306,87.0,0,0
29,641,306,90.0,0,0
30,638,307,93.0,0,0
31,635,307,96.0,0,0
32,632,308,99.0,0,0
33,629,308,102.0,0,0
34,626,309,105.0,0,0
35,623,310,108.0,0,0
36,620,310,111.0,0,0
37,617,311,114.0,0,0
38,615,311,117.0,0,0
39,612,312,120.0,0,0
40,609,314,123.0,0,0
41,607,316,126.0,0,0
42,605,318,129.0,0,0
43,603,320,132.0,1,0
44,601,322,135.0,1,0
45,598,324,138.0,1,0
46,596,326,141.0,1,0
47,594,328,144.0,1,0
48,592,330,147.0,1,0
49,589,332,150.0,1,0
50,587,334,153.0,1,0
51,585,336,156.0,1,0
52,583,338,159.0,1,0
53,581,340,162.0,1,0
54,578,342,165.0,1,0
55,576,344,168.0,1,0
56,574,346,171.0,1,0
57,572,348,174.0,1,0
58,569,350,177.0,1,0
59,567,352,180.0,1,0
60,565,354,183.0,1,0
61,563,356,186.0,1,0
62,561,358,189.0,1,0
63,558,360,192.0,1,0
64,556,362,195.0,1,0
65,554,364,198.0,1,0
66,552,366,201.0,1,0
67,550,368,204.0,1,0
68,547,370,207.0,1,0
69,545,373,210.0,1,0
70,543,375,213.0,1,0
71,541,377,216.0,1,0
72,539,380,219.0,1,0
73,537,382,222.0,1,0
74,536,384,225.0,1,0
75,534,386,228.0,1,0
76,532,389,231.0,1,0
77,530,391,234.0,1,0
78,528,393,237.0,1,0
79,526,395,240.0,1,0
80,524,398,243.0,1,0
81,522,400,246.0,1,0
82,520,402,249.0,1,0
83,518,404,252.0,1,0
84,516,407,255.0,1,0
85,514,409,258.0,1,0
86,512,411,261.0,1,0
87,510,414,264.0,1,0
88,508,416,267.0,1,0
89,506,418,270.0,1,0
90,505,421,273.0,1,0
91,504,424,276.0,1,0
92,504,427,279.0,1,0
93,504,430,282.0,1,0
94,503,433,285.0,1,0
95,503,436,288.0,1,0
96,502,439,291.0,1,0
97,502,442,294.0,1,0
98,501,445,297.0,1,0
99,501,447,300.0,1,0
100,500,450,303.0,1,0
101,500,453,306.0,1,0
102,500,456,309.0,1,0
103,499,459,312.0,1,0
104,499,462,315.0,1,0
105,498,465,318.0,1,0
106,498,468,321.0,1,0
107,497,471,324.0,1,0
108,497,474,327.0,1,0
109,497,477,330.0,1,0
110,496,480,333.0,1,0
