时间帧,x坐标,y坐标,累计距离,已发现目标数,是否完成
0,753,30,3.0,0,0
1,756,30,6.0,0,0
2,759,30,9.0,0,0
3,762,30,12.0,0,0
4,765,30,15.0,0,0
5,768,30,18.0,0,0
6,771,30,21.0,0,0
7,774,30,24.0,0,0
8,777,30,27.0,0,0
9,780,30,30.0,0,0
10,783,30,33.0,0,0
11,786,30,36.0,0,0
12,789,30,39.0,0,0
13,792,30,42.0,0,0
14,795,30,45.0,0,0
15,798,30,48.0,0,0
16,801,30,51.0,0,0
17,804,30,54.0,0,0
18,807,30,57.0,0,0
19,810,30,60.0,0,0
20,813,30,63.0,0,0
21,816,30,66.0,0,0
22,819,30,69.0,0,0
23,822,30,72.0,0,0
24,825,30,75.0,0,0
25,828,30,78.0,0,0
26,831,30,81.0,0,0
27,834,30,84.0,0,0
28,837,30,87.0,0,0
29,840,30,90.0,0,0
30,843,30,93.0,0,0
31,846,30,96.0,0,0
32,849,30,99.0,0,0
33,852,30,102.0,0,0
34,855,30,105.0,0,0
35,858,30,108.0,0,0
36,861,30,111.0,0,0
37,864,30,114.0,0,0
38,867,30,117.0,0,0
39,870,30,120.0,0,0
40,873,30,123.0,0,0
41,876,30,126.0,0,0
42,879,30,129.0,0,0
43,882,30,132.0,0,0
44,885,30,135.0,0,0
45,888,30,138.0,0,0
46,891,30,141.0,0,0
47,894,30,144.0,0,0
48,897,30,147.0,0,0
49,900,30,150.0,0,0
50,903,30,153.0,0,0
51,906,30,156.0,0,0
52,909,30,159.0,0,0
53,912,30,162.0,0,0
54,915,30,165.0,0,0
55,918,30,168.0,0,0
56,921,30,171.0,0,0
57,924,30,174.0,0,0
58,927,30,177.0,0,0
59,930,30,180.0,0,0
60,933,30,183.0,0,0
61,936,30,186.0,0,0
62,939,30,189.0,0,0
63,942,30,192.0,0,0
64,945,30,195.0,0,0
65,948,30,198.0,0,0
66,951,30,201.0,0,0
67,954,30,204.0,0,0
68,957,30,207.0,0,0
69,960,30,210.0,0,0
70,963,30,213.0,0,0
71,966,30,216.0,0,0
72,969,30,219.0,0,0
73,972,30,222.0,0,0
74,975,30,225.0,0,0
75,975,33,228.0,0,0
76,975,36,231.0,0,0
77,975,39,234.0,0,0
78,975,42,237.0,0,0
79,975,45,240.0,0,0
80,975,48,243.0,0,0
81,975,51,246.0,0,0
82,975,54,249.0,0,0
83,972,54,252.0,0,0
84,969,54,255.0,0,0
85,966,54,258.0,0,0
86,963,54,261.0,0,0
87,960,54,264.0,0,0
88,957,54,267.0,0,0
89,954,54,270.0,0,0
90,951,54,273.0,0,0
91,948,54,276.0,0,0
92,945,54,279.0,0,0
93,942,54,282.0,0,0
94,939,54,285.0,0,0
95,936,54,288.0,0,0
96,933,54,291.0,0,0
97,930,54,294.0,0,0
98,927,54,297.0,0,0
99,924,54,300.0,0,0
100,921,54,303.0,0,0
101,918,54,306.0,0,0
102,915,54,309.0,0,0
