时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
54,模板匹配引导搜索,巡航模式,0.1015,0.0956,55,230,否,否,165.00,93,509
55,模板匹配引导搜索,巡航模式,0.1178,0.1045,55,233,否,否,168.00,93,509
56,模板匹配引导搜索,巡航模式,0.1259,0.1130,55,236,否,否,171.00,93,509
57,模板匹配引导搜索,巡航模式,0.1268,0.1185,55,239,否,否,174.00,93,509
58,模板匹配引导搜索,巡航模式,0.1310,0.1235,54,242,否,否,177.00,93,509
59,模板匹配引导搜索,巡航模式,0.1310,0.1265,54,245,否,否,180.00,93,509
60,模板匹配引导搜索,巡航模式,0.1310,0.1283,54,248,否,否,183.00,93,509
61,模板匹配引导搜索,巡航模式,0.1310,0.1294,53,251,否,否,186.00,93,509
62,模板匹配引导搜索,巡航模式,0.1435,0.1350,53,254,否,否,189.00,93,509
63,模板匹配引导搜索,巡航模式,0.1514,0.1416,53,257,否,否,192.00,93,509
64,模板匹配引导搜索,巡航模式,0.1646,0.1508,52,260,否,否,195.00,93,509
65,模板匹配引导搜索,巡航模式,0.1814,0.1630,52,263,否,否,198.00,93,509
66,模板匹配引导搜索,巡航模式,0.1814,0.1703,52,266,否,否,201.00,93,509
67,模板匹配引导搜索,巡航模式,0.1814,0.1747,52,269,否,否,204.00,93,509
68,模板匹配引导搜索,巡航模式,0.1824,0.1778,53,272,否,否,207.00,93,509
69,模板匹配引导搜索,巡航模式,0.1824,0.1796,54,274,否,否,210.00,93,509
70,模板匹配引导搜索,巡航模式,0.1824,0.1807,56,277,否,否,213.00,93,509
71,模板匹配引导搜索,巡航模式,0.1814,0.1810,58,279,否,否,216.00,93,509
72,模板匹配引导搜索,巡航模式,0.1713,0.1771,60,281,否,否,219.00,93,509
73,模板匹配引导搜索,巡航模式,0.1880,0.1815,63,282,否,否,222.00,93,509
74,模板匹配引导搜索,巡航模式,0.1880,0.1841,66,283,否,否,225.00,93,509
75,模板匹配引导搜索,巡航模式,0.1880,0.1856,69,283,否,否,228.00,93,509
76,模板匹配引导搜索,巡航模式,0.1880,0.1866,72,283,否,否,231.00,93,509
77,模板匹配引导搜索,巡航模式,0.1880,0.1872,75,283,否,否,234.00,93,509
78,模板匹配引导搜索,巡航模式,0.1880,0.1875,78,283,否,否,237.00,93,509
79,模板匹配引导搜索,巡航模式,0.1880,0.1877,81,283,否,否,240.00,93,509
80,模板匹配引导搜索,巡航模式,0.1880,0.1878,84,283,否,否,243.00,93,509
81,模板匹配引导搜索,巡航模式,0.1880,0.1879,87,283,否,否,246.00,93,509
82,模板匹配引导搜索,巡航模式,0.1880,0.1879,90,283,否,否,249.00,93,509
83,模板匹配引导搜索,巡航模式,0.1880,0.1880,93,283,否,否,252.00,93,509
84,模板匹配引导搜索,巡航模式,0.1880,0.1880,96,283,否,否,255.00,93,509
85,模板匹配引导搜索,巡航模式,0.1880,0.1880,99,283,否,否,258.00,93,509
86,模板匹配引导搜索,巡航模式,0.1880,0.1880,102,283,否,否,261.00,93,509
87,模板匹配引导搜索,巡航模式,0.1880,0.1880,105,283,否,否,264.00,93,509
88,模板匹配引导搜索,巡航模式,0.1880,0.1880,108,283,否,否,267.00,93,509
89,模板匹配引导搜索,巡航模式,0.1880,0.1880,111,284,否,否,270.00,93,509
90,模板匹配引导搜索,巡航模式,0.1880,0.1880,114,284,否,否,273.00,93,509
91,模板匹配引导搜索,巡航模式,0.1880,0.1880,117,284,否,否,276.00,93,509
92,模板匹配引导搜索,巡航模式,0.1880,0.1880,120,284,否,否,279.00,93,509
93,模板匹配引导搜索,巡航模式,0.1880,0.1880,123,284,否,否,282.00,93,509
94,模板匹配引导搜索,巡航模式,0.1880,0.1880,126,284,否,否,285.00,93,509
95,模板匹配引导搜索,巡航模式,0.1880,0.1880,129,284,否,否,288.00,93,509
96,模板匹配引导搜索,巡航模式,0.1880,0.1880,132,284,否,否,291.00,93,509
97,模板匹配引导搜索,巡航模式,0.1880,0.1880,135,284,否,否,294.00,93,509
98,模板匹配引导搜索,巡航模式,0.1880,0.1880,138,284,否,否,297.00,93,509
99,模板匹配引导搜索,巡航模式,0.1880,0.1880,141,284,否,否,300.00,93,509
100,模板匹配引导搜索,巡航模式,0.1880,0.1880,144,284,否,否,303.00,93,509
101,模板匹配引导搜索,巡航模式,0.1880,0.1880,147,284,否,否,306.00,93,509
102,模板匹配引导搜索,巡航模式,0.1880,0.1880,150,284,否,否,309.00,93,509
103,模板匹配引导搜索,巡航模式,0.1880,0.1880,153,284,否,否,312.00,93,509
104,模板匹配引导搜索,巡航模式,0.1880,0.1880,156,284,否,否,315.00,93,509
105,模板匹配引导搜索,巡航模式,0.1880,0.1880,159,284,否,否,318.00,93,509
106,模板匹配引导搜索,巡航模式,0.1880,0.1880,162,284,否,否,321.00,93,509
107,模板匹配引导搜索,巡航模式,0.1880,0.1880,165,284,否,否,324.00,93,509
108,模板匹配引导搜索,巡航模式,0.1880,0.1880,168,284,否,否,327.00,93,509
109,模板匹配引导搜索,巡航模式,0.1880,0.1880,171,284,否,否,330.00,93,509
110,模板匹配引导搜索,巡航模式,0.1880,0.1880,174,284,否,否,333.00,93,509
111,模板匹配引导搜索,巡航模式,0.1880,0.1880,177,284,否,否,336.00,93,509
112,模板匹配引导搜索,巡航模式,0.1880,0.1880,180,284,否,否,339.00,93,509
113,模板匹配引导搜索,巡航模式,0.1880,0.1880,183,284,否,否,342.00,93,509
114,模板匹配引导搜索,巡航模式,0.1880,0.1880,186,284,否,否,345.00,93,509
115,模板匹配引导搜索,巡航模式,0.1880,0.1880,189,284,否,否,348.00,93,509
116,模板匹配引导搜索,巡航模式,0.1880,0.1880,192,284,否,否,351.00,93,509
117,模板匹配引导搜索,巡航模式,0.1880,0.1880,195,284,否,否,354.00,93,509
118,模板匹配引导搜索,巡航模式,0.1880,0.1880,198,284,否,否,357.00,93,509
119,模板匹配引导搜索,巡航模式,0.1880,0.1880,201,284,否,否,360.00,93,509
120,模板匹配引导搜索,巡航模式,0.1880,0.1880,204,284,否,否,363.00,93,509
121,模板匹配引导搜索,巡航模式,0.1880,0.1880,207,284,否,否,366.00,93,509
122,模板匹配引导搜索,巡航模式,0.1880,0.1880,210,284,否,否,369.00,93,509
123,模板匹配引导搜索,巡航模式,0.1880,0.1880,213,284,否,否,372.00,93,509
124,模板匹配引导搜索,巡航模式,0.1880,0.1880,216,284,否,否,375.00,93,509
125,模板匹配引导搜索,巡航模式,0.1880,0.1880,219,284,否,否,378.00,93,509
126,模板匹配引导搜索,巡航模式,0.1880,0.1880,222,284,否,否,381.00,93,509
127,模板匹配引导搜索,巡航模式,0.1880,0.1880,225,284,否,否,384.00,93,509
128,模板匹配引导搜索,巡航模式,0.1880,0.1880,228,284,否,否,387.00,93,509
129,模板匹配引导搜索,巡航模式,0.1880,0.1880,231,284,否,否,390.00,93,509
130,模板匹配引导搜索,巡航模式,0.1880,0.1880,234,284,否,否,393.00,93,509
131,模板匹配引导搜索,巡航模式,0.1880,0.1880,237,284,否,否,396.00,93,509
132,模板匹配引导搜索,巡航模式,0.1880,0.1880,240,284,否,否,399.00,93,509
133,模板匹配引导搜索,巡航模式,0.1880,0.1880,243,284,否,否,402.00,93,509
134,模板匹配引导搜索,巡航模式,0.1880,0.1880,246,284,否,否,405.00,93,509
135,模板匹配引导搜索,巡航模式,0.1880,0.1880,249,284,否,否,408.00,93,509
136,模板匹配引导搜索,巡航模式,0.1649,0.1788,252,284,否,否,411.00,93,509
137,模板匹配引导搜索,巡航模式,0.1456,0.1655,255,284,否,否,414.00,93,509
138,模板匹配引导搜索,巡航模式,0.1487,0.1588,258,284,否,否,417.00,93,509
139,模板匹配引导搜索,巡航模式,0.1487,0.1547,261,284,否,否,420.00,93,509
140,模板匹配引导搜索,巡航模式,0.1487,0.1523,264,284,否,否,423.00,93,509
141,模板匹配引导搜索,巡航模式,0.1487,0.1509,267,284,否,否,426.00,93,509
142,模板匹配引导搜索,巡航模式,0.1487,0.1500,270,284,否,否,429.00,93,509
143,模板匹配引导搜索,巡航模式,0.1487,0.1495,273,284,否,否,432.00,93,509
144,模板匹配引导搜索,巡航模式,0.1487,0.1491,276,284,否,否,435.00,93,509
145,模板匹配引导搜索,巡航模式,0.1487,0.1490,279,284,否,否,438.00,93,509
146,模板匹配引导搜索,巡航模式,0.1487,0.1488,282,284,否,否,441.00,93,509
147,模板匹配引导搜索,巡航模式,0.1487,0.1488,285,285,否,否,444.00,93,509
148,模板匹配引导搜索,巡航模式,0.1487,0.1487,288,285,否,否,447.00,93,509
149,模板匹配引导搜索,巡航模式,0.1487,0.1487,291,285,否,否,450.00,93,509
150,模板匹配引导搜索,巡航模式,0.1487,0.1487,294,285,否,否,453.00,93,509
151,模板匹配引导搜索,巡航模式,0.1487,0.1487,297,285,否,否,456.00,93,509
152,模板匹配引导搜索,巡航模式,0.1487,0.1487,300,285,否,否,459.00,93,509
153,模板匹配引导搜索,巡航模式,0.1487,0.1487,303,285,否,否,462.00,93,509
154,模板匹配引导搜索,巡航模式,0.1487,0.1487,306,285,否,否,465.00,93,509
155,模板匹配引导搜索,巡航模式,0.1487,0.1487,309,285,否,否,468.00,93,509
156,模板匹配引导搜索,巡航模式,0.1487,0.1487,312,285,否,否,471.00,93,509
157,模板匹配引导搜索,巡航模式,0.1487,0.1487,315,285,否,否,474.00,93,509
158,模板匹配引导搜索,巡航模式,0.1487,0.1487,318,285,否,否,477.00,93,509
159,模板匹配引导搜索,巡航模式,0.1487,0.1487,321,285,否,否,480.00,93,509
160,模板匹配引导搜索,巡航模式,0.1487,0.1487,324,285,否,否,483.00,93,509
161,模板匹配引导搜索,巡航模式,0.1487,0.1487,327,285,否,否,486.00,93,509
162,模板匹配引导搜索,巡航模式,0.1487,0.1487,330,285,否,否,489.00,93,509
163,模板匹配引导搜索,巡航模式,0.1487,0.1487,333,285,否,否,492.00,93,509
164,模板匹配引导搜索,巡航模式,0.1487,0.1487,336,285,否,否,495.00,93,509
165,模板匹配引导搜索,巡航模式,0.1487,0.1487,339,285,否,否,498.00,93,509
166,模板匹配引导搜索,巡航模式,0.1487,0.1487,342,285,否,否,501.00,93,509
167,模板匹配引导搜索,巡航模式,0.1487,0.1487,345,285,否,否,504.00,93,509
168,模板匹配引导搜索,巡航模式,0.1487,0.1487,348,285,否,否,507.00,93,509
169,模板匹配引导搜索,巡航模式,0.1487,0.1487,351,285,否,否,510.00,93,509
170,模板匹配引导搜索,巡航模式,0.1487,0.1487,354,285,否,否,513.00,93,509
171,模板匹配引导搜索,巡航模式,0.1487,0.1487,357,285,否,否,516.00,93,509
172,模板匹配引导搜索,巡航模式,0.1487,0.1487,360,285,否,否,519.00,93,509
173,模板匹配引导搜索,巡航模式,0.1487,0.1487,363,285,否,否,522.00,93,509
174,模板匹配引导搜索,巡航模式,0.1487,0.1487,366,285,否,否,525.00,93,509
175,模板匹配引导搜索,巡航模式,0.1487,0.1487,369,285,否,否,528.00,93,509
176,模板匹配引导搜索,巡航模式,0.1487,0.1487,372,285,否,否,531.00,93,509
177,模板匹配引导搜索,巡航模式,0.1487,0.1487,375,285,否,否,534.00,93,509
178,模板匹配引导搜索,巡航模式,0.1487,0.1487,378,285,否,否,537.00,93,509
179,模板匹配引导搜索,巡航模式,0.1487,0.1487,381,285,否,否,540.00,93,509
180,模板匹配引导搜索,巡航模式,0.1487,0.1487,384,285,否,否,543.00,93,509
181,模板匹配引导搜索,巡航模式,0.1487,0.1487,387,285,否,否,546.00,93,509
182,模板匹配引导搜索,巡航模式,0.1487,0.1487,390,285,否,否,549.00,93,509
183,模板匹配引导搜索,巡航模式,0.1487,0.1487,393,285,否,否,552.00,93,509
184,模板匹配引导搜索,巡航模式,0.1487,0.1487,396,285,否,否,555.00,93,509
185,模板匹配引导搜索,巡航模式,0.1487,0.1487,399,285,否,否,558.00,93,509
186,模板匹配引导搜索,巡航模式,0.1487,0.1487,402,285,否,否,561.00,93,509
187,模板匹配引导搜索,巡航模式,0.1487,0.1487,405,285,否,否,564.00,93,509
188,模板匹配引导搜索,巡航模式,0.1487,0.1487,408,285,否,否,567.00,93,509
189,模板匹配引导搜索,巡航模式,0.1487,0.1487,411,285,否,否,570.00,93,509
190,模板匹配引导搜索,巡航模式,0.1487,0.1487,414,285,否,否,573.00,93,509
191,模板匹配引导搜索,巡航模式,0.1434,0.1465,417,285,否,否,576.00,93,509
192,模板匹配引导搜索,巡航模式,0.1403,0.1441,420,285,否,否,579.00,93,509
193,模板匹配引导搜索,巡航模式,0.1403,0.1426,423,285,否,否,582.00,93,509
194,模板匹配引导搜索,巡航模式,0.1403,0.1417,426,285,否,否,585.00,93,509
195,模板匹配引导搜索,巡航模式,0.1403,0.1411,429,285,否,否,588.00,93,509
196,模板匹配引导搜索,巡航模式,0.1403,0.1408,432,285,否,否,591.00,93,509
197,模板匹配引导搜索,巡航模式,0.1403,0.1406,435,285,否,否,594.00,93,509
198,模板匹配引导搜索,巡航模式,0.1403,0.1405,438,285,否,否,597.00,93,509
199,模板匹配引导搜索,巡航模式,0.1403,0.1404,441,285,否,否,600.00,93,509
200,模板匹配引导搜索,巡航模式,0.1403,0.1404,444,285,否,否,603.00,93,509
201,模板匹配引导搜索,巡航模式,0.1403,0.1404,447,285,否,否,606.00,93,509
202,模板匹配引导搜索,巡航模式,0.1403,0.1404,450,285,否,否,609.00,93,509
203,模板匹配引导搜索,巡航模式,0.1403,0.1404,453,285,否,否,612.00,93,509
204,模板匹配引导搜索,巡航模式,0.1403,0.1403,456,285,否,否,615.00,93,509
205,模板匹配引导搜索,巡航模式,0.1403,0.1403,459,286,否,否,618.00,93,509
206,模板匹配引导搜索,巡航模式,0.1403,0.1403,462,286,否,否,621.00,93,509
207,模板匹配引导搜索,巡航模式,0.1403,0.1403,465,286,否,否,624.00,93,509
208,模板匹配引导搜索,巡航模式,0.1403,0.1403,468,286,否,否,627.00,93,509
209,模板匹配引导搜索,巡航模式,0.1403,0.1403,471,286,否,否,630.00,93,509
210,模板匹配引导搜索,巡航模式,0.1403,0.1403,474,286,否,否,633.00,93,509
211,模板匹配引导搜索,巡航模式,0.1403,0.1403,477,286,否,否,636.00,93,509
212,模板匹配引导搜索,巡航模式,0.1255,0.1344,480,286,否,否,639.00,93,509
213,模板匹配引导搜索,巡航模式,0.1255,0.1308,483,286,否,否,642.00,93,509
214,模板匹配引导搜索,巡航模式,0.1255,0.1287,486,286,否,否,645.00,93,509
215,模板匹配引导搜索,巡航模式,0.1255,0.1274,489,286,否,否,648.00,93,509
216,模板匹配引导搜索,巡航模式,0.1255,0.1266,492,286,否,否,651.00,93,509
217,模板匹配引导搜索,巡航模式,0.1255,0.1262,495,286,否,否,654.00,93,509
218,模板匹配引导搜索,巡航模式,0.1255,0.1259,498,286,否,否,657.00,93,509
219,模板匹配引导搜索,巡航模式,0.1255,0.1257,501,286,否,否,660.00,93,509
220,模板匹配引导搜索,巡航模式,0.1255,0.1256,504,286,否,否,663.00,93,509
221,模板匹配引导搜索,巡航模式,0.1255,0.1256,507,286,否,否,666.00,93,509
222,模板匹配引导搜索,巡航模式,0.1255,0.1255,510,286,否,否,669.00,93,509
223,模板匹配引导搜索,巡航模式,0.1255,0.1255,513,286,否,否,672.00,93,509
224,模板匹配引导搜索,巡航模式,0.1255,0.1255,516,286,否,否,675.00,93,509
225,模板匹配引导搜索,巡航模式,0.1255,0.1255,519,286,否,否,678.00,93,509
226,模板匹配引导搜索,巡航模式,0.1255,0.1255,522,286,否,否,681.00,93,509
227,模板匹配引导搜索,巡航模式,0.1255,0.1255,525,286,否,否,684.00,93,509
228,模板匹配引导搜索,巡航模式,0.1255,0.1255,528,286,否,否,687.00,93,509
229,模板匹配引导搜索,巡航模式,0.1255,0.1255,531,286,否,否,690.00,93,509
230,模板匹配引导搜索,巡航模式,0.1365,0.1299,534,286,否,否,693.00,93,509
231,模板匹配引导搜索,巡航模式,0.1564,0.1405,537,286,否,否,696.00,93,509
232,模板匹配引导搜索,巡航模式,0.1796,0.1561,540,286,否,否,699.00,93,509
233,模板匹配引导搜索,巡航模式,0.1790,0.1653,543,286,否,否,702.00,93,509
234,模板匹配引导搜索,巡航模式,0.1790,0.1708,546,286,否,否,705.00,93,509
235,模板匹配引导搜索,巡航模式,0.1790,0.1741,549,286,否,否,708.00,93,509
236,模板匹配引导搜索,巡航模式,0.1790,0.1760,552,286,否,否,711.00,93,509
237,模板匹配引导搜索,巡航模式,0.1790,0.1772,555,286,否,否,714.00,93,509
238,模板匹配引导搜索,巡航模式,0.1947,0.1842,558,286,否,否,717.00,93,509
239,模板匹配引导搜索,巡航模式,0.1972,0.1894,561,286,否,否,720.00,93,509
240,模板匹配引导搜索,巡航模式,0.1972,0.1925,564,286,否,否,723.00,93,509
241,模板匹配引导搜索,巡航模式,0.1972,0.1944,567,286,否,否,726.00,93,509
242,模板匹配引导搜索,巡航模式,0.1972,0.1955,570,286,否,否,729.00,93,509
243,模板匹配引导搜索,巡航模式,0.1972,0.1962,573,286,否,否,732.00,93,509
244,模板匹配引导搜索,巡航模式,0.1972,0.1966,576,286,否,否,735.00,93,509
245,模板匹配引导搜索,巡航模式,0.1972,0.1968,579,286,否,否,738.00,93,509
246,模板匹配引导搜索,巡航模式,0.1972,0.1970,582,286,否,否,741.00,93,509
247,模板匹配引导搜索,巡航模式,0.1972,0.1971,585,286,否,否,744.00,93,509
248,模板匹配引导搜索,巡航模式,0.1999,0.1982,588,286,否,否,747.00,93,509
249,模板匹配引导搜索,巡航模式,0.1999,0.1989,591,286,否,否,750.00,93,509
250,模板匹配引导搜索,巡航模式,0.1999,0.1993,594,286,否,否,753.00,93,509
251,模板匹配引导搜索,巡航模式,0.1999,0.1995,597,286,否,否,756.00,93,509
252,模板匹配引导搜索,巡航模式,0.1999,0.1997,600,286,否,否,759.00,93,509
253,模板匹配引导搜索,巡航模式,0.1999,0.1998,603,286,否,否,762.00,93,509
254,模板匹配引导搜索,巡航模式,0.1999,0.1998,606,286,否,否,765.00,93,509
255,模板匹配引导搜索,巡航模式,0.1999,0.1999,609,286,否,否,768.00,93,509
256,模板匹配引导搜索,巡航模式,0.1999,0.1999,612,286,否,否,771.00,93,509
257,模板匹配引导搜索,巡航模式,0.1999,0.1999,615,286,否,否,774.00,93,509
258,模板匹配引导搜索,巡航模式,0.1999,0.1999,618,286,否,否,777.00,93,509
259,模板匹配引导搜索,巡航模式,0.1999,0.1999,621,286,否,否,780.00,93,509
260,模板匹配引导搜索,巡航模式,0.1999,0.1999,624,286,否,否,783.00,93,509
261,模板匹配引导搜索,巡航模式,0.1999,0.1999,627,286,否,否,786.00,93,509
262,模板匹配引导搜索,巡航模式,0.1999,0.1999,630,287,否,否,789.00,93,509
263,模板匹配引导搜索,巡航模式,0.1999,0.1999,633,287,否,否,792.00,93,509
264,模板匹配引导搜索,巡航模式,0.1999,0.1999,636,287,否,否,795.00,93,509
265,模板匹配引导搜索,巡航模式,0.1999,0.1999,639,287,否,否,798.00,93,509
266,模板匹配引导搜索,巡航模式,0.1999,0.1999,642,287,否,否,801.00,93,509
267,模板匹配引导搜索,巡航模式,0.1999,0.1999,645,287,否,否,804.00,93,509
268,模板匹配引导搜索,巡航模式,0.1999,0.1999,648,287,否,否,807.00,93,509
269,模板匹配引导搜索,巡航模式,0.1999,0.1999,651,287,否,否,810.00,93,509
270,模板匹配引导搜索,巡航模式,0.1999,0.1999,654,287,否,否,813.00,93,509
271,模板匹配引导搜索,巡航模式,0.1999,0.1999,657,287,否,否,816.00,93,509
272,模板匹配引导搜索,巡航模式,0.1999,0.1999,660,287,否,否,819.00,93,509
273,模板匹配引导搜索,巡航模式,0.1999,0.1999,663,287,否,否,822.00,93,509
274,模板匹配引导搜索,巡航模式,0.1999,0.1999,666,287,否,否,825.00,93,509
275,模板匹配引导搜索,巡航模式,0.1999,0.1999,669,287,否,否,828.00,93,509
276,模板匹配引导搜索,巡航模式,0.1999,0.1999,672,287,否,否,831.00,93,509
277,模板匹配引导搜索,巡航模式,0.1999,0.1999,675,287,否,否,834.00,93,509
278,模板匹配引导搜索,巡航模式,0.1999,0.1999,678,287,否,否,837.00,93,509
279,模板匹配引导搜索,巡航模式,0.1999,0.1999,681,287,否,否,840.00,93,509
280,模板匹配引导搜索,巡航模式,0.1999,0.1999,684,287,否,否,843.00,93,509
281,模板匹配引导搜索,巡航模式,0.1999,0.1999,687,287,否,否,846.00,93,509
282,模板匹配引导搜索,巡航模式,0.1999,0.1999,690,287,否,否,849.00,93,509
283,模板匹配引导搜索,巡航模式,0.1999,0.1999,693,287,否,否,852.00,93,509
284,模板匹配引导搜索,巡航模式,0.1999,0.1999,696,287,否,否,855.00,93,509
285,模板匹配引导搜索,巡航模式,0.1999,0.1999,699,287,否,否,858.00,93,509
286,模板匹配引导搜索,巡航模式,0.1999,0.1999,702,287,否,否,861.00,93,509
287,模板匹配引导搜索,巡航模式,0.1999,0.1999,705,287,否,否,864.00,93,509
288,模板匹配引导搜索,巡航模式,0.1999,0.1999,708,287,否,否,867.00,93,509
289,模板匹配引导搜索,巡航模式,0.1999,0.1999,711,287,否,否,870.00,93,509
290,模板匹配引导搜索,巡航模式,0.1999,0.1999,714,287,否,否,873.00,93,509
291,模板匹配引导搜索,巡航模式,0.1999,0.1999,717,287,否,否,876.00,93,509
292,模板匹配引导搜索,巡航模式,0.1999,0.1999,720,287,否,否,879.00,93,509
293,模板匹配引导搜索,巡航模式,0.1999,0.1999,723,287,否,否,882.00,93,509
294,模板匹配引导搜索,巡航模式,0.1999,0.1999,726,287,否,否,885.00,93,509
295,模板匹配引导搜索,巡航模式,0.1999,0.1999,729,287,否,否,888.00,93,509
296,模板匹配引导搜索,巡航模式,0.1999,0.1999,732,287,否,否,891.00,93,509
297,模板匹配引导搜索,巡航模式,0.1999,0.1999,735,287,否,否,894.00,93,509
298,模板匹配引导搜索,巡航模式,0.1999,0.1999,738,287,否,否,897.00,93,509
299,模板匹配引导搜索,巡航模式,0.1999,0.1999,741,287,否,否,900.00,93,509
300,模板匹配引导搜索,巡航模式,0.1999,0.1999,744,287,否,否,903.00,93,509
301,模板匹配引导搜索,巡航模式,0.1999,0.1999,747,287,否,否,906.00,93,509
302,模板匹配引导搜索,巡航模式,0.1999,0.1999,750,287,否,否,909.00,93,509
303,模板匹配引导搜索,巡航模式,0.1999,0.1999,753,287,否,否,912.00,93,509
304,模板匹配引导搜索,巡航模式,0.1999,0.1999,756,287,否,否,915.00,93,509
305,模板匹配引导搜索,巡航模式,0.1999,0.1999,759,287,否,否,918.00,93,509
306,模板匹配引导搜索,巡航模式,0.1999,0.1999,762,287,否,否,921.00,93,509
307,模板匹配引导搜索,巡航模式,0.1999,0.1999,765,287,否,否,924.00,93,509
